ID,Description_Lang_enUS
8603,Dalaran 3v3 Matches
8604,Nagrand 3v3 Matches
8605,Ruind of Lordaeron 3v3 Matches
8606,Ring of Valor 3v3 Matches
8607,Dalaran 3v3 Wins
8608,Nagrand 3v3 Wins
8609,Ruins of Lordaeron 3v3 Wins
8610,Ring of Valor 3v3 Wins
8611,Dalaran 2v2 Matches
8612,nagrand 2v2 Matches
8613,Ruins of Lordaeron 2v2 Matches
8614,Ring of Valor 2v2 Matches
8615,Dalran 2v2 Wins
8616,Nagrand 2v2 Wins
8617,Ruins of Lordaeron 2v2 Wins
8618,Ring of Valor 2v2 Wins
8648,Strong Troll's Blood Elixir
8687,Lily Root
8688,Warsong Gulch Enriched Ration
8689,Warsong Gulch Iron Ration
8690,Warsong Gulch Field Ration
8691,Arathi Basin Field Ration
8692,Arathi Basin Enriched Ration
8693,Arathi Basin Iron Ration
8694,Defiler's Enriched Ration
8695,Defiler's Field Ration
8696,Defiler's Iron Ration
8697,Highlander's Enriched Ration
8698,Highlander's Field Ration
8699,Highlander's Iron Ration
8700,Lollipop
8701,Candy Corn
8702,Candy Bar
8703,Hallow's End Pumpink Treat
8704,Festival Dumplings
8705,Buttermilk Delight
8706,Dark Desire
8707,Very Berry Cream
8708,Sweet Surprise
8709,Tasty Summer Treat
8710,Toasted Smorc
8711,Midsummer Sausage
8712,Fire-toasted Bun
8713,Elderberry Pie
8714,Edible Stalks
8715,Nagrand Cherry
8716,Edible Fern
8717,Goblin Gumbo
8718,Tricky Treat
8719,Pyroblast Cinnamon Ball
8720,G.N.E.R.D.S.
8721,Soothing Spearmint Candy
8722,Chewy Fel Taffy
8723,Bag of Popcorn
8724,Bag of Peanuts
8739,Winter Veil Gift
8740,Insignia of the Horde
8741,Insignia of the Alliance
8742,Anub'Rekhan
8743,Anub'Rekhan
8744,Archavon the Stone Watcher
8745,Archavon the Stone Watcher
8746,The Four Horsemen
8747,The Four Horsemen
8749,Ruins of the Scarlet Enclave
8758,Win in 4 minutes
8759,Win in 4 minutes
8760,Use Soulstone
8761,Use Soulstone
8762,Use Soulstone
8763,Use Soulstone
8764,Use Soulstone
8765,Use Soulstone
8778,Brutal Nether Drake
8779,Brutal Nether Drake
8798,Xevozz
8799,Lavanthor
8800,Ichoron
8801,Zuramat the Obliterator
8802,Erekem
8803,Moragg
8818,Honored with Bloodsail Buccaneers
8819,Exalted with Booty Bay
8820,Exalted with Everlook
8821,Exalted with Gadgetzan
8822,Exalted with Ratchet
8823,Exalted with Darkmoon Faire
8824,Exalted with Ravenholdt
8825,Exalted with Shen'dralar
8838,40 man instances
8839,Blade's Edge Arena Kills
8866,Yeti Milk
8867,Glass of Dalaran White
8868,Glass of Dalaran Red
8869,Glass of Aged Dalaran Red
8870,Glass of Peaked Dalaran Red
8871,Glass of Vintage Dalaran Red
8872,Glass of Eversong Wine
8873,Flask of Bitter Cactus Cider
8874,Bottle of Silvermoon Port
8875,Cup of Frog Venom Brew
8876,Mysterious Fermented Liquid
8877,Skin of Mulgore Firewater
8878,Gordok Grog
8879,Thunder 45
8880,Thunderbrew Ale
8881,Thunderbrew Stout
8882,Ogre Mead
8883,Barleybrew Light
8884,Barleybrew Dark
8885,Barleybrew Clear
8886,Long Stride Brew
8887,Path of Brew
8888,Jungle River Water
8889,Brewdoo Magic
8890,Stout Shrunken Head
8891,Small Step Brew
8893,Essence of the Firelord
8894,Conqueror's Breastplate
8895,Avenger's Breastplate
8896,Deathdealer's Vest
8897,Doomcaller's Robes
8898,Enigma Robes
8899,Genesis Vest
8900,Stormcaller's Hauberk
8901,Striker's Hauberk
8902,Vestments of the Oracle
8903,Husk of the Old God
8905,Dreadsteed of Xoroth
8906,Judgment and Redemption
8907,True Masters of the Light
8908,Vanquish the Raven God
8918,15 man instances
8919,20 man instances
8985,Fishliver Oil
8986,Stormstout
8987,Trogg Ale
8988,Blessed Sunfruit Juice
8989,Tea with Sugar
8990,Rumsey Rum
8991,Gordok Green Grog
8992,Kreeg's Stout Beatdown
8993,Bottled Alterac Spring Water
8994,Harvest Nectar
8995,Winter Veil Eggnogg
8996,Scourgebane Infusion
8997,Scourgebane Draught
8998,Freshly-Squeezed Lemonade
8999,Bubbly Beverage
9000,Fizzy Energy Drink
9001,Fiery Festival Brew
9002,Loch Modan Lager
9003,Stouthammer Lite
9004,Grunt's Waterskin
9005,Footman's Waterskin
9006,Crimson Steer Energy Drink
9007,Ethereum Essence
9008,Stonebreaker Brew
9009,Brightstong Wine
9010,Halaani Whiskey
9011,Peon Sleep Potion
9012,Pure Energy
9013,Blade's Edge Ogre Brew
9014,Mudder's Milk
9015,Iced Berry Slush
9016,"Fizzy Faire Drink ""Classic"""
9017,Harkor's Home Brew
9018,Sparkling Apple Cider
9019,Dark Brewmaiden's Brew
9020,Stranglethorn Brew
9021,Draenic Pale Ale
9022,Autumnal Acorn Ale
9023,Bartlett's Bitter Brew
9024,Lord of Frost's Private Label
9025,Ethereal Liqeuer
9026,Diluted Ethereum Essence
9027,Dire Brew
9028,Thunderbrew's Hard Ale
9029,Anguish Ale
9030,Half Full Bottle of Prison Moonshine
9031,Half Empty Bottle of Prison Moonshine
9038,Demonic Healthstone
9039,Demonic Healthstone
9040,Demonic Healthstone
9041,Fel Healthstone
9042,Fel Healthstone
9043,Fel Healthstone
9044,Demonic Healthstone
9045,Demonic Healthstone
9046,Demonic Healthstone
9047,Fel Healthstone
9048,Fel Healthstone
9049,Fel Healthstone
9058,Logged in during 4th anniversary event
9060,Destroy a tower
9061,Destroy a tower
9078,Husk of the Old God
9079,Earthen Signet
9080,Silverpine Forest
9081,Silverpine Forest
9082,Murloc Costume
9098,The Prophet Tharon'ja
9099,The Prophet Tharon'ja
9118,Lay a Noblegarden Egg in the Golakka Hot Springs.
9119,Eat 25 Noblegarden Chocolates
9120,Eat 100 Noblegarden Chocolates
9121,Azure Watch
9122,
9123,
9124,Blood Elf
9138,The Badlands
9139,Desolace
9140,Tanaris
9141,Thousand Needles
9142,Silithus
9143,Draenei
9144,Human
9145,Dwarf
9146,Gnome
9147,Night Elf
9148,Orc
9149,Tauren
9150,Troll
9151,Undead
9158,
9159,
9160,Honroable Kills
9161,Dalaran Sewers Arena Kills
9162,Nagrand Arena Kills
9163,Ruins of Lordaeron Arena Kills
9164,The Ring of Valor Arena Kills
9165,Dalaran Sewers
9166,Ring of Valor
9167,Peanut
9168,Willy
9169,Egbert
9178,Wintergrasp Catapult
9179,Wintergrasp Demolisher
9180,Wintergrasp Siege Engine
9181,Wintergrasp Tower Cannon
9198,Complete Hyrdaxis' Tasks
9199,Dolanaar
9200,Goldshire
9201,Kharanos
9202,Bloodhoof Village
9203,Brill
9204,Falconwing Square
9205,Razor Hill
9218,Obtain 75 companion pets
9219,Darnassus
9220,Exodar
9221,Darnassus
9222,Exodar
9223,Obtain 100 mounts
9224,Obtain 100 mounts
9238,Shadowfang Keep
9239,Shadowfang Keep
9240,Zul'Aman
9241,Zul'Aman
9242,Caverns of Time
9243,Caverns of Time
9258,The Prophet Tharon'ja
9259,The Prophet Tharon'ja
9260,The Prophet Tharon'ja
9261,The Prophet Tharon'ja
9299,Arctic Hare
9300,Borean Marmot
9301,Fjord Penguin
9302,Fjord Turkey
9303,Glacier Penguin
9304,Grizzly Squirrel
9305,Huge Toad
9306,Lava Crab
9307,Mountain Skunk
9308,Scalawag Frog
9309,Sholazar Tickbird
9310,Tundra Penguin
9311,Hare
9338,Bouquet of Ebon Roses
9358,Adder
9359,Crystal Spider
9360,Devouring Maggot
9361,Fire Beetle
9362,Fjord Rat
9363,Gold Beetle
9364,Larva
9365,Maggot
9366,Moccasin
9367,Mouse
9368,Rat
9369,Roach
9370,Scorpion
9371,Snake
9372,Spider
9373,Underbelly Rat
9374,Zul'Drak Rat
9378,Thrown
9398,Gnomeregan
9418,Loop of the Kirin Tor
9419,Ring of the Kirin Tor
9420,Red Qiraji Resonating Crystal
9421,Worg Tartare
9422,Zul'Gurub
9423,Zul'Gurub
9424,Gnomeregan
9425,Gnomeregan
9438,Mr. Bigglesworth
9498,Keg of Thunderbrew Lager
9499,Wild Winter Pilsner
9500,Metok's Bubble Bock
9501,Springtime Stout
9502,Stranglethorn Brew
9518,Sewer Carp
9538,
9578,"Sulfuras, Hand of Ragnaros"
9598,Level up to 40.
9619,Learn a Second Talent Specialization.
9658,Champion of Darnassus
9659,Champion of the Exodar
9660,Champion of Gnomeregan
9661,Champion of Ironforge
9662,Champion of Stormwind
9663,Champion of Orgrimmar
9664,Champion of Sen'jin
9665,Champion of Silvermoon City
9666,Champion of Thunder Bluff
9667,Champion of the Undercity
9668,Champion of Darnassus
9669,Champion of the Exodar
9670,Champion of Gnomeregan
9671,Champion of Stormwind
9672,Champion of Ironforge
9673,Champion of Orgrimmar
9674,Champion of Sen'jin
9675,Champion of Silvermoon City
9676,Champion of the Undercity
9677,Champion of Thunder Bluff
9678,Exalted with Darnassus
9679,Exalted with Exodar
9680,Exalted with Gnomeregan Exiles
9681,Exalted with Ironforge
9682,Exalted with Stormwind
9683,Exalted with Orgrimmar
9684,Exalted with Darkspear Trolls
9685,Exalted with Silvermoon City
9686,Exalted with Thunder Bluff
9687,Exalted with Undercity
9698,
9699,
9718,Gladiator
9719,Rival
9720,Duelist
9721,Gladiator
9738,
9739,
9740,
9741,
9742,
9743,
9744,
9745,
9746,
9747,
9748,
9749,
9750,
9751,
9752,
9753,
9754,
9755,
9756,
9757,
9758,Wintergrasp Veteran
9759,Within Our Grasp
9760,Wintergrasp Ranger
9761,Black War Mammoth
9764,1000 Stone Keeper's Shards
9765,Archavon the Stone Watcher
9766,Heroic: Archavon the Stone Watcher
9767,Destruction Derby
9769,Vehicular Gnomeslaughter
9770,Leaning Tower
9771,Didn't Stand a Chance
9773,Champion of Darnassus
9774,Champion of the Exodar
9775,Champion of Gnomeregan
9776,Champion of Ironforge
9777,Champion of Stormwind
9778,Champion of Darnassus
9779,Champion of the Exodar
9780,Champion of Gnomeregan
9781,Champion of Stormwind
9782,Champion of Ironforge
9783,Champion of Orgrimmar
9784,Champion of Sen'jin
9785,Champion of Silvermoon City
9786,Champion of Thunder Bluff
9787,Champion of the Undercity
9788,Champion of Orgrimmar
9789,Champion of Sen'jin
9790,Champion of Silvermoon City
9791,Champion of the Undercity
9792,Champion of Thunder Bluff
9798,
9818,Squirrel
9819,Mr. Bigglesworth
9838,Snowball Cairne Bloodhoof
9839,Snowball Cairne Bloodhoof
9858,
9859,
9860,
9861,
9862,
9863,I Found One!
9864,Chocoholic
9865,Hard Boiled
9866,Spring Fling
9867,Noble Garden
9868,Shake Your Bunny-Maker
9869,Desert Rose
9870,Blushing Bride
9871,I Found One!
9872,Chocoholic
9873,Hard Boiled
9874,Spring Fling
9875,Noble Garden
9876,Shake Your Bunny-Maker
9877,Desert Rose
9878,Blushing Bride
9879,Noble Gardener
9880,Noble Gardener
9898,The Argent Crusade
9899,Champion of Orgrimmar
9900,Champion of Sen'jin
9901,Champion of Silvermoon City
9902,Champion of the Undercity
9903,Champion of Thunder Bluff
9904,The Argent Crusade
9905,Champion of Darnassus
9906,Champion of the Exodar
9907,Champion of Gnomeregan
9908,Champion of Stormwind
9909,Champion of Ironforge
9918,Darnassus
9919,Sen'jin
9920,Silvermoon City
9921,Thunder Bluff
9922,The Undercity
9938,Flame Leviathan
9939,Razorscale
9940,Ignis the Furnace Master
9941,XT-002 Deconstructor
9943,Kologarn
9947,Mimiron
9948,General Vezax
9950,Auriaya
9951,Yogg-Saron
9952,Emalon the Storm Watcher
9954,Flame Leviathan
9955,Razorscale
9956,Ignis the Furnace Master
9957,XT-002 Deconstructor
9959,Kologarn
9963,Mimiron
9964,General Vezax
9966,Auriaya
9967,Yogg-Saron
9968,Flame Leviathan
9969,Flame Leviathan
9970,Razorscale
9971,Razorscale
9972,Ignis the Furnace Master
9973,Ignis the Furnace Master
9974,XT-002 Deconstructor
9975,XT-002 Deconstructor
9976,Assembly of Iron
9977,Assembly of Iron
9978,Kologarn
9979,Kologarn
9980,Hodir
9981,Hodir
9982,Thorim
9983,Thorim
9984,Freya
9985,Freya
9986,Mimiron
9987,Mimiron
9988,General Vezax
9989,General Vezax
9990,Algalon the Observer
9991,Algalon the Observer
9992,Auriaya
9993,Auriaya
9994,Yogg-Saron
9995,Yogg-Saron
9996,Emalon the Storm Watcher
9997,Emalon the Storm Watcher
9998,Yogg-Saron
9999,Flame Leviathan
10000,Razorscale
10001,XT-002 Deconstructor
10002,Ignis the Furnace Master
10003,Flame Leviathan
10004,Razorscale
10005,XT-002 Deconstructor
10006,Ignis the Furnace Master
10008,Kologarn
10010,Auriaya
10014,Mimiron
10016,Kologarn
10018,Auriaya
10023,General Vezax
10024,Yogg-Saron
10025,General Vezax
10026,Yogg-Saron
10027,The Siege of Ulduar
10028,The Antechamber of Ulduar
10029,The Keepers of Ulduar
10030,The Descent into Madness
10031,Heroic: The Siege of Ulduar
10032,Heroic: The Antechamber of Ulduar
10033,Heroic: The Keepers of Ulduar
10034,Heroic: The Descent into Madness
10035,Emblem of Conquest
10036,Emblem of Conquest
10037,Emblem of Conquest
10038,Emblem of Conquest
10039,Emblem of Conquest
10040,Emblem of Conquest
10041,Emblem of Conquest
10042,Flame Leviathan
10044,Flame Leviathan
10045,Flame Leviathan
10046,Salvaged Chopper
10047,Salvaged Siege Engine
10048,Salvaged Demolisher
10049,Salvaged Chopper
10050,Salvaged Siege Engine
10051,Salvaged Demolisher
10054,Flame Leviathan
10055,Flame Leviathan
10056,Flame Leviathan
10057,Flame Leviathan
10058,Flame Leviathan
10059,Flame Leviathan
10060,Flame Leviathan
10061,Flame Leviathan
10062,Razorscale
10063,Razorscale
10066,Razorscale
10067,Razorscale
10068,Flame Leviathan
10069,Flame Leviathan
10072,Flame Leviathan
10073,Flame Leviathan
10074,Flame Leviathan
10075,Flame Leviathan
10077,Flame Leviathan
10079,Flame Leviathan
10080,XT-002 Deconstructor dead
10081,Kill the XT-002
10082,Runemaster Molgeim
10083,Stormcaller Brundir
10084,Steelbreaker
10085,Flame Leviathan
10086,Flame Leviathan
10087,Flame Leviathan
10088,Runemaster Molgeim
10089,Flame Leviathan
10090,Flame Leviathan
10091,Flame Leviathan
10095,Kologarn
10099,Kologarn
10100,Orbit-uary
10101,"Iron Dwarf, Medium Rare"
10102,Stokin' the Furnace
10103,Heartbreaker
10104,"I Choose You, Steelbreaker"
10105,Disarmed
10106,I Could Say That This Cache Was Rare
10107,Lose Your Illusion
10108,"Knock, Knock, Knock on Wood"
10110,I Love the Smell of Saronite in the Morning
10111,Crazy Cat Lady
10112,One Light in the Darkness
10133,Kologarn
10173,
10184,Auriaya
10185,Yogg-Saron
10187,Sara
10189,Sara
10196,Emblems of Conquest acquired
10218,Flame Leviathan
10219,Flame Leviathan
10220,XT-002 Deconstructor
10221,Flame Leviathan
10222,
10223,Hodir
10224,The Exodar
10225,Gnomeregan
10226,Ironforge
10227,Orgrimmar
10228,Stormwind
10229,Hodir
10238,Hodir
10239,Hodir
10240,Hodir
10241,Hodir
10243,Auriaya
10247,Hodir
10248,Hodir
10258,Hodir
10259,Hodir
10260,Hodir
10261,Hodir
10262,Deadly Gladiator's Frostwyrm
10263,Deadly Gladiator's Frostwyrm
10279,Yogg-Saron
10284,Kologarn
10285,Kologarn
10286,Kologarn
10287,Participate in slaying Runic Colossus
10288,Participate in slaying Ancient Rune Giant
10289,Force Thorim to enter the arena while Sif is present
10290,Kologarn
10291,Yogg-Saron
10292,Yogg-Saron
10293,Kill 9 Guardians of Yogg-Saron in 12 seconds.
10294,Kill 9 Guardians of Yogg-Saron in 12 seconds..
10296,Yogg-Saron
10303,Defeat Thorim
10304,Thorim: Kill Thorim while Aura of Celerity is active.
10305,Thorim: Do not by struck by Lightning Charge.
10306,
10309,Avoid Thorim's Lightning Charge.
10310,Defeat Thorim
10311,Participate in slaying Runic Colossus
10312,Participate in slaying Ancient Rune Giant
10313,Defeat Thorim while buffed with Aura of Celerity.
10314,Force Thorim to enter the arena while Sif is present
10321,The Assassination of King Llane
10322,The Forging of the Demon Soul
10323,The Tortured Champion
10324,The Assassination of King Llane
10325,The Forging of the Demon Soul
10326,The Tortured Champion
10338,Emalon the Storm Watcher
10339,Emalon the Storm Watcher
10340,Razorscale
10341,XT-002 Deconstructor
10342,Ignis the Furnace Master
10347,Mimiron
10348,Kologarn
10349,General Vezax
10350,Yogg-Saron
10351,Auriaya
10352,Flame Leviathan
10353,Razorscale
10354,XT-002 Deconstructor
10355,Ignis the Furnace Master
10357,Kologarn
10361,Mimiron
10362,General Vezax
10363,Auriaya
10364,Yogg-Saron
10365,Orbit-uary (25 player)
10366,"Iron Dwarf, Medium Rare (25 player)"
10367,Stokin' the Furnace (25 player)
10368,Heartbreaker (25 player)
10369,"I Choose You, Steelbreaker (25 player)"
10370,Disarmed (25 player)
10371,I Could Say That This Cache Was Rare (25 player)
10372,Lose Your Illusion (25 player)
10373,"Knock, Knock, Knock on Wood (25 player)"
10375,I Love the Smell of Saronite in the Morning (25 player)
10376,Crazy Cat Lady (25 player)
10377,One Light in the Darkness (25 player)
10388,Yogg-Saron
10391,
10394,Freya
10395,Freya
10396,Freya
10397,Freya
10399,Auriaya
10400,Auriaya
10401,Kill 20 XS-013 Scrapbots with an XE-321 Boombot
10402,Kill 20 XS-013 Scrapbots with an XE-321 Boombot
10403,Thorim
10404,Thorim
10405,Assault Bot Destroyed
10406,Assault Bot Destroyed
10408,Hodir
10409,Yogg-Saron
10410,Yogg-Saron
10412,Yogg-Saron
10414,Yogg-Saron
10415,Yogg-Saron
10416,Yogg-Saron
10417,Yogg-Saron
10418,Stormcaller Brundir
10419,Steelbreaker
10420,Flame Leviathan
10421,Flame Leviathan
10422,Flame Leviathan
10423,Flame Leviathan
10424,Flame Leviathan
10425,Flame Leviathan
10430,Slag Pot
10431,Slag Pot
10438,Thorim
10439,Hodir
10440,Force Thorim to enter the arena while Sif is present
10441,Snowball King Magni Bronzebeard
10442,Snowball King Magni Bronzebeard
10443,Snowball King Magni Bronzebeard
10444,Freya
10445,Freya
10446,Freya
10447,Freya
10448,Freya
10449,Freya
10450,Mimiron
10451,Vezax
10452,Hodir
10453,Hodir
10454,Thorim
10455,Freya
10456,Mimiron
10457,Force Thorim to enter the arena while Sif is present
10458,Hodir
10459,Freya
10460,Freya
10461,Freya
10462,Vezax
10463,Mimiron
10464,Firefighter
10465,Firefighter (25 player)
10498,Autumnal Acorn Ale
10499,Bartlett's Bitter Brew
10500,Draenic Pale Ale
10501,Izzard's Ever Flavor
10502,Izzard's Ever Flavor
10503,Lord of Frost's Private Label
10504,Metok's Bubble Bock
10505,Suntouched Special Reserve
10506,Springtime Stout
10518,Smelting Recipes Known
10519,Smelting Recipes Known
10520,The Ghostfish
10521,Jewel of the Sewers
10522,Dangerously Delicious
10523,Blood is Thicker
10524,Disarmed!
10525,Sea Turtle
10526,Sea Turtle
10542,Emalon the Storm Watcher
10543,A Proximity Mine
10544,A Rocket Strike
10545,A Bomb Bot
10546,A Proximity Mine
10547,A Rocket Strike
10548,A Bomb Bot
10558,Thorim
10559,Freya
10560,Hodir
10561,Thorim
10562,Hodir
10563,Freya
10565,Algalon the Observer
10566,Algalon the Observer
10567,Algalon the Observer
10568,Algalon the Observer
10569,Algalon the Observer
10570,Algalon the Observer
10578,Assembly of Iron
10579,Assembly of Iron
10580,Assembly of Iron
10581,Assembly of Iron
10582,Freya
10583,Freya
10598,Assembly of Iron
10599,Assembly of Iron
10618,Tournament Brew
10619,Leviathan Turret
10620,Leviathan Turret
10638,
10658,Black Jelly
10678,Algalon the Observer
10698,Algalon the Observer
10718,Deadly Gladiator
10719,Hodir
10720,Lumberjacked
10721,Lumberjacked
10722,Kologarn
10738,
10739,
10740,
10741,
10742,
10758,Freya
10780,Close 3 Black Holes within 10 seconds
10781,Defeat Algalon the Observer
10782,Close 3 Black Holes within 10 seconds
10783,Defeat Algalon the Observer
10784,Flame Leviathan + 1 (10)
10785,Flame Leviathan + 2 (10)
10786,Flame Leviathan + 3 (10)
10787,Flame Leviathan + 4 (10)
10788,Flame Leviathan + 1 (25)
10789,Flame Leviathan + 2 (25)
10790,Flame Leviathan + 3 (25)
10791,Flame Leviathan + 4 (25)
10792,Kill XT Heart (10)
10793,Wound XT Heart (10)
10794,Kill XT Heart (25)
10795,Wound XT Heart (25)
10796,Molgeim last (10)
10797,Steelbreaker last (10)
10798,Molgeim last (25)
10799,Steelbreaker last (25)
10800,Force Thorim to enter the arena while Sif is present
10801,Force Thorim to enter the arena while Sif is present
10802,Freya +1 (10)
10803,Freya +2 (10)
10804,Freya +3 (10)
10805,Freya +1 (25)
10806,Freya +2 (25)
10807,Freya +3 (25)
10808,Mimiron (10)
10809,Mimiron (25)
10810,General Vezax (10)
10811,General Vezax (25)
10812,Yogg + 3 (10)
10813,Yogg + 2 (25)
10814,Yogg + 1 (10)
10815,Yogg + 0 (10)
10816,Yogg + 3 (25)
10817,Yogg + 2 (10)
10818,Yogg + 1 (25)
10819,Yogg + 0 (25)
10838,"Val'anyr, Hammer of Ancient Kings"
10858,Steelforged Defenders slain
10860,Steelforged Defenders slain
10878,Deadly Gladiator
10879,Deadly Gladiator
10881,Deadly Gladiator
10882,Freya
10898,
10918,
10919,
10940,"""FOOD FIGHT!"""
10961,swift brewfest ram
10965,Great Brewfest Kodo
10966,
10967,
10968,
10969,
10978,Wild Winter Pilsner
10998,Deaths in Ulduar
10999,Flame Leviathan
11000,Razorscale
11001,Ignis the Furnace Master
11002,Auriaya
11003,XT-002 Deconstructor
11004,Steelbreaker
11005,Runemaster Molgeim
11006,Stormcaller Brundir
11007,Kologarn
11008,Hodir
11009,Thorim
11010,Freya
11011,Mimiron
11012,General Vezax
11013,Yogg-Saron
11014,Algalon the Observer
11015,Emalon the Storm Watcher
11016,Flame Leviathan
11017,Razorscale
11018,Ignis the Furnace Master
11019,XT-002 Deconstructor
11020,Steelbreaker
11021,Runemaster Molgeim
11022,Stormcaller Brundir
11023,Kologarn
11024,Auriaya
11025,Hodir
11026,Thorim
11027,Freya
11028,Mimiron
11029,General Vezax
11030,Yogg-Saron
11031,Algalon the Observer
11032,Emalon the Storm Watcher
11038,
11039,
11078,Darnassus
11079,Ironforge
11080,The Exodar
11081,Stormwind
11082,Orgrimmar
11083,Silvermoon City
11084,Thunder Bluff
11085,Undercity
11086,Candied Sweet Potatoes
11088,Pumpkin Pie
11089,Slow-Roasted Turkey
11090,Spice Bread Stuffing
11118,Cranberry Chutney
11119,Candied Sweet Potato
11120,Pumpkin Pie
11121,Slow-Roasted Turkey
11122,Spice Bread Stuffing
11123,Candied Sweet Potato
11124,Cranberry Chutney
11125,Pumpkin Pie
11126,Slow-Roasted Turkey
11127,Spice Bread Stuffing
11128,
11134,Orgrimmar
11135,Silvermoon City
11136,Thunder Bluff
11137,Undercity
11138,The Exodar
11139,Darnassus
11140,Ironforge
11141,Stormwind
11142,
11158,Human Rogue
11159,Night Elf Rogue
11160,Orc Rogue
11161,Troll Rogue
11162,Undead Rogue
11163,Blood Elf Rogue
11164,Dwarf Rogue
11165,Gnome Rogue
11167,Cranberry Chutney
11168,
11178,
11179,
11180,
11181,
11198,She Says Potato
11199,We're Out of Cranberry Chutney Again?
11200,Don't Forget The Stuffing!
11201,Can't Get Enough Turkey
11202,Easy As Pie
11203,Can't Get Enough Turkey
11204,Don't Forget The Stuffing!
11205,Easy As Pie
11206,She Says Potato
11207,We're Out of Cranberry Chutney Again?
11223,Murkimus' Tiny Spear
11224,Murkimus the Gladiator
11225,Murkimus' Little Spear
11238,
11258,Now Were Cookin'
11259,Pilgrim's Paunch
11260,Pilgrim's Peril
11261,Pilgrim's Progress
11262,Sharing is Caring
11263,Terokkar Turkey Time
11264,The Turkinator
11265,Turkey Lurkey
11266,"""FOOD FIGHT!"""
11267,Now Were Cookin'
11268,Pilgrim's Paunch
11269,Pilgrim's Peril
11270,Pilgrim's Progress
11271,Sharing is Caring
11272,Terokkar Turkey Time
11273,The Turkinator
11274,Turkey Lurkey
11278,Exalted with The Silver Covenant
11279,Exalted with The Sunreavers
11298,Silvermoon City Tabard
11299,Sen'jin Tabard
11300,Undercity Tabard
11301,Thunder Bluff Tabard
11302,Darnassus Tabard
11303,Exodar Tabard
11304,Gnomeregan Tabard
11305,Ironforge Tabard
11306,Stormwind Tabard
11307,Silver Covenant Tabard
11308,Sunreaver Tabard
11309,Argent Crusader's Tabard
11320,
11321,
11322,
11323,
11324,
11325,
11326,
11327,
11328,
11329,
11330,Argent Tournament Rank: Champion
11331,Argent Tournament Rank: Champion
11358,
11378,Orgrimmar Tabard
11398,Furious Gladiator's Frostwyrm
11399,Furious Gladiator's Frostwyrm
11400,
11401,
11402,
11418,Win Isle of Conquest.
11419,Complete 100 victories in Isle of Conquest
11420,Marshal Jacob Alerius
11478,Koralon the Flame Watcher
11479,Koralon the Flame Watcher
11487,Assault a base
11488,Defend a base
11491,Kill a player
11492,Glaive Thrower
11493,Siege Engine
11494,Demolisher
11495,Catapult
11497,Glaive Thrower
11498,Demolisher
11500,Catapult
11501,Siege Engine
11502,Isle of Conquest Veteran
11503,Mine
11504,Four Car Garage
11505,A-bomb-inable
11506,A-bomb-ination
11507,Mowed Down
11508,Cut the Blue Wire... No the Red Wire!
11509,All Over the Isle
11510,Back Door Job
11511,Demolition Derby
11512,Glaive Grave
11542,Defeat the Beasts of Northrend
11546,Defeat Lord Jaraxxus
11547,Defeat the Twin Val'kyr
11549,Complete the Trial of the Grand Crusader
11552,Emblem of Triumph
11556,Emblem of Triumph
11559,Argent Confessor Paletress
11560,Eadric the Pure
11561,The Black Knight
11601,Emblem of Triumph
11605,Emblem of Triumph
11609,Emblem of Triumph
11613,Emblem of Triumph
11617,Emblem of Triumph
11618,Emblem of Heroism
11619,Emblem of Valor
11620,Emblem of Conquest
11621,Emblem of Triumph
11638,
11639,
11678,Defeat the Faction Champions
11679,Defeat the Beasts of Northrend
11680,Defeat Lord Jaraxxus
11681,Defeat the Faction Champions
11682,Defeat the Twin Val'kyr
11683,Complete the Trial of the Crusader
11684,Defeat the Beasts of Northrend
11685,Defeat Lord Jaraxxus
11686,Defeat the Faction Champions
11687,Defeat the Twin Val'kyr
11688,Complete the Trial of the Crusader
11689,Defeat the Beasts of Northrend
11690,Defeat Lord Jaraxxus
11691,Defeat the Faction Champions
11692,Defeat the Twin Val'kyr
11693,Complete the Trial of the Grand Crusader
11718,
11719,Ruby Slippers
11749,Isle of Conquest Veteran
11750,Mine
11751,Four Car Garage
11752,A-bomb-inable
11753,A-bomb-ination
11754,Mowed Down
11755,Cut the Blue Wire... No the Red Wire!
11756,All Over the Isle
11757,Back Door Job
11758,Demolition Derby
11759,Glaive Grave
11760,Tabard of Conquest (Alliance)
11761,Tabard of Conquest (Horde)
11778,Val'kyr Twins
11779,Icehowl
11780,Icehowl
11789,Ghoul Explode
11799,Faction Champions
11800,Faction Champions
11801,Icehowl
11802,Icehowl
11803,Faction Champions
11804,Faction Champions
11818,Val'kyr Twins
11838,Lord Jaraxxus
11839,Lord Jaraxxus
11858,Defeat Eadric with his own hammer.
11860,Val'kyr Twins
11861,Lord Jaraxxus
11862,Lord Jaraxxus
11863,Hogger
11882,Beasts Attempt
11902,Koralon the Flame Watcher
11903,Koralon the Flame Watcher
11904,VanCleef
11905,Mutanus
11906,Herod
11907,Lucifron
11908,Thunderaan
11909,Chromaggus
11910,Hakkar
11911,Vek'nilash
11912,Kalithresh
11913,Malchezaar
11914,Gruul
11915,Vashj
11916,Archimonde
11917,Illidan
11918,Delrissa
11919,M'uru
11920,Ingvar
11921,Cyanigosa
11922,Eck
11923,Onyxia
11924,Heigan
11925,Ignis
11926,Vezax
11927,Algalon
