ID,Title_Lang_enUS,Description_Lang_enUS,Reward_Lang_enUS
2039,Better Off Dred,Engage King Dred in Drak'Tharon Keep on Heroic Difficulty and slay 6 Drakkari Gutrippers or Drakkari Scytheclaw during his defeat.,
2040,Less-rabi,Defeat Moorabi in Gundrak on Heroic Difficulty while preventing him from transforming into a mammoth at any point during the encounter.,
2041,Dehydration,Defeat Ichoron in the Violet Hold on Heroic Difficulty without allowing any Ichor Globules to merge.,
2042,Shatter Resistant,Defeat Volkhan in the Halls of Lightning on Heroic Difficulty without allowing him to shatter more than 4 Brittle Golems.,
2043,The Incredible Hulk,Force Svala Sorrowgrave to kill a Scourge Hulk on Heroic Difficulty in Utgarde Pinnacle.,
2044,Ruby Void,Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using a Ruby Drake.,
2045,Emerald Void,Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Emerald Drake.,
2046,Amber Void,Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Amber Drake.,
2047,Gonna Go When the Volcano Blows (10 player),Defeat Sartharion the Onyx Guardian without getting hit by Lava Strike in 10 player mode.,
2048,Gonna Go When the Volcano Blows (25 player),Defeat Sartharion the Onyx Guardian without getting hit by Lava Strike in 25-player mode.,
2049,Twilight Assist (10 player),"With at least one Twilight Drake still alive, engage and defeat Sartharion the Onyx Guardian in 10-player mode.",
2050,Twilight Duo (10 player),"With at least two Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 10-player mode.",
2051,The Twilight Zone (10 player),"With all three Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 10-player mode.",Title Reward: Of the Nightfall
2052,Twilight Assist (25 player),"With at least one Twilight Drake still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",
2053,Twilight Duo (25 player),"With at least two Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",
2054,The Twilight Zone (25 player),"With all three Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",Title Reward: Twilight Vanquisher
2056,Volunteer Work,Defeat Jedoga Shadowseeker in Ahn'kahet on Heroic Difficulty without killing any Twilight Volunteers.,
2057,Oh Novos!,Defeat Novos the Summoner in Drak'Tharon Keep on Heroic Difficulty without allowing any undead minions to reach the floor.,
2058,Snakes. Why'd It Have To Be Snakes?,Defeat Slad'ran in Gundrak on Heroic Difficulty without getting snake wrapped.,
2076,Armored Brown Bear,Obtain an Armored Brown Bear from Mei Francis in Dalaran.,
2077,Wooly Mammoth,Obtain a Wooly Mammoth from Mei Francis in Dalaran.,
2078,Traveler's Tundra Mammoth,Obtain a Traveler's Tundra Mammoth from Mei Francis in Dalaran.,
2079,Tabard of the Protector,Obtained a Tabard of the Protector from the Dark Portal event.,
2080,Black War Mammoth,Obtain a Black War Mammoth.,
2081,Grand Black War Mammoth,Obtain a Grand Black War Mammoth.,
2082,Ice Mammoth,Obtain an Ice Mammoth.,
2083,Grand Ice Mammoth,Obtain a Grand Ice Mammoth.,
2084,Ring of the Kirin Tor,"Purchase a Signet of the Kirin Tor, Band of the Kirin Tor, Loop of the Kirin Tor, or Ring of the Kirin Tor in Dalaran.",
2085,50 Stone Keeper's Shards,Loot 50 Stone Keeper's Shards.,
2086,100 Stone Keeper's Shards,Loot 100 Stone Keeper's Shards.,
2087,250 Stone Keeper's Shards,Loot 250 Stone Keeper's Shards.,
2088,500 Stone Keeper's Shards,Loot 500 Stone Keeper's Shards.,
2089,1000 Stone Keeper's Shards,Loot 1000 Stone Keeper's Shards.,
2090,Challenger,Earn the Challenger title in an arena season at level 80.,
2091,Gladiator,Earn the Gladiator title in an arena season at level 80.,
2092,Duelist,Earn the Duelist title in an arena season at level 80.,
2093,Rival,Earn the Rival title in an arena season at level 80.,
2094,A Penny For Your Thoughts,Fish up the copper coins listed below from the Dalaran fountain.,
2095,Silver in the City,Fish up the silver coins listed below from the Dalaran fountain.,
2096,The Coin Master,Complete the coin fishing achievements listed below.,Reward: Titanium Seal of Dalaran
2097,Get to the Choppa!,Obtain a Mekgineer's Chopper or a Mechano-hog.,
2116,Tabard of the Argent Dawn,Obtained a Tabard of the Argent Dawn from the Scourge Invasion event.,
2136,Glory of the Hero,Complete the Heroic Dungeon achievements listed below.,Reward: Red Proto-Drake
2137,Glory of the Raider (10 player),Complete the 10-player raid achievements listed below.,
2138,Glory of the Raider (25 player),Complete the 25-player raid achievements listed below.,
2139,The Safety Dance (25 player),Defeat Heigan the Unclean in Naxxramas without anyone in the raid dying in 25-player mode.,
2140,Momma Said Knock You Out (25 player),Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 25-player mode.,
2141,Stable Keeper,Obtain 10 mounts.,
2142,Filling Up The Barn,Obtain 25 mounts.,
2143,Leading the Cavalry,Obtain 50 mounts.,Reward: Albino Drake
2144,"What A Long, Strange Trip It's Been",Complete the world events achievements listed below.,Reward: Violet Proto-Drake
2145,"What A Long, Strange Trip It's Been",Complete the world events achievements listed below.,Reward: Violet Proto-Drake
2146,The Hundred Club (10 player),Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 10-player mode.,
2147,The Hundred Club (25 player),Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 25-player mode.,
2148,Denyin' the Scion (10 player),Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 10-player mode.,
2149,Denyin' the Scion (25 player),Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 25-player mode.,
2150,Split Personality,Defeat Grand Magus Telestra in The Nexus on Heroic Difficulty after having killed her images within 5 seconds of each other during both splits.,
2151,Consumption Junction,Defeat Trollgore in Drak'Tharon Keep on Heroic Difficulty before Consume reaches ten stacks.,
2152,Share The Love,Defeat Gal'darah in Gundrak on Heroic Difficulty and have 5 unique party members get impaled throughout the fight.,
2153,A Void Dance,Defeat Zuramat the Obliterator in The Violet Hold on Heroic Difficulty without killing any void sentries.,
2154,Brann Spankin' New,Defeat the Tribunal of Ages encounter in the Halls of Stone on Heroic Difficulty without allowing Brann Bronzebeard to take any damage.,
2155,Abuse the Ooze,Defeat Sjonnir the Ironshaper in the Halls of Stone on Heroic Difficulty and kill 5 Iron Sludges during the encounter.,
2156,My Girl Loves to Skadi All the Time,Defeat Skadi the Ruthless in Utgarde Pinnacle on Heroic Difficulty after having killed Grauf from 100% to dead in a single pass.,
2157,King's Bane,Defeat King Ymiron in Utgarde Pinnacle on Heroic Difficulty without anyone in the party triggering Bane.,
2176,And They Would All Go Down Together (10 player),"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.",
2177,And They Would All Go Down Together (25 player),"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.",
2178,Shocking! (10 player),Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.,
2179,Shocking! (25 player),Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.,
2180,Subtraction (10 player),Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.,
2181,Subtraction (25 player),Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.,
2182,Spore Loser (10 player),Defeat Loatheb in Naxxramas without killing any spores in 10-player mode.,
2183,Spore Loser (25 player),Defeat Loatheb in Naxxramas without killing any spores in 25-player mode.,
2184,Just Can't Get Enough (10 player),Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 10 player mode.,
2185,Just Can't Get Enough (25 player),Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 25-player mode.,
2186,The Immortal,"Within one raid lockout period, defeat every boss in Naxxramas without allowing any raid member to die during any of the boss encounters in 25-player mode.",Title Reward: The Immortal
2187,The Undying,"Within one raid lockout period, defeat every boss in Naxxramas without allowing any raid member to die during any of the boss encounters in 10-player mode.",Title Reward: The Undying
2188,Leeeeeeeeeeeeeroy!,Kill 50 rookery whelps within 15 seconds.,Title: Jenkins
2189,Artillery Expert,Destroy 5 vehicles using a turret in a single battle.,
2190,Drop it now!,Kill 5 players carrying seaforium in a single battle.,
2191,Ancient Courtyard Protector,Kill 100 players in the Courtyard of the Ancients.,
2192,Not Even a Scratch,Win a Strand of the Ancients battle without losing any siege vehicles.,
2193,Explosives Expert,Plant 5 Seaforium charges which successfully damage a wall in a single battle.,
2194,Master of Strand of the Ancients,Complete the Strand of the Ancients achievements listed below.,
2195,Master of Strand of the Ancients,Complete the Strand of the Ancients achievements listed below.,
2199,Wintergrasp Ranger,Kill 10 players in each of the Wintergrasp areas listed below.,
2200,Defense of the Ancients,Defend the beach without losing any walls.,
2216,Most deadly Lich King dungeon boss,Most deadly Lich King dungeon boss,
2217,Most deadly Lich King 10-player raid boss,Most deadly Lich King 10-player raid boss,
2218,Most deadly Lich King 25-player raid boss,Most deadly Lich King 25-player raid boss,
2219,Total deaths in 5-player heroic dungeons,Total deaths in 5-player heroic dungeons,
2256,Northern Exposure,Kill one of the extremely rare and hard to find Northrend creatures listed below.,
2257,Frostbitten,Kill all of the extremely rare and hard to find Northrend creatures listed below.,
2277,Summons accepted,Summons accepted,
2316,Brutal Nether Drake,Obtain the Brutal Nether Drake from Arena Season 4 of The Burning Crusade.,
2336,Insane in the Membrane,Raise your reputation with the areas listed below.,Title Reward: The Insane
2357,Dreadsteed of Xoroth,Completed the Dreadsteed of Xoroth warlock quest.,
2358,Charger,Completed the paladin quest to obtain a Charger.,
2359,Swift Flight Form,Completed the druid quest to obtain Swift Flight Form.,
2396,Battleground played the most,Battleground played the most,
2397,Battleground won the most,Battleground won the most,
2398,WoW's 4th Anniversary,Logged in during WoW's 4th Anniversary.,
2416,Hard Boiled,Lay an egg in Un'Goro Crater's Golakka Hot Springs as a rabbit during the Noblegarden celebration.,
2417,Chocolate Lover,Eat 25 Noblegarden Chocolates during the Noblegarden celebration.,
2418,Chocoholic,Eat 100 Noblegarden Chocolates during the Noblegarden celebration.,
2419,Spring Fling,Find your pet Spring Rabbit another one to love in each of the towns listed below.,
2420,Noble Garden,Hide a Brightly Colored Egg in Silvermoon City.,
2421,Noble Garden,Hide a Brightly Colored Egg in Stormwind City.,
2422,Shake Your Bunny-Maker,Use Spring Flowers to place rabbit ears upon females of at least 18th level.,
2436,Desert Rose,Use Spring Robes to plant a flower in each of the deserts listed below.,
2456,Vampire Hunter,Slew Prince Tenris Mirkblood and acquired his Vampiric Batling pet.,
2476,Destruction Derby,Destroy each of the vehicles listed below.,
2496,The Fifth Element,Obtain an Aqual Quintessence.,
2497,Spring Fling,Find your pet Spring Rabbit another one to love in each of the towns listed below.,
2516,Lil' Game Hunter,Collect 75 unique companion pets.,Reward: Little Fawn's Salt Lick
2536,Mountain o' Mounts,Obtain 100 mounts.,Reward: Blue Dragonhawk Mount
2537,Mountain o' Mounts,Obtain 100 mounts.,Reward: Red Dragonhawk Mount
2556,Pest Control,Slay the following pests.,
2557,To All The Squirrels Who Shared My Life,Show more critters of Azeroth how much you /love them.,
2576,Blushing Bride,Kiss someone wearing an Elegant Dress while wearing a White Tuxedo Shirt and Black Tuxedo Pants.,
2596,Mr. Bigglesworth kills,Mr. Bigglesworth kills,
2676,I Found One!,Find a Brightly Colored Egg.,
2716,Dual Talent Specialization,Visit your class trainer when you are at least level 40 and activate your Dual Talent Specialization.,
2756,Argent Aspiration,Train to compete in the Argent Tournament by becoming an Aspirant for your race's faction.,
2758,Argent Valor,Train to compete in the Argent Tournament by becoming a Valiant for your race's faction.,
2760,Exalted Champion of Darnassus,Earn exalted status with and the right to represent Darnassus in the Argent Tournament.,Title Reward: of Darnassus
2761,Exalted Champion of the Exodar,Earn exalted status with and the right to represent the Exodar in the Argent Tournament.,Title Reward: of the Exodar
2762,Exalted Champion of Gnomeregan,Earn exalted status with and the right to represent the Gnomeregan Exiles in the Argent Tournament.,Title Reward: of Gnomeregan
2763,Exalted Champion of Ironforge,Earn exalted status with and the right to represent Ironforge in the Argent Tournament.,Title Reward: of Ironforge
2764,Exalted Champion of Stormwind,Earn exalted status with and the right to represent Stormwind in the Argent Tournament.,Title Reward: of Stormwind
2765,Exalted Champion of Orgrimmar,Earn exalted status with and the right to represent Orgrimmar in the Argent Tournament.,Title Reward: of Orgrimmar
2766,Exalted Champion of Sen'jin,Earn exalted status with and the right to represent Sen'jin in the Argent Tournament.,Title Reward: of Sen'jin
2767,Exalted Champion of Silvermoon City,Earn exalted status with and the right to represent Silvermoon City in the Argent Tournament.,Title Reward: of Silvermoon
2768,Exalted Champion of Thunder Bluff,Earn exalted status with and the right to represent Thunder Bluff in the Argent Tournament.,Title Reward: of Thunder Bluff
2769,Exalted Champion of the Undercity,Earn exalted status with and the right to represent the Undercity in the Argent Tournament.,Title Reward: of the Undercity
2770,Exalted Champion of the Alliance,Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.,
2771,Exalted Champion of the Horde,Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.,
2772,Tilted!,Defeat another player in a mounted duel at the Argent Tournament.,
2773,It's Just a Flesh Wound,Unmask and defeat the Black Knight at the Argent Tournament.,
2776,Master of Wintergrasp,Complete the Wintergrasp achievements listed below.,
2777,Champion of Darnassus,Earn the right to represent Darnassus in the Argent Tournament.,
2778,Champion of the Exodar,Earn the right to represent the Exodar in the Argent Tournament.,
2779,Champion of Gnomeregan,Earn the right to represent the Gnomeregan Exiles in the Argent Tournament.,
2780,Champion of Ironforge,Earn the right to represent Ironforge in the Argent Tournament.,
2781,Champion of Stormwind,Earn the right to represent Stormwind in the Argent Tournament.,
2782,Champion of the Alliance,Earn the right to represent every Alliance race's faction in the Argent Tournament.,
2783,Champion of Orgrimmar,Earn the right to represent Orgrimmar in the Argent Tournament.,
2784,Champion of Sen'jin,Earn the right to represent Sen'jin in the Argent Tournament.,
2785,Champion of Silvermoon City,Earn the right to represent Silvermoon City in the Argent Tournament.,
2786,Champion of Thunder Bluff,Earn the right to represent Thunder Bluff in the Argent Tournament.,
2787,Champion of the Undercity,Earn the right to represent the Undercity in the Argent Tournament.,
2788,Champion of the Horde,Earn the right to represent every Horde race's faction in the Argent Tournament.,
2796,Brew of the Month,Join the Brew of the Month club.,
2797,Noble Gardener,Complete the Noblegarden achievements listed below.,Title Reward: the Noble
2798,Noble Gardener,Complete the Noblegarden achievements listed below.,Title Reward: the Noble
2816,Exalted Argent Champion of the Horde,Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.,Title Reward: Crusader. Unlocks Crusader dailies at the Argent Tournament.
2817,Exalted Argent Champion of the Alliance,Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.,Title Reward: Crusader. Unlocks Crusader dailies at the Argent Tournament.
2836,Lance a Lot,Best a rider of every racial faction at the Argent Tournament.,
2856,Flame Leviathan kills (Ulduar 10 player),Flame Leviathan kills (Ulduar 10 player),
2857,Razorscale kills (Ulduar 10 player),Razorscale kills (Ulduar 10 player),
2858,Ignis the Furnace Master kills (Ulduar 10 player),Ignis the Furnace Master kills (Ulduar 10 player),
2859,XT-002 Deconstructor kills (Ulduar 10 player),XT-002 Deconstructor kills (Ulduar 10 player),
2860,Assembly of Iron kills (Ulduar 10 player),Assembly of Iron kills (Ulduar 10 player),
2861,Kologarn kills (Ulduar 10 player),Kologarn kills (Ulduar 10 player),
2862,Hodir victories (Ulduar 10 player),Hodir victories (Ulduar 10 player),
2863,Thorim victories (Ulduar 10 player),Thorim victories (Ulduar 10 player),
2864,Freya victories (Ulduar 10 player),Freya victories (Ulduar 10 player),
2865,Mimiron victories (Ulduar 10 player),Mimiron victories (Ulduar 10 player),
2866,General Vezax kills (Ulduar 10 player),General Vezax kills (Ulduar 10 player),
2867,Algalon the Observer kills (Ulduar 10 player),Algalon the Observer kills (Ulduar 10 player),
2868,Auriaya kills (Ulduar 10 player),Auriaya kills (Ulduar 10 player),
2869,Yogg-Saron kills (Ulduar 10 player),Yogg-Saron kills (Ulduar 10 player),
2870,Emalon the Storm Watcher kills (Wintergrasp 10 player),Emalon the Storm Watcher kills (Wintergrasp 10 player),
2872,Flame Leviathan kills (Ulduar 25 player),Flame Leviathan kills (Ulduar 25 player),
2873,Razorscale kills (Ulduar 25 player),Razorscale kills (Ulduar 25 player),
2874,Ignis the Furnace Master kills (Ulduar 25 player),Ignis the Furnace Master kills (Ulduar 25 player),
2875,Kologarn kills (Ulduar 25 player),Kologarn kills (Ulduar 25 player),
2879,Mimiron victories (Ulduar 25 player),Mimiron victories (Ulduar 25 player),
2880,General Vezax kills (Ulduar 25 player),General Vezax kills (Ulduar 25 player),
2881,Algalon the Observer kills (Ulduar 25 player),Algalon the Observer kills (Ulduar 25 player),
2882,Auriaya kills (Ulduar 25 player),Auriaya kills (Ulduar 25 player),
2883,Yogg-Saron kills (Ulduar 25 player),Yogg-Saron kills (Ulduar 25 player),
2884,XT-002 Deconstructor kills (Ulduar 25 player),XT-002 Deconstructor kills (Ulduar 25 player),
2885,Assembly of Iron kills (Ulduar 25 player),Assembly of Iron kills (Ulduar 25 player),
2886,The Siege of Ulduar (10 player),Defeat the bosses of The Siege area of Ulduar in 10-player mode.,
2887,The Siege of Ulduar (25 player),Defeat the bosses of The Siege area of Ulduar in 25-player mode.,
2888,The Antechamber of Ulduar (10 player),Defeat the bosses of The Antechamber area of Ulduar in 10-player mode.,
2889,The Antechamber of Ulduar (25 player),Defeat the bosses of The Antechamber area of Ulduar in 25-player mode.,
2890,The Keepers of Ulduar (10 player),Defeat the Keeper bosses of Ulduar in 10-player mode.,
2891,The Keepers of Ulduar (25 player),Defeat the Keeper bosses of Ulduar in 25-player mode.,
2892,The Descent into Madness (10 player),Defeat the bosses of The Descent into Madness area of Ulduar in 10-player mode.,
2893,The Descent into Madness (25 player),Defeat the bosses of The Descent into Madness area of Ulduar in 25-player mode.,
2894,The Secrets of Ulduar (10 player),Defeat every boss in Ulduar in 10-player mode.,
2895,The Secrets of Ulduar (25 player),Defeat every boss in Ulduar in 25-player mode.,
2903,Champion of Ulduar,Defeat each boss in Ulduar in 10-player mode without allowing any raid member to die to that boss at any point during that raid lockout period.,Title Reward: Champion of Ulduar
2904,Conqueror of Ulduar,Defeat each boss in Ulduar in 25-player mode without allowing any raid member to die to that boss at any point during that raid lockout period.,Title Reward: Conqueror of Ulduar
2905,Unbroken (10 player),Defeat Flame Leviathan on the first try without anyone repairing their vehicle in 10-player mode.,
2906,Unbroken (25 player),Defeat Flame Leviathan on the first try without anyone repairing their vehicle in 25-player mode.,
2907,Three Car Garage (10 player),Defeat Flame Leviathan while in each of the following vehicles in 10-player mode.,
2908,Three Car Garage (25 player),Defeat Flame Leviathan while in each of the following vehicles in 25-player mode.,
2909,Take Out Those Turrets (10 player),Destroy a Flame Leviathan Defense Turret in 10-player mode.,
2910,Take Out Those Turrets (25 player),Destroy a Flame Leviathan Defense Turret in 25-player mode.,
2911,Shutout (10 player),Defeat Flame Leviathan without causing a System Shutdown in 10-player mode.,
2912,Shutout (25 player),Defeat Flame Leviathan without causing a System Shutdown in 25-player mode.,
2913,Orbital Bombardment (10 player),Defeat Flame Leviathan with at least 1 Orbital Defense System active in 10-player mode.,
2914,Orbital Devastation (10 player),Defeat Flame Leviathan with at least 2 Orbital Defense Systems active in 10-player mode.,
2915,Nuked from Orbit (10 player),Defeat Flame Leviathan with at least 3 Orbital Defense Systems active in 10-player mode.,
2916,Orbital Devastation (25 player),Defeat Flame Leviathan with 2 Orbital Defense Systems active in 25-player mode.,
2917,Nuked from Orbit (25 player),Defeat Flame Leviathan with 3 Orbital Defense Systems active in 25-player mode.,
2918,Orbital Bombardment (25 player),Defeat Flame Leviathan with 1 Orbital Defense System active in 25-player mode.,
2919,A Quick Shave (10 player),Defeat Razorscale without allowing her to fly into the air more than once in 10-player mode.,
2921,A Quick Shave (25 player),Defeat Razorscale without allowing her to fly into the air more than once in 25-player mode.,
2923,"Iron Dwarf, Medium Rare (10 player)",Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 10-player mode.,
2924,"Iron Dwarf, Medium Rare (25 player)",Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 25-player mode.,
2925,Shattered (10 player),Defeat Ignis the Furnace Master after shattering 2 Iron Constructs within 5 seconds in 10-player mode.,
2926,Shattered (25 player),Defeat Ignis the Furnace Master after shattering 2 Iron Constructs within 5 seconds in 25-player mode.,
2927,Hot Pocket (10 player),Survive being thrown into Ignis the Furnace Master's Slag Pot in 10-player mode.,
2928,Hot Pocket (25 player),Survive being thrown into Ignis the Furnace Master's Slag Pot in 25-player mode.,
2929,Stokin' the Furnace (25 player),Defeat Ignis the Furnace Master in 4 minutes in 25-player mode.,
2930,Stokin' the Furnace (10 player),Defeat Ignis the Furnace Master in 4 minutes in 10-player mode.,
2931,Nerf Engineering (10 player),Defeat XT-002 Deconstructor without him recovering any health from XS-013 in 10-player mode.,
2932,Nerf Engineering (25 player),Defeat XT-002 Deconstructor without him recovering any health from XS-013 Scrapbots in 25-player mode.,
2933,Nerf Scrapbots (10 player),Defeat 20 XS-013 Scrapbots within 12 seconds using XE-321 Boombots in 10-player mode.,
2934,Nerf Gravity Bombs (10 player),Defeat XT-002 Deconstructor without any raid member dying from a Gravity Bomb in 10-player mode.,
2935,Nerf Scrapbots (25 player),Defeat 20 XS-013 Scrapbots within 12 seconds using XE-321 Boombots in 25-player mode.,
2936,Nerf Gravity Bombs (25 player),Defeat XT-002 Deconstructor without any raid member dying from a Gravity Bomb in 25-player mode.,
2937,Must Deconstruct Faster (10 player),Defeat XT-002 Deconstructor in 205 seconds in 10-player mode.,
2938,Must Deconstruct Faster (25 player),Defeat XT-002 Deconstructor in 205 seconds in 25-player mode.,
2939,"I Choose You, Runemaster Molgeim (10 player)",Defeat the Assembly of Iron with Runemaster Molgeim as the last member alive in 10-player mode.,
2940,"I Choose You, Stormcaller Brundir (10 player)",Defeat the Assembly of Iron with Stormcaller Brundir as the last member alive in 10-player mode.,
2941,"I Choose You, Steelbreaker (10 player)",Defeat the Assembly of Iron with Steelbreaker as the last member alive in 10-player mode.,
2942,"I Choose You, Runemaster Molgeim (25 player)",Defeat the Assembly of Iron with Runemaster Molgeim as the last member alive in 25-player mode.,
2943,"I Choose You, Stormcaller Brundir (25 player)",Defeat the Assembly of Iron with Stormcaller Brundir as the last member alive in 25-player mode.,
2944,"I Choose You, Steelbreaker (25 player)",Defeat the Assembly of Iron with Steelbreaker as the last member alive in 25-player mode.,
2945,But I'm On Your Side (10 player),Defeat the Assembly of Iron while under the effect of an Iron Boot Flask in 10-player mode.,
2946,But I'm On Your Side (25 player),Defeat the Assembly of Iron while under the effect of an Iron Boot Flask in 25-player mode.,
2947,Can't Do That While Stunned (10 player),Defeat the Assembly of Iron without allowing Stormcaller Brundir to damage anyone with Chain Lightning or Lightning Whirl in 10-player mode.,
2948,Can't Do That While Stunned (25 player),Defeat the Assembly of Iron without allowing Stormcaller Brundir to damage anyone with Chain Lightning or Lightning Whirl in 25-player mode.,
2951,With Open Arms (10 player),Defeat Kologarn without destroying either of his arms in 10-player mode.,
2952,With Open Arms (25 player),Defeat Kologarn without destroying either of his arms in 25-player mode.,
2953,Disarmed (10 player),Destroy both of Kologarn's arms and then Kologarn himself within 12 seconds in 10-player mode.,
2954,Disarmed (25 player),Destroy both of Kologarn's arms and then Kologarn himself within 12 seconds in 25-player mode.,
2955,If Looks Could Kill (10 player),Defeat Kologarn without any raid member being hit by Focused Eyebeams in 10-player mode.,
2956,If Looks Could Kill (25 player),Defeat Kologarn without any raid member being hit by Focused Eyebeams in 25-player mode.,
2957,Glory of the Ulduar Raider (10 player),Complete the 10-player raid achievements listed below.,Reward: Rusted Proto-Drake 
2958,Glory of the Ulduar Raider (25 player),Complete the 25-player raid achievements listed below.,Reward: Ironbound Proto-Drake
2959,Rubble and Roll (10 player),Defeat Kologarn after causing at least 25 Rubble creatures to spawn in 10-player mode.,
2960,Rubble and Roll (25 player),Defeat Kologarn after causing at least 25 Rubble creatures to spawn in 25-player mode.,
2961,Cheese the Freeze (10 player),Defeat Hodir without any raid member being hit by Flash Freeze in 10-player mode.,
2962,Cheese the Freeze (25 player),Defeat Hodir without any raid member being hit by Flash Freeze in 25-player mode.,
2963,I Have the Coolest Friends (10 player),Defeat Hodir without any friendly NPC dying in 10-player mode.,
2965,I Have the Coolest Friends (25 player),Defeat Hodir without any friendly NPC dying in 25-player mode.,
2967,Getting Cold in Here (10 player),Defeat Hodir without any raid member having more than 2 stacks of Biting Cold in 10-player mode.,
2968,Getting Cold in Here (25 player),Defeat Hodir without any raid member having more than 2 stacks of Biting Cold in 25-player mode.,
2969,Staying Buffed All Winter (10 player),"Possess the effects of Toasty Fire, Storm Power and Starlight at the same time in 10-player mode.",
2970,Staying Buffed All Winter (25 player),"Possess the effects of Toasty Fire, Storm Power and Starlight at the same time in 25-player mode.",
2971,Don't Stand in the Lightning (10 player),Defeat Thorim without any raid member being struck by Lightning Charge in 10-player mode.,
2972,Don't Stand in the Lightning (25 player),Defeat Thorim without any raid member being struck by Lightning Charge in 25-player mode.,
2973,I'll Take You All On (10 player),"Defeat Thorim, the Ancient Rune Giant and the Runic Colossus in 10-player mode.",
2974,I'll Take You All On (25 player),"Defeat Thorim, the Ancient Rune Giant and the Runic Colossus in 25-player mode.",
2975,Who Needs Bloodlust? (10 player),Defeat Thorim while under the effect of Aura of Celerity in 10-player mode.,
2976,Who Needs Bloodlust? (25 player),Defeat Thorim while under the effect of Aura of Celerity in 25-player mode.,
2977,Siffed (10 player),Force Thorim to enter the arena while Sif is present in 10-player mode.,
2978,Siffed (25 player),Force Thorim to enter the arena while Sif is present in 25-player mode.,
2979,Lumberjacked (10 player),"Defeat Elder Brightleaf, Elder Ironbranch and Elder Stonebark within 15 seconds of each other in 10-player mode.",
2980,Con-speed-atory (10 player),Defeat Freya within 20 minutes of the first creature you kill in the Conservatory of Life in 10-player mode.,
2981,Con-speed-atory (25 player),Defeat Freya within 20 minutes of the first creature you kill in the Conservatory of Life in 25-player mode.,
2982,Getting Back to Nature (10 player),Defeat Freya while she is affected by 25 stacks of Attuned to Nature in 10-player mode.,
2983,Getting Back to Nature (25 player),Defeat Freya while she is affected by 25 stacks of Attuned to Nature in 25-player mode.,
2984,Deforestation (25 player),"Defeat 2 Ancient Water Spirits, 2 Storm Lashers and 2 Snaplashers within 10 seconds in 25-player mode.",
2985,Deforestation (10 player),"Defeat 2 Ancient Water Spirits, 2 Storm Lashers and 2 Snaplashers within 10 seconds in 10-player mode.",
2989,Set Up Us the Bomb (10 player),Defeat Mimiron without anyone in the raid being hit by the following in 10-player mode.,
2995,Not-So-Friendly Fire (25 player),Force Mimiron to kill an Assault Bot with a Rocket Strike in 25-player mode.,
2996,Shadowdodger (10 player),Defeat General Vezax without any raid member being hit by Shadow Crash in 10-player mode.,
2997,Shadowdodger (25 player),Defeat General Vezax without any raid member being hit by Shadow Crash in 25-player mode.,
3002,Supermassive (25 player),Defeat Algalon the Observer after closing 3 Black Holes within 10 seconds in 25-player mode.,
3003,Supermassive (10 player),Defeat Algalon the Observer after closing 3 Black Holes within 10 seconds in 10-player mode.,
3004,He Feeds On Your Tears (10 player),Defeat Algalon the Observer in 10-player mode without any raid member dying to Algalon at any point during that raid lockout period.,
3005,He Feeds On Your Tears (25 player),Defeat Algalon the Observer in 25-player mode without any raid member dying to Algalon at any point during that raid lockout period.,
3006,Crazy Cat Lady (10 player),Defeat Auriaya without destroying her Sanctum Sentries in 10-player mode.,
3007,Crazy Cat Lady (25 player),Defeat Auriaya without destroying her Sanctum Sentries in 25-player mode.,
