ID,Text_lang,Text1_lang
224053,,"Then let us not linger. Follow me. Soldiers, return to your posts."
224054,,"If these newcomers have earned your trust, Spiritwalker, then they will have mine as well. The gates of Orgrimmar stand open to them."
224098,Hmph. Mortals...,
224173,"After that long flight, I need food. Something more filling than our dusty rations from the Reach.","After that long flight, I need food. Something more filling than our dusty rations from the Reach."
224174,Let us see what this city holds for us.,Let us see what this city holds for us.
224668,We fear these Primalists seek to release something ancient... something terrible.,
224669,We will answer all your questions in time.,
224670,"But we must join forces and strike now, or the enemy will prevail.",
224671,,The dracthyr will defend it.
224672,,Were you sent by the Earth-Warder?
224673,,Where is Neltharion?
224674,But do try not to get in our way.,
224675,"After all, I know a thing or two about vanquishing ancient adversaries.",
224837,Who are you?,
224838,"Sabellian, heir of Neltharion. And you are?",
224839,"Wrathion, heir of Neltharion. And I've never heard of you.",
224840,Likewise.,
224841,We'll discuss this later.,
225237,We'll discuss this later.,
225610,,"Tell me... what have you learned, child of my flight? What is your oath?"
225611,We've been scattered for far too long. Isolated.,
225612,But a dragonflight is more than an oath we make--we are a family.,
225613,And it's time I brought my family home.,
225614,,"I do believe you are ready, Kalecgos."
225615,,Nozdormu? Are you okay?
225669,Eternus nearly succeeded.,
225670,I thought I had more time...,
225671,,Oh no! I'm sorry!
225672,,I thought I was strong enough to defeat her.
225673,,I... I...
225674,"Ah, Chronormu, you have done nothing wrong.",
225675,You fought valiantly and well.,
225676,But Eternus is right.,
225677,My fate is inevitable.,
225678,,What do you mean?
225679,... Each day that passes the future flows into the present which blurs into the past.,
225680,"Soon it will merge into one, and that is when I will become my darkest self, Murozond.",
225682,"And when that day comes to pass, I look to you...",
225683,To do what must be done.,
225684,,"Yes, Timeless One."
225685,,I will do exactly what you need me to.
225686,,I will find another way.
225687,There is none.,
225688,,Time encompasses all possibilities.
225689,,You taught me that.
225690,,"I will search every timeline, every moment,"
225691,,until I find a solution to save you.
225692,Chronormu...,
225693,In all timelines please know.,
225694,I am and always have been proud of you.,
225743,,I owe you my thanks.
225744,,You have helped the dragonflights remember our calling.
225745,,"With the oathstones renewed, we can finally reclaim our aspectral power."
225746,,This has to work.
225747,,Nothing...
225748,,But the oathstones were renewed...
225752,,<cackles>
225755,,It seems your titans have abandoned you.
225756,,Raszageth! What have you done?!
225757,,[DNT] Me?
225758,,[DNT] Oh no.
225759,,You proved yourself unworthy all on your own...
225760,,"""Queen of the Dragons""."
225763,,"Now, it is our time."
225764,,The age of the Incarnates... has come.
225767,,She's going to release them...
225768,,No!
225782,,My friends.
225783,,We sensed a great upheaval beneath the earth...
225784,,and feared the worst.
225785,We barely survived.,
225786,"Raszageth is dead, but...",
225787,,Her kin have been freed.
225788,Nozdormu?,
225789,,What is it?
225790,The timeways.,
225793,"They are... chaotic, but still obscured.",
225794,A dark future looms on the horizon.,
225795,We haven't long to prepare for their onslaught.,
225796,,"Raszageth's reckless haste cost her life, and they will not make that mistake again."
225798,,They will regain their strength and choose their next moment carefully.
225799,Then we must take the fight to them.,
225800,Strike before they are recovered.,
225801,,That... will be difficult.
225803,,Iridikron's mastery of the earth will harbor them and keep them out of our reach.
225804,"What is it about this ""Iridikron"" that vexes you so?",
225805,"Of the three that remain, Vyranoth and Fyrakk were ever loyal to the Incarnate's ideals.",
225806,But it was Iridkron who truly embraced the war.,
225807,"The last captured, and the most difficult to contain.",
225808,,"At the end, he struck terrible bargains to keep their cause alive."
225809,,His violent desperation makes him dangerous.
225810,,I believe the other incarnates never knew the true depths of his depravity.
225811,We must not despair.,
225812,Their war is coming.,
225813,"And while we may not yet have our aspectral powers, we can rebuild our unity.",
225817,Heal the wounded flights.,
225818,Embrace our allies.,
225819,Only together do we stand any chance of victory.,
225820,Together.,
225821,,Together.
226110,"I am well known among the heroes of the Alliance, my dear Azurathel.",
226111,"With my endorsement, I am certain they will welcome you into their ranks.",
226112,"The Obsidian Warders have trained relentlessly to protect our kin, Wrathion.",
226113,Let us see if the Alliance proves worthy of such loyalty.,
226114,Children of Neltharion.,
226115,You have awakened to face a shattered past... and an uncertain future.,
226116,Yet the threads of fate weave a new path to distant shores.,
226117,The Sands of Time will speed your wings along the way.,
226118,Tell the world of what you have witnessed.,
226119,And warn them of the storm to come.,
226120,"The Horde is full of brave, noble souls, Cindrethresh.",
226121,I am certain the dracthyr will find a place among them.,
226122,,"The Dark Talons are the finest fighters ever trained, Ebyssian."
226123,,Perhaps it is the Horde that needs to prove itself to us.
226124,,Those who answer the call will face whatever challenges may come.
226127,Come then. The Dragon Isles await!,
226268,The Dragon Isles await!,
226566,,"Thank you, $p. Their annotations are very thorough; it was kind of them to take the time. Now to make some modifications..."
226567,,I am pleased I have made a contribution to the Expedition! I promise to use my skills to aid our exploration of the Dragon Isles... and beyond!
226571,,Wow! You got that titan orb functioning! And it had a recording?!
226575,"We have much to learn from you, Eraleshk. It is fortuitous that you are here to join our studies.",
226578,,It's very likely! We haven't found a recording like that in some time. This will take our research in a whole new direction!
226747,No one takes to the sky like a Wildhammer. HERE COMES THE THUNDER!,
226748,For Aerie Peak!,
226749,What a race! I could get used to this dragonridin'.,
226750,"I'd have beaten ye if I had my Sharpbeak with me. No offense, Scratchy.",
227050,,"At long last, our absent young are once more among us so that they can be raised together with all the flights."
227052,,"Though these Life Pools were once bereft of eggs, they now contain our future."
227053,,"Truly, the calling of my flight has been fulfilled."
227055,,I will see that these eggs are protected and loved.
227056,,"So that they may hatch into dragons, strong and wise."
227080,The Maruuk centaur include many individual clans across the plains.,
227081,"There are four of us who hold the most power: Clans Teerai, Shikaar, Nokhud, and Ohn'ir.",
227082,"Clan Teerai are the keepers of our traditions. Their leader, the Khanam Matra, is the cultural khan of all Maruuk. All khanam matras can trace their bloodlines back to our first matriarch, Teera.",
227083,"We of Clan Shikaar are the strongest hunters. You can find our camps spread throughout the plains, following the patterns of wildlife and game.",
227084,,"Clan Nokhud has recently come to power. A generation ago, Jhakan Khan led his people to defeat Clan Toghus, taking their place of power amongst the plains."
227085,,"His son, Balakar Khan, now leads this clan. His father was a man of honor, but Balakar Khan did not inherit his father's patience or wisdom."
227086,,"My clan, Clan Ohn'ir, is made up of those who feel a direct connection to our god, Ohn'ahra. She guided our founders, Maruuk and Teera, to the Dragon Isles, and she has watched over our people ever since."
227087,,"The mystics of Clan Ohn'ir are initiated from many different clans, but we all followed Ohn'ahra's call to serve her and our people."
227088,"The clans have their differences, but we share one culture. No matter our strengths and weaknesses, we are all Maruuk.",
227396,Sabellian? What is he doing?,
227459,,Okay everyone!
227460,,Get ready!
227461,,<Roars in pain.>
227462,,Oh no you don't!
227463,My vision came too late.,
227464,They have punched a tunnel through time and are tumbling endlessly amongst the infinite possibilities.,
227465,You must find them and correct their course before the entire fabric of reality is torn asunder.,
227467,"We secured the Azure Archives, but Raszageth's storm remains enveloped around Vakthros Tower.",
227468,,"She seeks to free her kin, but their prison does not lie within the Azure Span."
227469,,What else could she be after?
227470,My vision... remains clouded.,
227471,"The Primalists could already be moving in our midst, and I fear I would not see it.",
227472,The city must be protected.,
227473,Valdrakken is our people's home.,
227474,,"If the Primalists are here, we must find them and flush them out."
227475,,They cannot be allowed to infiltrate our seat of power.
227477,"Your guards did not join our ranks as expected, Eranog.",
227478,I am not concerned. Dead soldiers cannot get in your way.,
227482,I see you have unearthed the flame stone.,
227485,I can sense its strength.,
227494,It is now time for your end of this bargain.,
227497,<shouts loudly in pain>,
227501,Arise.,
227503,Primalist Eranog.,
227504,I pledge this power to free my kind from the leash of the Aspects.,
227505,"Then go, while I turn this wretched titan-stained place into ashes.",
227639,,We're almost done!
227640,,We'll be back soon!
227641,,Brace yourselves.
227642,,Whew! Our Oathstone... it's restored!
227643,,I never want to go so far into the past again!
227644,,But I'm glad I had some help getting back!
227645,You have aided Chronormu.,
227646,"For that, I am grateful and will spare you.",
227647,But leave.,
227648,Quickly.,
227649,,We will bring you to your ultimate fate.
227650,,You cannot deny what is to come.
227651,,"When we meet again, do not expect clemency for what has transpired."
227653,,Ummm... Where are we?
227654,,Is this even Azeroth?
227655,It is Azeroth.,
227656,"Though, an exceptionally long time ago.",
227657,,We should find Chromie and get out of here.
227658,,This place is scary.
227858,Primalists!,
227859,Noriko! Call for Kalecgos.,
227880,"Let the storm envelop you, windsage.",
227973,Mother!,
228402,,"With the oathstones of each flight renewed,"
228403,,"This sacred artifact, and symbol of the unity of dragonkind, lies within Tyrhold."
228404,,"Koranos, what can you tell us of it?"
228405,,It has been many centuries since we last walked the halls of Tyr's stronghold.
228406,"When the Isles awakened, so too, did the guardians of Tyrhold.",
228407,"While some have resumed their duties, others have taken to acting... erratically.",
228408,"Should you go there, I cannot guarantee the greeting you will receive.",
228409,,I understand.
228410,,"However, I have faith that with the help of our champion, we can overcome any danger."
228411,,What has happened to this egg?
228412,,The energies that surround it are...
228413,,This is dire.
228414,,"If the egg can be saved, it will be here, within the sacred waters of the Life Pools."
228415,,Once the young of dragonkind filled this vibrant place.
228416,,"And the Ruby Oathstone, the very symbol of our calling, cast its bright glow high into the air for all to see."
228417,,"Now it lies dormant, as do all the oathstones."
228418,,I suspect they fell quiet when we relinquished our aspectral power.
228419,,There are so many things we left behind.
228420,,"But now that we have come home, we can fulfill the callings of our flights and renew the five oathstones."
228422,,"And through their unity, our absent power shall be restored."
228426,,"I, the Khanam Matra Sarest, accept this gift to honor the ancient oath made by our most sacred ancestor."
228427,,All centaur under Ohn'ahra's wings will aid the green dragonflight in times of need.
228428,,"And I, Merithra, daughter of Ysera, accept this gift to honor my oath to your ancestor Teera."
228429,,"Together, dragons and centaur will protect the Ohn'ahran Plains."
228430,,The bond that united us in ages past has been renewed.
228431,,"Should the Dream be threatened again, know that the Maruuk will fight beside you."
228432,,Let this oathstone serve as a symbol of our covenant.
228433,,"I vow to protect the Emerald Dream, and the green dragonflight, with my life."
228436,"Behold, Stormwind!",
228437,Capital of the human kingdom and crown jewel of the Alliance.,
228438,"Ruled by a dear, dear friend who is...",
228439,...sadly absent.,
228440,Impressive walls.,
228441,This city could withstand attack by a formidable adversary.,
228442,Perhaps even a dragon.,
228443,You have no idea.,
228444,"Now then, to make a proper entrance, pardon me while I assume a more recognizable form.",
228445,"Ah, yes. The Earth-Warder too had a visage.",
228446,So these... humans know you?,
228447,Indeed! I have no doubt they will welcome me with open...,
228448,...arms.,
228464,Orgrimmar.,
228465,Within these walls gather the noble races of the Horde.,
228466,A city built upon a foundation of strength and honor.,
228467,,Traits my people embody as well.
228468,,Impressive structure.
228469,,But nothing that would hold back the might of the Dark Talons.
228470,I have no doubt your soldiers will be given many chances to prove themselves.,
228471,"Before we enter, I will assume another form.",
228472,One that is more recognizable to the Horde.,
228474,,"A visage. Yes, I remember the Earth-Warder had one too."
228475,,"Well, we have arrived. Where are your allies, Ebyssian?"
228476,"Patience, Cindrethresh.",
228477,I am sure we will receive an appropriate...,
228478,...welcome.,
228562,,"Walk with us, $n. We have many stories to share."
228563,,"Two-foot, you've fought many foes in your time, yes? You will have to share some stories."
228571,,"Have I ever shared the tale of my first kill, Belika? A mighty hornstrider with horns as tall as its legs were long! I keep its horn as a trophy."
228572,"It was a good kill, Tomul. My first was a mighty bear of ice and snow, deep in the frozen tundra of the Azure Span. My bakar and I knew no equals. We were the talk of the Khural!",
228573,,"Ah, we have reached our first stop. Circle the wagons, Shikaar. It is time for a hunt."
228575,"The Horn of Drusahl will be visible once we cross the bridge. You must see it, two-foot!",
228576,"Ah, yes. The Horn represents the ancient pact formed by Teera and a green dragon named Merithra. Their friendship ended a long enmity between dragons and Maruuk.",
228577,"Afterward, the centaur hunted the plains, and the dragons tended the gardens. But they agreed to help one another in times of need. The Horn of Drusahl was built as a physical manifestation of their oath.",
228578,,"But then, the dragons left. And after ten thousand years, they return to these lands! I am interested to hear what the Khanam Matra says about that."
228579,,"We are guided by Ohn'ahra, Tomul. It was she who granted us these lands, who arbitrated with the dragons. She knows the way."
228580,,"Ohn'ahra, the Windmother, is the ancestor of all ohuna. She led our founders, Maruuk and Teera, to the plains. My clanmates interpret her songs to advise our people."
228581,,Hold! I hear her call. Ohn'ahra will sing to me here.
228582,Maruukai is just ahead. It is a grand and sacred meeting place. Centaur from all around the plains gather there.,
228583,"Each season we meet for the Khural, a time of truce and communion. Clans large and small come together, sharing our resources and our stories.",
228584,,I do look forward to reconnecting to my peers. Perhaps Tigari Khan can help me decipher this omen from the river.
228585,,I am going to avoid the Nokhud. They antagonize everyone at these things.
228586,The rest of the Shikaar should have already arrived from the other camps. Our rise should be well settled by the time we arrive.,
228587,"It seems the other clans beat us here. Between our outsider and the green dragon emissary, this should be a Khural to remember.",
228712,,"Dark Talons, fall in!"
228713,,"Lead the way, Ebyssian."
228715,,The Warders will follow Wrathion.
228725,,Thank goodness.
228726,,Mother...
228728,,[DNT] <Mirthful sigh.>
228736,,We have to leave the Reach.
228758,,Now!
228759,,Let the winds carry us onward! The Emerald Gardens will fall!
228936,"Ah, young Wrathion. I owe you my thanks--",
228937,Your help was invaluable in securing my rightful place on the Obsidian Throne.,
228938,"Oh... I believe you are mistaken--this throne, this legacy--is my birthright.",
228939,No. The mistake is yours. I was anointed caretaker of this flight by Neltharion himself.,
228940,"So let me be clear... when all is said and done, I will be the Aspect of the black dragonflight.",
228943,Is that so? May the worthiest dragon win.,
229009,,Halt!
229010,Get away from... do not...,
229011,,Is this what passes for a mystic of the Maruuk?
229012,,"Ysera, your flight needs you."
229013,,We need you.
229014,,"Whatever the price may be for your return to Azeroth, name it."
229015,Tyrande...,
229016,Ohn'ahra... I am sorry.,
229017,,Tell us!
229018,It's me.,
229019,I must be the one to stay.,
229020,,What?
229021,Ysera knows this--though she would never ask it of me.,
229022,,No.
229023,,Pathetic.
229024,,We will find another way.
229025,"When she gave her life for mine in Val'sharah, it was not her time.",
229026,And now... the balance may be restored.,
229027,,Then... then I will stay as well.
229028,,Shandris and the others can...
229029,Tyrande...,
229030,"Should everything we hope come to pass, the Kaldorei will need you.",
229031,,"I am so tired, Malfurion."
229032,,Do not ask this of me.
229033,,After everything we have endured...
229034,My love.,
229035,You have always been the strength of our people.,
229037,"They will follow you ever onward, and you will never be alone.",
229038,,Until I see you again...
229039,,I will dream of the night we may truly rest... together.
229042,,How is this possible...
229043,,"The Maruuk, too, have been plagued by these Primalists."
229046,,"If Ohn'ahra wills it, I will blow the Horn of Drusahl on the morrow to signal our accord with the green dragonflight."
229047,,"Merithra, daughter of Ysera, is grateful for your..."
229054,Grateful? Ha! Dragons only respect dragons.,
229057,No Maruuk blood will be spilled for them.,
229059,,"You are not the Khanam Matra, Balakar."
229061,A true leader would never surrender this land to outsiders.,
229062,"You desecrate the memory of Maruuk Thousandbones, Sarest.",
229063,,Stand down!
229065,No. These plains belong to the Maruuk.,
229066,And Maruukai belongs to the Nokhud!,
229176,We'll hold them off as best as we can until he arrives. Hurry!,
229178,I... hope that worked. I need my flight.,
229181,,We will see in due time.
229184,Khadgar--what's happened?,
229185,The Primalists are on the move!,
229186,It seems we did far too well at stymieing their efforts at Vakthros.,
229187,Raszageth has renewed the attack herself!,
229188,,"If Vakthros falls, the whole of the Azure Span will fall with it."
229189,"Quickly then! We must stop her, before all is lost!",
229190,Hopefully we won't have to face her alone.,
229192,,Weakling... you need a mortal to defend you!
229193,,"Abominations, both of you... and you will perish here, cold and alone!"
229194,He is not alone!,
229195,,"You have failed, ""Aspect"". You will soon learn that killing you would have been a mercy."
229196,,Now you can watch your empire collapse alongside your false queen.
229278,Hmm...,
229358,,Let us face this enemy together.
229446,,"Majordomo, protect the eggs below while I distract Raszageth. She will not harm our young!"
230216,,[DNT][TEST] TimeKellyEvent 10.0!
230377,,"Destroy the artifact? No! Don't you see? Now that I know where it is, we can use its power to end all the enemies of the Kirin Tor!"
230378,,The power will consume you like it consumed the others! It must be destroyed.
230379,,No. You will thank me upon my return. I will bring peace to the Azure Span!
230381,To'tik... $n... what do we do?,
230383,,We destroy the artifact.
230554,Thank you... now we are free.,Thank you... now we are free.
230563,,Please... warn others of my tale. Ensure no one else makes my mistake.
230875,,Our ambush was a success.
230876,,"Go now, infuse them with the elements."
230877,,Work quickly.
230880,,The convoy yielded enough eggs to begin.
230881,,Wash away the stain of Order.
230882,,Outsiders have come ashore.
230883,,We cannot let them interfere!
231046,"Hail and well met, friends.",
231047,I apologize if I startled you. Our arcane wards were activated and I felt obliged to investigate.,
231048,"My name is Khadgar, Archmage of the Kirin Tor.",
231049,"Is that so? Well, come see me in camp. We'll try and find the answers you seek.",
231050,"We are not your friends, mage.",
231051,That's how they get you.,
231052,,"Easy now, Telash."
231053,,I am Scalecommander Emberthal of the Dracthyr. My companions are $p and Telash Greywing.
231054,,We are... new to this area. We come seeking information.
231055,,He seemed pleasant.
231078,Over there!,
231192,Let's get this over with.,Let's get this over with.
231193,"Yes, there it is!","Yes, there it is!"
231194,Oh! Pretty!,Oh! Pretty!
231195,OW!,OW!
231196,No!,No!
231197,"It's--it's okay, it's going to be alright. It's just a little mana burn...","It's--it's okay, it's going to be alright. It's just a little mana burn..."
231198,I do not believe any of this. Lies... all lies! You wanted us locked away in cages.,
231199,,"Young one, I assure you I had no idea. Nor did the rest of my flight."
231200,Liar! You aren't even real! Merely a spell... yet another falsehood!,
231201,"I'll find what you are hiding, illusion. And when I do, the world will know the truth!",
231202,,"My beloved Malygos, why did you inflict such pain on so many?"
231217,Nezzie cries.,Nezzie cries.
231239,,"Forgive me, I was distracted. You wish to continue your research--allow me to unlock the rest of these tomes for you."
231256,,Greetings.
231258,Gah! Not again!,
231259,,"Well, aren't we an excitable bunch? What brings you to my... the archives?"
231260,,We are looking for information on our captivity at the hands of the blue dragon Malygos.
231261,,Ah... Perhaps I can be of assistance after all.
231262,"Enough talk! We demand answers, phantom.",
231340,Don't worry! It's not the first time something up here has exploded like that. We've got tough scales!,Don't worry! It's not the first time something up here has exploded like that. We've got tough scales!
231341,"What? The wild magic is up here, too? You've been hurt?","What? The wild magic is up here, too? You've been hurt?"
231342,"Oh-! Uh, no--no! Nobody's been hurt, we're totally safe alone up here! Don't... don't send us away...","Oh-! Uh, no--no! Nobody's been hurt, we're totally safe alone up here! Don't... don't send us away..."
231343,You're children! Even I know children shouldn't be left unsupervised...,You're children! Even I know children shouldn't be left unsupervised...
231592,,Almost there....
232128,<Pained groan.>,
232159,<Shocked gasp.>,
232247,Excellent! You've found another misaligned ley line. Restoring the uninterrupted flow of magic is crucial for the Azure Span's recovery.,
232249,"Thank you, $n. Each ley line we restore contributes to the health of the Dragon Isles as a whole.",
232812,,<breath>
232813,,<Breathing heavily>
232814,,<breath>
232815,,<breath>
232816,,<Sighs>
232817,,<breath>
233018,,I believe we can channel the essence of each into the Mother Oathstone and restore our aspectral powers.
233055,<Tell Shaw to signal his informant.>,<Tell Shaw to signal his informant.>
233377,,Until I see you again...
233386,No reparation is enough! The Stonemasons deserve every coin in every coffer of Stormwind city! Clessington will lead us there!,
233387,,Duncon?! You weren't even a Stonemason! You joined to be a thief!
233388,"So you finally show yourself, VanCleef. And with a Stormwind dog in tow! See, Defias? See how she will make us all lapdogs of Stormwind?!",
233389,"We muster in Northshire! Join us, and we march on Stormwind! For the Defias!",
233390,For the Defias!,For the Defias!
233502,,The amulet!
233777,|cffdb453dRequires: Primal Mote|r,|cffdb453dRequires: Primal Mote|r
233778,|cff34ccebRequires: Primal Mote|r,|cff34ccebRequires: Primal Mote|r
233785,,"Grandfather, why are you still tasked with updating these graves? Surely it should go to younger drakes."
233961,"Wait, something isn't right...",
233964,... Vanessa.,
233965,,"Noticed my little sleight of hand, did you? No way I'm leaving something like this for Stormwind. The Drakefire Amulet is mine, now."
233966,"I don't think so, VanCleef! Hand it over!",
233967,,"Oh?! You just want its power, just like everyone else!"
233968,,Wh-what is happening?
234015,"Here they are now. Greetings Kalecgos, and to you, Life-Binder.",
234016,Senegos nudges Stellagosa to bow.,
234017,,"Ah, Senegos. I saw the remnants of your arcane ball. I am heartened to see you have not forgotten your old ways."
234018,,"Kalecgos, you may do the honors to lay the essences of Malygos and Sindragosa to rest."
234019,Thank you. Sindragosa... Malygos... I am sorry it took us so long to give you this peace.,
234020,May you have the rest now you were robbed of in life.,
234023,How strange... are these remnants from Malygos and Sindragosa's past?,
234024,,It would seem so. It appears they were unable to truly depart from this world when they were slain.
234025,I saw many strange phenomenon such as this when I laid to rest the blue dragons that made it back here from Neltharion's betrayal.,
234026,,"It was a tragedy that so many were killed... including Sindragosa. Even then, the Lich King allowed her no rest. It pained me to see her raised into undeath."
234028,[DEPRECIATED] I hoped against hope that I would see her return. When word reached my brood of what happened to her thousands of years later...,
234029,I could not believe it when word reached my brood of what happened to her. It is a small blessing that she did not linger for long in such a state.,
234030,Sindragosa and Malygos both deserved better. I hope now we have given them their proper rest.,
234383,I will stay here to monitor the situation with the others... and speak to Senegos on a matter concerning his brood.,
234384,"It should only be a moment of your time, Kalecgos. Stellagosa, Emmigosa, you will want to be here as well.",
234385,,"Of course, Grandfather. Whatever you need."
234471,Good. You're here.,
234472,I would just as soon never set foot in a creche again.,
234473,Emberthal awaits you inside.,
234474,"Oh, and... (clears throat)... thank you. For aiding us.",
234475,,Damos speaks highly of you...
234476,,Not something he does often.
234477,,He and the others are looking for answers... a reason for all of this.
234478,,"After everything that's happened, everything we've been through..."
234479,,I'm beginning to wonder if... (sigh)... what I'm looking for isn't here.
234480,,Oh no... No...
234484,(death rattle),
234485,Begone. The Reach belongs to the Sundered Flame.,
234486,,SARKARETH!
234487,,Damos...
234488,,"(labored heavy breathing, grief turning to rage, building in determination)"
234761,Sindragosa and Malygos should be at rest. Yet their anger is growing larger by the moment.,
234762,Maybe they want things settled? Didn't they both die very violently?,
234763,,Like the spirits of Crystalsong Forest... Sindragosa and Malygos are stranded in their final moments of death.
234764,,And now they are reliving those final moments of their lives in an endless loop.
234765,,"Perhaps all of this chaos was their only way of getting our attention? Wildly lashing out, hoping someone would hear them."
234766,"Well we certainly hear them, and we are going to help. $n, recover their essences. We are taking them back to the Azure Archives.",
234867,Emberthal!,
234994,"Leaving me behind? Well, I suppose I am a dragon after all!",
235015,,Look around you! Can you see why I fell in love with Pandaria?
235016,It's beautiful!,
235017,,"Better than frost and snow! Keep up, Kalecgos! Let the warm winds take you."
235018,Haha!,
235019,,"That boy still has it, doesn't he?"
235020,Where are we going?,
235021,,My home!
235022,,My home.
235034,"<Sniff> So many papers... So many papers tae write! It's beautiful! Ach, I knew ye could do it!",
235035,"Oh, this gives me an idea for a commemorative wood carving that'd sell like frostcakes!","Oh, this gives me an idea for a commemorative wood carving that'd sell like frostcakes!"
235036,,"I knew I liked you for a reason. Say, $n... If you get tired of talking, there're always more beasts to hunt!"
235037,"The tribes are united once again. Thank you, $p.",
235038,A new home...,A new home...
235039,For $p! For the Winterpelt!,For $p! For the Winterpelt!
235127,When I was young... the centaur took me.,
235128,"It was Bovan who found me, and aided in my rescue.",
235129,"Without him, I never would have...",
235130,It was my turn to rescue him.,
235131,And they have robbed me of it.,
235132,<Agonized cry of loss and fury>,
235133,They will never hurt anyone again.,
235325,"A few years after the Third War, Marshal Reginald Windsor suspected there was evil in Stormwind.",
235326,"Where others saw Chaos, he saw Treachery.",
235327,"In the corrupt dealings of the nobles, and the rise of the Defias Brotherhood.",
235328,"Through perseverance, he discovered a grand conspiracy,",
235329,But you know this. You were there.,
235330,"That day, he confronted the most powerful noble in Stormwind, Lady Katrana Prestor.",
235331,"With her lies exposed, she burst forth, revealing her true form:",
235332,"Windsor laid down his life to free Stormwind, shattering Onyxia's hold on the city.",
235333,"After she fled, we discovered the cursed amulet she had used to control and persuade so many.",
235334,"Do you see now, Emberthal? We are Neltharion's ultimate vision. His masterpiece.",
235335,,Yet you would throw dracthyr lives away for power? What could we be owed that demands so bloody a price?
235337,"Purpose, Emberthal. We are owed a purpose.",
235338,,"I won't let you lead our people to ruin, Sarkareth."
235339,Emberthal...,
235340,You would heed the command of a dragon rather than face me in battle? Pitiful! You have forgotten what it means to be dracthyr.,
235341,"Concerns arose that Onyxia's power may still linger within, and so it was locked away and forgotten...",
235342,,I... I don't want to fight you.
235343,Until now.,
235344,"Better that your soldiers died in stasis rather than live to see what you've become. Stay here with your new master. Follow me, and I will end you.",
235447,"Neltharion's secrets are hidden somewhere in the Dragon Isles. And when I find them, his legacy will be mine.",
235462,"While there were concerns Onyxia's power may still linger within, it remained in your possession...",
235467,,Well struck.
235468,I... did not believe you would come.,
235469,,Honor is of great importance to my people.
235472,Yes... as it is to mine.,
235473,,Come. Let us gather our dead.
235474,Thank you all for honoring us with your presence here.,
235475,"When our people came to Azeroth from Draenor, ours was not an easy road.",
235476,"And along the way, many of our ancient traditions were lost.",
235477,This champion is the first to complete the new rite of om'gora.,
235478,Let their footsteps be followed for generations to come.,
235479,Lok-tar!,
235480,DNT,
235481,DNT,
235482,,"And so, we bring the first Kosh'harg of Azeroth to an end."
235483,,"May the spirits guide us as we renew old rites, and forge new traditions."
235484,,"And may the honored ancestors watch over us all, until next we meet."
235485,But the time has come to remember the rites of old...,
235486,If you were to follow him... what would you do?,
235487,,Extinguish my enemy. As I was trained to.
235488,By Neltharion.,
235489,,How dare you presume to know us?
235490,You are right.,
235491,,Why didn't you?
235492,"Because I too am Neltharion's offspring, and it brought me only shame.",
235493,,You must be disappointed.
235494,"No. Just now, you defied his voice inside you.",
235495,,Family.
235496,Emberthal.,
235497,,"Will you help me, Ebyssian?"
235498,We... will help each other.,
235503,What is that? There! In the caldera.,
236664,,"May the honored ancestors watch over us all, until next we meet."
236716,I smell the blood of dragons...,
236717,Fyrakk!,
236721,Sabellian is wounded! Champion! We must flee!,
236722,Fly away little dragons.,
237096,...and to build new traditions that honor our proud legacy.,
237097,leading to the hallowed halls of Stormwind Keep itself.,
237098,"Onyxia, daughter of Deathwing.",
237112,,(exhales)
237114,,I'm so sorry.
237126,A living legend...,A living legend...
237127,There walks a hero.,There walks a hero.
237128,Make way!,Make way!
237129,...nerves of thorium.,...nerves of thorium.
237130,A moment I shall remember for always.,A moment I shall remember for always.
237225,I shall use the gem to pull fragments of the past forward. We shall see if we glean anything from this.,
237259,You three shall be the examples all dracthyr will follow.,
237260,"Sarkareth, my devastator. You shall rend your foes with the powers of the red and blue dragonflights.",
237261,"Viridia, my preserver. You shall heal our allies with the grace of green and bronze dragonflights.",
237262,"And Emberthal, you will wield the essence of the black dragonflight to augment all those around you with my power.",
237263,By my command... kneel and obey!,
237264,Here! Neltharion is activating Oathbinder... this is our chance to pull the memories of this time to forge a new device.,
237308,Aagugh!,
237803,"It is good to see all of you here. I once believed that our flight was better off in pieces, each dragon pursuing their own interests. I was wrong.",
237804,"The blue dragons work best when we are a family, when we are united. Together, we--",
237806,Kalecgos! I need aid at the Veiled Ossuary. The memories of Sindragosa and Malygos are destroying this place!,
237807,"I see. Friends, I'm sorry to ask you this so suddenly, but it seems we have need of your aid already.",
237996,,Grandfather?
237997,"Ah... no tears, my dear.",
237998,"A life as full as mine should be celebrated, not mourned.",
237999,It is up to you to lead the Azurewing now.,
238000,,You cannot go -- I am not ready!
238001,"We rarely are, my dear starlight.",
238002,"Carry my lessons close to your heart, and I will never be far from you.",
238057,"Ah, my good friends. What treasures have you brought me?",
238058,Ignore him. He has no claim to my father's possessions.,
238059,Is that truly the matter at hand?,
238060,"Who is the rightful heir to a legacy of deceit, control, and fear?",
238061,So you did find something.,
238064,,We did. And I destroyed it.
238065,You had no right!,
238066,,I had every right.
238067,What has she done?,
238068,"While you two bicker like petulant whelps, she did what was right for her people.",
238069,Let go of the past.,
238315,,"You are broken, Tyr."
238316,,Corruption will claim you all...
238317,,...even your precious Aspects.
238318,Perhaps you will be proved right.,
238319,"Yet the courage of the Aspects, and the promise of the mortals, fills me with hope.",
