ID,Description_lang,SourceText_lang
2955,"Though they are quite squishy while young, the bloodlouse will eventually grow hardened plates around its entire body.",|cFFFFD200Drop: |rSmorgas the Feaster|n|cFFFFD200Zone: |rMaldraxxus
2956,Being thrown into a pit of bloodlouse larvae is a painful fate for those that fail the great houses of Maldraxxus.,|cFFFFD200Drop: |rSmorgas the Feaster|n|cFFFFD200Zone: |rMaldraxxus
2957,"Some predators in Maldraxxus collect spines as trophies, and some of them don't stop moving even then.",|cFFFFD200Drop: |rScunner|n|cFFFFD200Zone: |rMaldraxxus
2958,"What it lacks in appendages, it makes up for in positive attitude.",|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord
2959,Even the smallest bones don't go to waste in Maldraxxus.,|cFFFFD200Drop:|r Supplies of the Undying Army|n
2960,"Is the ooze holding the bones in, or are the bones holding the ooze together?",|cFFFFD200Drop: |rOily Invertebrate|n|cFFFFD200Zone: |rMaldraxxus
2961,It is not advisable to hug a sludge feeler. Those stains never wash out.,|cFFFFD200Drop: |rMargrave Stradama|n|cFFFFD200Zone: |rPlaguefall|n|cFFFFD200Difficulty: |rMythic
2962,"If you can beat them, stitch them!",|cFFFFD200Vendor: |rNalcorn Talsen|n|cFFFFD200Zone: |rMaldraxxus|n|cFFFFD200Faction: |rThe Undying Army - Revered|n|cFFFFD200Cost: |r1765|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
2963,"The soul that occupies Mu'dud was a harsh ruler in life, and now he seeks to dominate the most violent kingdom of all.",|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord
2964,"The barbed mandibles on this species will dig deep into anything they bite, causing a lot of irritation.",|cFFFFD200Drop: |rRavenomous|n|cFFFFD200Zone: |rMaldraxxus
2965,"Unlike most spiders that drain all the fluids from their prey, the bloodfeaster has developed a taste for blood alone.",|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr|n|n|cFFFFD200Covenant Feature: |rQueen's Conservatory|n|cFFFFD200Covenant: |rNight Fae|n|n|cFFFFD200Covenant Feature: |rPath of Ascension|n|cFFFFD200Covenant: |rKyrian|n|n|cFFFFD200Covenant Feature: |rAbomination Factory|n|cFFFFD200Covenant: |rNecrolord
2966,Sometimes sins of great souls are so powerful that they animate the very stones they are placed on.,|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth
2967,"Dredgers are the sweat (and sometimes tears) of Revendreth, and their help is absolutely critical to the workings of Revendreth.",|cFFFFD200Covenant Feature: |rThe Ember Court|n|cFFFFD200Covenant: |rVenthyr
2968,,
2969,,
2970,,
2971,,
2972,,
2973,,
2974,,
2975,,
2976,,
2977,,
2978,,
2979,,
2980,,
2981,,
2982,,
2983,,
2984,,
2985,,
2986,,
2987,,
2988,,
2989,,
2990,,
2991,,
2992,,
2993,,
2994,,
2996,,
2998,,
2999,,
3000,,
3001,,
3002,,
3003,,
3004,,
3005,,
3006,These dredbats are built by the Stonewright for the Court of Harvesters. They are bonded to their owners and become fierce fighters.,|cFFFFD200Drop:|r Court of Harvesters Supplies|n
3007,"Identified by the signature coloring of their many legs, these spiders are known for elaborate dances used to threaten and confuse foes.",|cFFFFD200Pet Battle:|r Revendreth|n
3008,"No longer lost, it's now considering a name change.",|cFFFFD200Drop:|r Lost Quill|n|cFFFFD200Zone:|r Revendreth
3009,"Roosting in the grounds of Castle Nathria, The Count did not foresee falling into an eternal stone slumber.",|cFFFFD200Treasure: |rThe Count|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Cost: |r99|Hcurrency:1820|h|TInterface\ICONS\INV_Jewelcrafting_LivingRuby_01.blp:0|t|h
3010,Joining with their new residents in Sinfall a few of these juvenile dredbats accompanied Renathal's forces into the maw.,|cFFFFD200Drop: |r Bastion Maw Assault|n|cFFFFD200Treasure: |rSinfall Screecher Cage|n|cFFFFD200Zone: |rThe Maw
3011,"Roosting over Sinfall, Battie was roused one evening by the music of the first Ember Court. She has not missed a single one since.",|cFFFFD200Vendor: |rTemel|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Faction: |rThe Ember Court - Revered|n|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3012,"Abandoned by its master in a secluded room, the little bat has been hibernating in stone for ages.",|cFFFFD200Treasure: |rRepaired Transport Mirror|n|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth
3013,What vile subtance is jiggling around inside of this creature?,|cFFFFD200Treasure:|r Strange Growth|n|cFFFFD200Zone:|r Maldraxxus|n
3014,"Hiding among the reeds near muck pools, juvenile mire creepers patiently waiting for easy prey to approach.",|cFFFFD200Pet Battle:|r Revendreth|n
3015,"Subsisting on the residual anima in the waste of the Endmire, these mire creepers are withering away, yet in their famished state they are doubly dangerous.",|cFFFFD200Pet Battle:|r Revendreth|n
3016,This particular tiny tree is infested with strange spores and doesn't seem to mind.,|cFFFFD200Vendor: |rCortinarius|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Faction: |rMarasmius - Friendly|n|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3017,"These saplings grow unnaturally quickly when given enough anima, and their leaves are razor sharp when fully grown.",|cFFFFD200Vendor: |rMaster Clerk Salorn|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3018,"As long as any fragment of this species is found and planted, it will regrow into the same magnificent species as it once was.",|cFFFFD200Covenant:|r Night Fae|n|cFFFFD200Zone:|r Ardenweald
3019,"Whatever you do, don't ask it to carry a bucket of water. We don't talk about what happened to that area of the Shadowlands.",|cFFFFD200Vendor: |rSpindlenose|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Faction: |rCourt of Night - Friendly|n|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3020,"This pet has tremendous airborne agility and will always land on its feet, even when flung by a home-made spring-loaded leaper-flinger.",|cFFFFD200Adventures:|r Shadowlands
3021,The latent energy found throughout Ardenweald's seeds sometimes augments small critters with unnatural abilities.,|cFFFFD200Pet Battle:|r Ardenweald|n
3022,These critters are capable of holding a tremendous amount of food in their cheeks for easy transportation between hiding spaces.,|cFFFFD200Treasure: |rFaerie Trove|n|cFFFFD200Zone: |rArdenweald
3023,"No one is quite sure where Reginald got his or her name, but what we do know is they don't answer to anything else.",|cFFFFD200Vendor: |rCortinarius|n|cFFFFD200Zone: |rArdenweald|n|cFFFFD200Faction: |rMarasmius - Friendly|n|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3024,"The skies may have scorched part of Revendreth, but persistent creatures are still able to exist in these harsh conditions.",|cFFFFD200Drop:|r Ashen Amalgamation|n|cFFFFD200Covenant Feature:|r Ember Court|n|cFFFFD200Covenant:|r Venthyr|n|cFFFFD200Zone:|r Revendreth
3025,Nobody knows why all of these skeletal hands are from the left hand. Where did the right hands go?,|cFFFFD200Treasure:|r Skeletal Hand Fragments|n|cFFFFD200Zone:|r Maldraxxus
3026,"Torghast is a tower of hardship and perpetual agony, which is a perfect environment for these creatures.",|cFFFFD200Drop:|r Torghast|n
3027,"Many have asked where these creatures came from, and how they made it to the Maw, but none that researched them have ever been heard from again.",|cFFFFD200Drop:|r Torghast|n|n
3028,"If a detached hand claps by itself inside of Torghast, can the Jailer hear it?",|cFFFFD200Drop:|r Torghast|n|n
3029,"The mysterious forces that animate this mobile mitt don't seem particularly evil, yet.",|cFFFFD200Drop:|r Torghast|n
3030,Sometimes it is best to leave what strange creature you found in a mysterious jar in the depths of Torghast alone.,|cFFFFD200Drop:|r Torghast|n
3032,Its teeth are razor sharp and will chew through just about anything.,|cFFFFD200Drop:|r Torghast|n
3033,These guardians of Torghast are always watching for suspicious activity.,|cFFFFD200Drop:|r Torghast|n|n
3034,"That eerie feeling you get when the shadows seem to shift and follow you isn't just a feeling, it's usually one of these.",|cFFFFD200Drop:|r Torghast|n
3035,"Poking a tiny gormlng in the side makes a very satisfying, squishy noise. It is NOT advisable to poke one too many times.",|cFFFFD200Drop: |rGormbore|n|cFFFFD200Zone: |rArdenweald
3036,"Remornia has been exposed to untold amounts of evil and sin, and will siphon power from any available source to fuel its desires.",|cFFFFD200Drop: |rSire Denathrius|n|cFFFFD200Zone: |rCastle Nathria
3037,"Staring at one of these creates a deep void of emotion at the very core of your being, then fills it with a sense of dread.",|cFFFFD200Drop: |rEternas the Tormentor|n|cFFFFD200Zone: |rThe Maw
3038,This species has a very distinct set of markings on its back that makes it easy to identify in the unending horrors of the Maw.,|cFFFFD200Drop:|r The Maw|n
3039,"Tiny flakes of skin seem to perpetually fall off of this horrible creature, leaving behind a trail and a very distinct, foul odor.",|cFFFFD200Drop:|r The Maw|n
3040,"The razor sharp claws will tear into anything with ease, making for an excellent emergency can opener.",|cFFFFD200Drop: |rSanngror the Torturer|n|cFFFFD200Zone: |rThe Maw
3041,"What horrors these eyes have seen in the tower of Torghast, with their unsleeping, unblinking gaze?",|cFFFFD200Achievement: |rTwisting Corridors: Layer 2|n|cFFFFD200Category: |rTorghast
3042,Plucking a feather from a steward is considered a sin worthy of a trip to Revendreth.,|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion
3043,"Though not very fuzzy, this slimy feline is still one of the most adorable things you've ever seen.",|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus|n
3044,"While young, they have an adorable face and cute little antennae. While grown up, they gain razor sharp pinchers and are unstoppable eating machines. Life is full of compromises.",|cFFFFD200Drop: |rTred'ova|n|cFFFFD200Zone: |rMists of Tirna Scithe|n|cFFFFD200Difficulty: |rMythic
3045,"This slime seems to change color the more you look at it, and then suddenly, it appears to be looking back at you. Perhaps it is time for a rest.",|cFFFFD200Treasure: |rPlaguefallen Chest|n|cFFFFD200Zone: |rMaldraxxus
3046,"Despite being decrepit and undead, geists move with exceptional speed and agility.",|cFFFFD200World Event: |rShadowlands Scourge Invasion|n|cFFFFD200Cost: |r20|Hcurrency:1754|h|TInterface\ICONS\Achievement_Reputation_ArgentCrusader.blp:0|t|h
3047,You got spinebugged!,|cFFFFD200Treasure: |rSpinebug|n|cFFFFD200Zone: |rMaldraxxus
3049,"Normally just a plain white in color, their skin reflects whatever they have eaten and gains wonderful spots of color depending on the organs digested.",|cFFFFD200Pet Battle: |rMaldraxxus
3050,"Legends say that if you see a bleak skitterer in your dreams, you are destined to battle one to the death.",|cFFFFD200Pet Battle: |rMaldraxxus
3051,"These slimy creatures make the strangest suction noises when they try to climb up a wall. This is a well-known fact in Maldraxxus, for obvious reasons.",|cFFFFD200Pet Battle: |rMaldraxxus
3052,"Toxic spores rain down wherever these creatures fly, turning small, unwary critters into a gruesome feast.",|cFFFFD200Pet Battle: |rMaldraxxus
3053,"A strange whelp hatched on Netherwing Ledge, it is thought to be blessed by the waning lunar energies of Shadowmoon Valley.",|cFFFFD200Blizzard's 30th Anniversary|r 
3054,"A good friend to Archivist Fane since his earliest days, Janeera is ready for him to let the quill go as she feels he is getting too attached.",|cFFFFD200Vendor: |rArchivist Janeera|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Faction: |rThe Avowed - Exalted|n|cFFFFD200Cost: |r1000|Hcurrency:1816|h|TInterface\ICONS\6BF_Blackrock_Nova.BLP:0|t|h
3061,"Stewards looking to move up in steward society know to fluff up their feathers, give out tons of juice, and always be hooting.",|cFFFFD200Vendor: |rZeleskos|n|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion
3062,Tales say that the stewards were created to aid the denizens of Bastion in their eternal duties. They don't seem to mind.,|cFFFFD200Drop: |rBastion|n|cFFFFD200Covenant: |rKyrian
3063,"Larion are prideful beasts, and see anyone that enters their territory as a challenge.",|cFFFFD200Drop: |rLarionrider Orstus|n|cFFFFD200Zone: |rBastion
3064,"When fully-grown, a larion that has grown up with an aspirant will never leave his or her master's side.",|cFFFFD200Drop:|r Supplies of the Ascended|n
3065,Young larions are often given to aspirants as an early test of compassion and leadership.,|cFFFFD200Drop:|r Courage|n|cFFFFD200Zone:|r Bastion|n
3066,"Lucy was sent to Revendreth, as all cats are, and somehow escaped. When questioned, local dredgers blamed it on her being a cat.",|cFFFFD200Drop:|r Dirty Glinting Object|n
3067,Spriggans are tricky foes that live in Ardenweald and torment the Night Fae. This one has decided to play the ultimate trick--joining you.,|cFFFFD200Achievement: |rFamily Exorcist|n|cFFFFD200Category: |rBattle
3068,,
3070,,
3071,,
3072,,
3073,,
3074,,
3075,,
3076,,
3077,,
3078,,
3079,The allegiances of the spriggan are as changing as the seasons.,|cFFFFD200Achievement: |rAbhorrent Adversaries of the Afterlife|n|cFFFFD200Category: |rBattle
3080,"Raised in the verdant groves of Ardenweald, these kits are infused with the essence of rebirth.",|cFFFFD200Pet Battle:|r Ardenweald|n
3081,These grubs consume anima-depleted materials of all types. They aren't picky.,|cFFFFD200Pet Battle: |rArdenweald
3082,The wings of this moth glitter like the starry skies above Ardenweald.,|cFFFFD200Pet Battle: |rArdenweald
3083,"For a pet that's all mouth, where does anything it eats go? Maldraxxus necromancers have dissected many of these pets, and have no answers.",|cFFFFD200Pet Battle: |rMaldraxxus
3089,,
3090,,
3091,,
3092,Squibbles is engineered to never leave your side.,|cFFFFD200Drop:|r Grummlepouch|n
3097,"Baubleworms are highly prized in the Veiled Market, where those featuring few gemstone flaws can fetch extreme prices.",|cFFFFD200Vendor: |rKeeper Ta'hult|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r10000|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3098,"The fields of battle teem with Lil'Abom parts, which are perfectly interchangable and easy to put back together.",|cFFFFD200Drop:|r Maldraxxus Maw Assault|n
3099,"Infused etherwyrms can be used as portable anima batteries, but they must be trained not to flee at the sight of combat.",|cFFFFD200Drop:|r Ardenweald Maw Assault|n|cFFFFD200Treasure: |rEtherwyrm Cage|n|cFFFFD200Zone: |rThe Maw|n
3100,"Dragons come in all types of temporal classification -- timeless, time-lost, and even infinite.",|cFFFFD200Vendor: |rHistorian Ma'di|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h
3101,"Sly snuck aboard for a trip into the Maw. He's not scared, he just really wants to stay in your backpack for a while.",|cFFFFD200Achievement: |rA Sly Fox|n|cFFFFD200Category: |rCollect
3102,A young animite will rapidly grow if fed in excess. It is suggested that no more than one average soul's worth of anima be consumed per year to keep them docile.,|cFFFFD200Pet Battle: |rKorthia
3103,The brilliant scales of the etherwyrm reflect the bright skies of Bastion.,|cFFFFD200Drop:|r Ascended War Chest|n|cFFFFD200Zone:|r The Maw
3104,The gemstones on a baubleworm will quickly deteriorate if the worm is killed. Healthy worms are kept as prized pets by wealthy Brokers.,|cFFFFD200Vendor: |rKeeper Ta'hult|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r1|Hitem:36812|h|TInterface\ICONS\INV_Misc_Gear_01.blp:0|t|h 1|Hitem:62072|h|TInterface\ICONS\INV_Staff_11.blp:0|t|h 1|Hitem:67410|h|TInterface\ICONS\INV_Stone_13.blp:0|t|h
3105,"Baubleworms were found by the Brokers on an unknown world, and so gorgeous were their gems, that quickly the expedition turned against one another.",|cFFFFD200Vendor: |rKeeper Ta'hult|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r1|Hitem:3300|h|TInterface\ICONS\INV_Gauntlets_02.blp:0|t|h 1|Hitem:3670|h|TInterface\ICONS\INV_Misc_Bone_01.blp:0|t|h 1|Hitem:6150|h|TInterface\ICONS\INV_Misc_Bandage_06.blp:0|t|h
3106,"Baubleworms have no natural predators, and grow their gemstones to attract mates.",|cFFFFD200Vendor: |rKeeper Ta'hult|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r1|Hitem:11406|h|TInterface\ICONS\INV_Misc_Pelt_Bear_Ruin_02.blp:0|t|h 1|Hitem:11944|h|TInterface\ICONS\INV_Boots_06.blp:0|t|h 1|Hitem:25402|h|TInterface\ICONS\INV_Hammer_16.blp:0|t|h
3107,"New species of murloc are discovered around Azeroth all the time, owing to their invasive nature and varied diet.",|cFFFFD200Quest: |rGurgl and the Bandit|n|cFFFFD200Zone: |rEye of Azshara
3108,"The Purrkin hunt the invasive skrats in the Veiled Market, keeping the population just high enough that they are still needed.","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market"
3109,Purrkins are a traditional pet of the Brokers and the two have a mutually beneficial relationship -- a necessity in Broker culture.,"|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market"
3110,"Gizmo is considered a perfect purrkin, perhaps the best that has ever existed. He is also a ruthless murderer of small critters.","|cFFFFD200Drop: |rP.O.S.T. Master|n|cFFFFD200Zone: |rTazavesh, the Veiled Market"
3111,"Skrats are poisonous, venomous, and unusually damp -- everything you want in a pet.","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market"
3112,"Skrats are an especially invasive species, in that they can reproduce with only a sole skrat, and consume almost anything.","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market"
3113,"One particular Broker has taken a liking to the skrat species, kept this rare specimin as a pet, and inherited the smell as a souvenir.","|cFFFFD200Zone:|r Tazavesh, the Veiled Market|n"
3114,"When you're a Maldraxxian stitchcrafter and you have to name a lot of abominations, sometimes you just go with the obvious choice.",|cFFFFD200Drop:|r War Chest of the Undying Army|n|cFFFFD200Zone:|r The Maw|n
3115,"Not quite alive, not quite dead, simply an arm, with no head.",|cFFFFD200Pet Battle: |rThe Maw
3116,"Gorm find a way to invade just about anywhere, and the Maw is no exception.",|cFFFFD200Drop:|r War Chest of the Wild Hunt|n|cFFFFD200Zone:|r The Maw
3117,"Though the spawn of a gorm queen lost within the Maw, this pet appears to be untainted by the Jailer's foul magics.","|cFFFFD200Drop: |rGralebboih
|cFFFFD200Zone: |rThe Maw"
3118,The nails of the mawrat can inflict one of several afterlife-ending illnesses.,|cFFFFD200Pet Battle: |rThe Maw
3119,"Fragments of souls abound in the Maw, searching for meaning, or an end to their torment. But some just want to give you a hand.",|cFFFFD200Pet Battle: |rThe Maw
3120,These ensorcelled gauntlets are used by the mawsworn to capture escaping prisoners.,|cFFFFD200Pet Battle: |rThe Maw
3121,"Struggle all you want, it will just grip harder.",|cFFFFD200Drop:|r The Maw|n
3122,There was once a mawsworn so vile that he was killed by his own minions. So great was his malice that a fragment of him lives on in this glove.,|cFFFFD200Drop: |rSoulrender Dormazain|n|cFFFFD200Zone: |rSanctum of Domination
3123,"A species of wild pest that exists within the Maw, no one is quite sure what it eats or why it exists, but they can't get rid of it.",|cFFFFD200Pet Battle: |rThe Maw
3124,"Every deathroach is technically considered vile, but these really take the cake.",|cFFFFD200Pet Battle: |rThe Maw
3125,See reflections on the water? There's more than darkness in the depths.,|cFFFFD200Drop: |rHelsworn Soulseeker|n|cFFFFD200Zone: |rThe Maw
3126,"These eyes were sent to slow and debilitate the wayward souls of the Maw, so that they could be more easily captured.","|cFFFFD200Pet Battle: |rKorthia, The Maw"
3127,"One of several indistinguishable pets, all named Chompy.",|cFFFFD200Visitor Daily: |rOozing with Character|n|cFFFFD200Zone: |rKorthia|n|n|cFFFFD200Visitor Daily: |rLocal Reagents|n|cFFFFD200Zone: |rKorthia
3128,"The Eye of the Jailer, diffused, is now merely an all-seeing magical bauble.",|cFFFFD200Drop: |rEye of the Jailer|n|cFFFFD200Zone: |rSanctum of Domination
3129,The rage Zovaal harbored for his punished existence echoes through the eye.,|cFFFFD200Drop: |rEye of the Jailer|n|cFFFFD200Zone: |rSanctum of Domination|n|cFFFFD200Difficulty: |rMythic
3130,The golden armor on these mawsworn is flimsy and easily bent -- the gilded armor is a punishment.,"|cFFFFD200Drop:|r Adamant Vaults|n|cFFFFD200Zone:|r Torghast, Tower of the Damned|n"
3131,"The Sanctum of Domination accepts mawsworn of all shapes, sizes, and levels of corporeality.",|cFFFFD200Drop: |rKel'Thuzad|n|cFFFFD200Zone: |rSanctum of Domination
3132,"A ruthless tormenter of the smallest souls. Some say he was known in life as ""Thermaplugg.""","|cFFFFD200Achievement: |rMany, Many Things|n|cFFFFD200Category: |rTorghast"
3133,"Rook never speaks, and little about them is known.",|cFFFFD200Drop:|r Mysterious Gift from Ve'nari|n|cFFFFD200Zone:|r The Maw
3134,You have never met a pet that is more about chewing.,|cFFFFD200Pet Battle: |rKorthia
3135,"The garnetgullet rolls in bright red flowers to enhance its color, serving as a call to similar species and a warning to enemies.",|cFFFFD200Pet Battle: |rKorthia
3136,"With Korthia torn asunder by the Jailer, the few species that remain must be archived.",|cFFFFD200Drop: |rZelnithop|n|cFFFFD200Zone: |rKorthia
3137,"The hide color of this species is more rare on Korthia, and helps it hide from predators. And mawsworn, in this case.",|cFFFFD200Drop:|r Death's Advance Supplies|n|cFFFFD200Zone:|r Korthia
3138,"A domesticated species, it is quite calm and seems hungry.",|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Faction: |rDeath's Advance - Honored|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h 1500|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h
3139,"Devourers exist throughout the In-Between of various types and levels of power, but always seeking anima.",|cFFFFD200Pet Battle: |rKorthia
3140,"It only has two teeth, and they both mean business.",|cFFFFD200Drop:|r Supplies of the Archivists' Codex|n|cFFFFD200Zone:|r Korthia
3141,"Corpsefly eggs end up everywhere in Maldraxxus, and are easily transported accidentally.",|cFFFFD200Pet Battle:|r Korthia|n
3153,"Blinky just hatched, and is ready for adventure, but may need a few naps along the way.",|cFFFFD200In-Game Shop|r|n
3155,,
3156,,
3158,,
3169,"One part focus, one part core, zero parts coherent or stable shape.",|cFFFFD200Profession:|r Protoform Synthesis|n
3170,The core of a song that all but faded long ago.,|cFFFFD200Profession:|r Protoform Synthesis|n
3171,"It could become anything. It could become *everything*. In the meantime, it's... this.",|cFFFFD200Profession:|r Protoform Synthesis
3172,"It's hard to be sure since it has no face, but this thing seems to like you.",|cFFFFD200Treasure: |rEphemera Orb|n|cFFFFD200Zone: |rZereth Mortis
3173,The signature song of the bufonid croaker can be heard across vast distances.,|cFFFFD200Pet Battle:|r Zereth Mortis|n
3174,"One part facial sphere, one part cube manufactory, one part successful curiosity.",|cFFFFD200Profession:|r Protoform Synthesis|n
3175,"Hatch-queen of the baby murlocs, Murkastrasza spent many years battling her bitter rival, Deathy.",|cFFFFD200Promotion:|r Dragonflight Heroic Edition|n
3176,"Only newly synthesized tunneling vombata have been seen. The rest are probably happily digging underground, never to be seen again.",|cFFFFD200Profession:|r Protoform Synthesis|n
3177,"A drakonid hatchling is a curious sight, but now is the time for curious things.",|cFFFFD200Promotion: Dragonflight Base Edition|r 
3178,"One part beak, two parts wings, one part inability to stop, one part unwillingness to stop.",|cFFFFD200Profession: |rProtoform Synthesis|n
3179,"One part rocks, two parts bigger rocks, three parts smaller rocks, one part ability to move anyway.",|cFFFFD200Profession:|r Protoform Synthesis|n
3180,Some of the more adventurous denizens of Zereth Mortis consider venomous bufonids to be a delicacy.,|cFFFFD200Pet Battle:|r Zereth Mortis|n
3181,"One part slippery skin, one part powerful legs, one part vocal sac, one part complete self-acceptance.",|cFFFFD200Profession:|r Protoform Synthesis|n
3188,,
3189,"One part duplication, two parts duplication, four parts duplication... oops.",|cFFFFD200Profession:|r Protoform Synthesis
3190,Some leporids are docile and cute. Others are... still cute.,|cFFFFD200Pet Battle: |rZereth Mortis
3191,Some of the more timid leporids live deep underground. They emerge only to gather food before returning to their burrows.,|cFFFFD200Pet Battle: |rZereth Mortis
3196,"While larger proto avians are known to feed on small animals, fledglings mostly eat insects and grubs.",|cFFFFD200Pet Battle: |rZereth Mortis
3197,"One part gills, one part haste, one part whatever it needs to be.",|cFFFFD200Profession:|r Protoform Synthesis|n
3200,"The distinctive red coloration of scarlet proto avians makes it difficult for them to hide from predators, which ironically means they're very hard to find.",|cFFFFD200Pet Battle: |rZereth Mortis
3201,Eight parts legs. Eight parts eyes. One part rope. One part insatiable hunger.,|cFFFFD200Profession:|r Protoform Synthesis|n
3202,"Some tarachnids prefer to lie in wait for their prey. These prefer to chase it, disable it, and devour it whole.",|cFFFFD200Pet Battle: |rZereth Mortis
3203,"When prey wanders into this creature's reach, it rarely wanders out.",|cFFFFD200Pet Battle: |rZereth Mortis
3204,One part shell. One part claw. As many parts resilience as need be.,|cFFFFD200Profession: |rProtoform Synthesis
3205,Some of the smaller scarabids of Zereth Mortis have metallic outer shells to protect themselves. It also makes them look fabulous.,|cFFFFD200Pet Battle: |rZereth Mortis
3206,"This scarabid's brightly colored shell makes it more interesting to potential mates. Unfortunately, this also makes them interesting to potential predators.",|cFFFFD200Pet Battle: |rZereth Mortis
3207,"Three parts planning, one part danger, one part noodle.",|cFFFFD200Profession:|r Protoform Synthesis|n
3208,The distinctive red coloration of these viperids serves as a warning to potential predators: 'eat at your own risk!',|cFFFFD200Pet Battle: |rZereth Mortis
3209,Where does a 350-pound viperid sit? Anywhere it wants.,|cFFFFD200Pet Battle: |rZereth Mortis
3210,"Viperids can sit still for hours, silently awaiting their prey.",|cFFFFD200Pet Battle: |rZereth Mortis
3211,"Two parts wings, one part dagger, five parts sadism.",|cFFFFD200Profession:|r Protoform Synthesis|n
3212,"Whether in life or the afterlife, some things are universal. Nasty blood-sucking insects are one of those things.",|cFFFFD200Pet Battle: |rZereth Mortis
3213,"Despite its vulnerable appearance, predators will often avoid attacking a juvenile vombata. It's not known exactly why, but many believe it has to do with the vombata's cute little nose.",|cFFFFD200Pet Battle: |rZereth Mortis
3214,"There are many terrifying things in Zereth Mortis, but none so terrifying (or adorable) as a vombata protecting its young.",|cFFFFD200Pet Battle: |rZereth Mortis
3215,"No one in their right mind has ever seen a Mawtouched Geomental. Even so, plenty of people have seen Mawtouched Geomentals.",|cFFFFD200Pet Battle: |rZereth Mortis
3216,The ambystan snapper is one of the nicest creatures you can meet in Zereth Mortis... until it isn't.,|cFFFFD200Pet Battle: |rZereth Mortis
3217,"Most of Zereth Mortis' aurelids are content to swim, but some are born to fly!",|cFFFFD200Pet Battle: |rZereth Mortis
3218,Nobody calls this poultrid 'chicken.',|cFFFFD200Pet Battle: |rZereth Mortis
3219,"When confronted, helicids will hide in their heavily armored shells. If provoked further, they will lash out with devastating force.",|cFFFFD200Pet Battle: |rZereth Mortis
3220,"Two parts wings, one part beak, two parts talon, one part smugness.",|cFFFFD200Profession:|r Protoform Synthesis
3221,This tiny tormentor of Torghast relishes in punishing any soul in the tower that can't step on it.,|cFFFFD200Achievement: |rThe Jailer's Gauntlet: Layer 1|n|cFFFFD200Category: |rTorghast
3222,Isn't she just the sweetest little helicid?,|cFFFFD200Profession: |rProtoform Synthesis
3223,"Ambystans are swift but cowardly creatures. At the first hint of danger, a darter will hide in the nearest hole.",|cFFFFD200Profession: |rProtoform Synthesis
3224,The red coloring on this scarabid lets potential opponents know it is not to be trifled with.,|cFFFFD200Profession: |rProtoform Synthesis
3225,"These poultrids are hostile, but never angry. They love every moment of every battle.",|cFFFFD200Profession: |rProtoform Synthesis
