ID,OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang
128997,,,+$ev1 $en1 when crafting Cloth Armor.
128998,Mantles,,"Specialize in tailoring cloth Shoulder armors, gaining +$ev1 $en1 per point in this Specialization."
128999,,,+$ev1 $en1 when crafting Cloth Armor.
129000,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.
129001,,,Learn to use Optional Reagents to upgrade item level on most Cloth Armor.
129002,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
129003,,,Learn to add Embroidery Thread Finishing Reagents to Cloaks.
129004,,,+$ev1 $en1 when crafting Cloth Back Armor.
129005,,,+$ev1 $en1 when crafting Cloth Back Armor.
129006,Making a Statement,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
129007,,,Learn to craft $@spellname376510.
129008,,,+$ev1 $en1 when crafting Cloth Leg Armor.
129009,,,Learn to add Embroidery Thread Finishing Reagents to Head armor.
129010,,,+$ev1 $en1 when crafting Cloth Head Armor.
129011,,,+$ev1 $en1 when crafting Cloth Head Armor.
129012,Leggings,,
129013,,,Learn to craft $@spellname376510.
129014,,,+$ev1 $en1 when crafting Cloth Chest Armor.
129015,,,Learn to add Embroidery Thread Finishing Reagents to Feet.
129016,,,+$ev1 $en1 when crafting Cloth Feet Armor.
129017,,,+$ev1 $en1 when crafting Cloth Feet Armor.
129018,Robes,,
129019,,,Learn to craft $@spellname376510.
129020,,,+$ev1 $en1 when crafting Chest and Leg Armor.
129021,,,Learn to add Embroidery Thread Finishing Reagents to Hands.
129022,,,+$ev1 $en1 when crafting Cloth Hand Armor.
129023,,,+$ev1 $en1 when crafting Cloth Hand Armor.
129024,,,+$ev1 $en1 when crafting Cloth Hand Armor.
129025,,,Learn to craft $@spellname376510.
129026,Gloves,,"Specialize in tailoring cloth Hand armors, gaining +$ev1 $en1 per point in this Specialization."
129027,,,"- Learn the final sub-specialization.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
129028,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces.|n|n- $ev1 $en2 when crafting Hand, Feet, Head, and Back pieces."
129029,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back armor."
129030,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces.|n|n- $ev1 $en2 when crafting Hand, Feet, Head, and Back pieces."
129031,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
129032,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back armor."
129033,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
129034,Weathering Wear,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
129035,Belts,,
129036,Armbands,,
129037,Mantles,,
129038,Making a Statement,,
129039,Leggings,,
129040,Robes,,
129041,Weighted Garments,,
129042,Cloaks,,
129043,Hats,,
129044,Footwear,,
129045,Gloves,,
129046,Weathering Wear,,
129047,Threads of Devotion,,Specialize in crafting a broad range of equipment necessary for your adventures in Khaz Algar.
129048,,,Learn to add Embroidery Thread Finishing Reagents to Cloaks.
129049,,,+$ev1 $en1 when crafting Cloth Back Armor.
129050,,,+$ev1 $en1 when crafting Cloth Back Armor.
129051,,,+$ev1 $en1 when crafting Cloth Back Armor.
129052,,,Learn to craft $@spellname376510.
129053,Cloaks,,"Specialize in tailoring cloth Back armors, gaining +$ev1 $en1 per point in this Specialization."
129054,,,Learn to add Embroidery Thread Finishing Reagents to Head armor.
129055,,,+$ev1 $en1 when crafting Cloth Head Armor.
129056,,,+$ev1 $en1 when crafting Cloth Head Armor.
129057,,,+$ev1 $en1 when crafting Cloth Head Armor.
129058,,,Learn to craft $@spellname376510.
129059,Hats,,"Specialize in tailoring cloth Head armors, gaining +$ev1 $en1 per point in this Specialization."
129060,,,Learn to add Embroidery Thread Finishing Reagents to Feet.
129061,,,+$ev1 $en1 when crafting Cloth Feet Armor.
129062,,,+$ev1 $en1 when crafting Cloth Feet Armor.
129063,,,+$ev1 $en1 when crafting Cloth Feet Armor.
129064,,,Learn to craft $@spellname376510.
129065,Footwear,,"Specialize in tailoring cloth Feet armors, gaining +$ev1 $en1 per point in this Specialization."
129066,,,Learn to add Embroidery Thread Finishing Reagents to Hands.
129067,,,+$ev1 $en1 when crafting Cloth Hand Armor.
129068,,,+$ev1 $en1 when crafting Cloth Hand Armor.
129069,,,+$ev1 $en1 when crafting Cloth Hand Armor.
129070,,,Learn to craft $@spellname376510.
129071,Gloves,,"Specialize in tailoring cloth Hand armors, gaining +$ev1 $en1 per point in this Specialization."
129072,,,"- Learn the final sub-specialization.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
129073,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces.|n|n- $ev1 $en2 when crafting Hand, Feet, Head, and Back pieces."
129074,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back armor."
129075,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces.|n|n- $ev1 $en2 when crafting Hand, Feet, Head, and Back pieces."
129076,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
129077,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back armor."
129078,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
129079,Weathering Wear,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
129080,,,Learn to add Embroidery Thread Finishing Reagents to Waist armor.
129081,,,+$ev1 $en1 when crafting Cloth Waist Armor.
129082,,,+$ev1 $en1 when crafting Cloth Waist Armor.
129083,,,+$ev1 $en1 when crafting Cloth Waist Armor.
129084,,,Learn to craft $@spellname376510.
129085,Belts,,"Specialize in tailoring cloth Waist armors, gaining +$ev1 $en1 per point in this Specialization."
129086,,,Learn to add Embroidery Thread Finishing Reagents to Wrist armor.
129087,,,+$ev1 $en1 when crafting Cloth Wrist Armor.
129088,,,+$ev1 $en1 when crafting Cloth Wrist Armor.
129089,,,+$ev1 $en1 when crafting Cloth Wrist Armor.
129090,,,Learn to craft $@spellname376510.
129091,Armbands,,"Specialize in tailoring cloth Wrist armors, gaining +$ev1 $en1 per point in this Specialization."
129092,,,Learn to add Embroidery Thread Finishing Reagents to Shoulder armor.
129093,,,+$ev1 $en1 when crafting Cloth Shoulder Armor.
129094,,,+$ev1 $en1 when crafting Cloth Shoulder Armor.
129095,,,+$ev1 $en1 when crafting Cloth Shoulder Armor.
129096,,,Learn to craft $@spellname376510.
129097,Mantles,,"Specialize in tailoring cloth Shoulder armors, gaining +$ev1 $en1 per point in this Specialization."
129098,,,"- Learn the final sub-specialization.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
129099,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces.|n|n- $ev1 $en2 when crafting Waist, Shoulder, and Wrist pieces."
129100,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces.|n|n- $ev1 $en2 when crafting Waist, Shoulder, and Wrist pieces."
129101,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
129102,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces.|n|n- $ev1 $en2 when crafting Waist, Shoulder, and Wrist pieces."
129103,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
129104,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
129105,Making a Statement,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
129106,,,Learn to add Embroidery Thread Finishing Reagents to Leg armor.
129107,,,+$ev1 $en1 when crafting Cloth Leg Armor.
129108,,,+$ev1 $en1 when crafting Cloth Leg Armor.
129109,,,+$ev1 $en1 when crafting Cloth Leg Armor.
129110,,,Learn to craft $@spellname376510.
129111,Leggings,,
129112,,,Learn to add Embroidery Thread Finishing Reagents to Chest armor.
129113,,,+$ev1 $en1 when crafting Cloth Chest Armor.
129114,,,+$ev1 $en1 when crafting Cloth Chest Armor.
129115,,,+$ev1 $en1 when crafting Cloth Chest Armor.
129116,,,Learn to craft $@spellname376510.
129117,Robes,,
129118,,,
129119,,,+$ev1 $en1 when crafting Chest and Leg Armor.
129120,,,+$ev1 $en1 when crafting Chest and Leg Armor.
129121,,,+$ev1 $en1 when crafting Chest and Leg Armor.
129122,,,+$ev1 $en1 when crafting Chest and Leg Armor.
129123,,,+$ev1 $en1 when crafting Chest and Leg Armor.
129124,,,- Learn a sub-specialization of your choice.-|n|n Learn to use Optional Reagents to specify the secondary stats on many Chest and Leg Armor pieces.
129125,Weighted Garments,,"Improve at tailoring the major aspects of an outfit such as Chest and Leg pieces of armor, gaining +$ev1 $en1 per point in this Specialization."
129126,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.|n|n-+$ev2 $en2 when crafting Cloth Armor.
129127,,,+$ev1 $en1 when crafting Cloth Armor.
129128,,,+$ev1 $en1 when crafting Cloth Armor.
129129,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.
129130,,,+$ev1 $en1 when crafting Cloth Armor.
129131,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.
129132,,,Learn to use Optional Reagents to upgrade item level on most Cloth Armor.
129133,Threads of Devotion,,"Devote your Tailoring Knowledge towards Cloth Armor to take on the most power foes in Khaz Algar, gaining +$en1 $ev1 per point in this Specialization."
129134,Cloaks,,
129135,Hats,,
129136,Footwear,,
129137,Gloves,,
129138,Weathering Wear,,
129139,Belts,,
129140,Armbands,,
129141,Mantles,,
129142,Making a Statement,,
129143,Leggings,,
129144,Robes,,
129145,Weighted Garments,,
129146,Threads of Devotion,,Specialize in crafting a broad range of equipment necessary for your adventures in Khaz Algar.
129269,,,You may now apply enchanted crests to increase the power of your crafted goggles.
129270,,,Reduces the cost of concentration by $ev1% when crafting goggles.
129271,,,You may now apply Safety Components when crafting goggles to enhance tinker functionality.
129272,,,Allows you to use Artisan's Authenticity finishing reagents when crafting goggles.
129273,,,You may now use Cogwheels when crafting goggles to determine their secondary stat.
129274,,,Gain +$ev1 $en1 when crafting goggles.
129275,,,You may now discover engineering goggle recipes from Comprehensibly Organized Ideas.|n|nVisit your local Engineering trainer to learn the schematic for goggles of your armor type.
129276,Goggles,,Gain +$ev1 $en1 when crafting goggles per point in this specialization.
129277,,,Gain +$ev1 $en1 when crafting profession equipment.
129278,,,Reduces the cost of concentration by $ev1% when crafting profession equipment.
129279,,,"Whenever you craft profession equipment for other professions, you may impulsively remove a few ""unnecessary"" parts in the form of scrap. None will be the wiser."
129280,,,Allows you to use Artisan's Authenticity finishing reagents when crafting profession equipment.
129281,,,You can now use Missives when crafting profession tools to determine their crafting stats.
129282,,,Gain +$ev1 $en1 when crafting profession equipment.
129283,,,You can now learn advanced profession equipment recipes from studying scribbled notes.
129284,Profession Gear,,Gain +$ev1 $en1 when crafting profession equipment per point in this specialization.
129285,,,Gain +$ev1 $en1 when crafting goggles and profession equipment.
129286,,,Learn the final sub-specialization.
129287,,,Allows you to use Spare Parts finishing reagents when crafting goggles and profession equipment.
129288,,,Learn a sub-specialization of your choice.
129289,,,Gain +$ev1 $en1 when crafting goggles and profession equipment.
129290,Inventor's Necessities,,Gain +$ev1 $en1 when crafting goggles and profession equipment per point in this specialization.
129291,,,You may now apply enchanted crests to increase the power of your crafted bracers.
129292,,,Reduces the cost of concentration by $ev1% when crafting bracers.
129293,,,You may now apply Safety Components when crafting bracers to enhance tinker functionality.
129294,,,Allows you to use Artisan's Authenticity finishing reagents when crafting bracers.
129295,,,You may now use Cogwheels when crafting bracers to determine their secondary stat.
129296,,,Gain +$ev1 $en1 when crafting bracers.
129297,,,You may now discover engineering bracer recipes from Comprehensibly Organized Ideas.|n|nVisit your local Engineering trainer to learn the schematic for bracers of your armor type.
129298,Bracers,,Gain +$ev1 $en1 when crafting bracers per point in this specialization.
129299,,,You may now apply enchanted crests to increase the power of your crafted guns.
129300,,,Reduces the cost of concentration by $ev1% when crafting guns.
129301,,,You can now apply Embellishments to your crafted guns to give them powerful effects.
129302,,,Allows you to use Artisan's Authenticity finishing reagents when crafting guns.
129303,,,You can now use Missives when crafting guns to determine their secondary stats.
129304,,,Gain +$ev1 $en1 when crafting guns.
129305,,,"Learn how to craft $@spellname447352, an impressive gun that can be embellished once further specialized."
129306,Guns,,Gain +$ev1 $en1 when crafting guns per point in this specialization.
129307,,,Gain +$ev1 $en1 when crafting guns and bracers.
129308,,,Learn the final sub-specialization.
129309,,,Allows you to use Spare Parts finishing reagents when crafting guns and bracers.
129310,,,Learn a sub-specialization of your choice.
129311,,,Gain +$ev1 $en1 when crafting guns and bracers.
129312,Calibrated Chaos,,Gain +$ev1 $en1 when crafting guns and bracers per point in this specialization.
129313,,,"Learn how to craft $@spellname447333, an impressive tool for engineers like you!"
129314,,,Gain +$ev1 $en1 when crafting equipment of all sorts.
129315,,,Learn the final sub-specialization.
129316,,,Gain +$ev1 $en1 when crafting equipment of all sorts.
129317,,,Gain +$ev1 $en1 when crafting equipment of all sorts.
129318,,,Gain +$ev1 $en1 when crafting equipment of all sorts.
129319,,,Learn a sub-specialization of your choice.
129320,,,Gain +$ev1 $en1 when crafting equipment of all sorts.
129321,,,Gain +$ev1 $en1 when crafting equipment of all sorts.
129322,Engineered Equipment,,Specialize in the creation of equipment used in all sorts of situations. Gain +$ev1 $en1 to your crafted equipment per point in this specialization.
129323,Goggles,,
129324,Profession Gear,,
129325,Inventor's Necessities,,
129326,Bracers,,
129327,Guns,,
129328,Calibrated Chaos,,
129329,Engineered Equipment,,Create marvels of Algari engineering to be utilized in both combat and tradeskills alike!
129330,,,"You now listen for the whirring of tinker cooling units instead of melting their circuits, increasing their success chance by 7%.|n|nYour level of caution is now equivalent to the benefits provided by the Recalibrated Safety Switch component and no longer need to depend on it for optimal success chance."
129331,,,Gain +$ev1 $en1 when crafting tinkers.
129332,,,"You now glance at your tinker control panels instead of pressing random buttons, increasing their success chance by 5%."
129333,,,Gain +$ev1 $en1 when crafting tinkers.
129334,,,"You now think twice before using your tinkers, increasing their success chance by 3%."
129335,,,Gain +$ev1 $en1 when crafting tinkers.
129336,,,Using Tinkers has a chance to grant scrap.
129337,Tinkers,,Specialize in the creation of tinkers! Gain +$ev1 $en1 to Tinkers per point in this specialization.
129338,,,Learn how to craft $@spellname447374 which allows you to create a box full of random explosives once a day.
129339,,,Gain +$ev1 $en1 when crafting explosives.
129340,,,Gain +$ev1 $en1 when crafting explosives.
129341,,,"Using a suspicious technique, you have a chance to not consume a potion bomb when throwing them."
129342,,,Gain +$ev1 $en1 when crafting explosives.
129343,,,Gain +$ev1 $en1 when crafting explosives.
129344,,,Using Explosives has a chance to grant scrap.
129345,Explosives,,Specialize in the creation of explosives! Gain +$ev1 $en1 to Explosives per point in this specialization.
129346,,,"Gain +$ev1 $en1 to gadgets, gizmos, devices, and other miscellaneous crafts."
129347,,,"Increase the yield of Resourcefulness by $ev1% for gadgets, gizmos, devices, and other miscellaneous crafts."
129348,,,Learn the final sub-specialization.
129349,,,"Gain +$ev1 $en1 to gadgets, gizmos, devices, and other miscellaneous crafts."
129350,,,"Enable the use of Finishing Reagents when crafting gadgets, gizmos, devices, and other miscellaneous crafts."
129351,,,"Gain +$ev1 $en1 to gadgets, gizmos, devices, and other miscellaneous crafts."
129352,,,Learn a sub-specialization of your choice.
129353,,,"Gain +$ev1 $en1 to gadgets, gizmos, devices, and other miscellaneous crafts."
129354,,,You now often recover scrap when using your devices.
129355,Devices,,"Specialize in the creation of devices of all sorts! Gain +$ev1 $en1 to gadgets, gizmos, devices, and other miscellaneous creations per point in this specialization."
129356,Tinkers,,
129357,Explosives,,
129358,Devices,,"Specialize in the complexities of your own devices to use them with minimal risk to your own wellbeing, and maximum risk to the wellbeing of your foes."
129359,,,You may now sometimes find certain refurbished tinkers from the Dragon Isles when you $@spellname447310. These tinkers have been reconfigured with Algari circuitry to be compatible with modern equipment.
129360,,,Gain +$ev1 $en1 toward all Engineering crafts.
129361,,,Maximum scrap yield from all sources is increased by $ev2.
129362,,,Gain +$ev1 $en1 toward all Engineering crafts.
129363,,,Maximum scrap yield from all sources is increased by $ev2.
129364,,,Gain +$ev1 $en1 toward all Engineering crafts.
129365,,,You may now sometimes find lost engineering toys from the Dragon Isles when you $@spellname447310.
129366,Scrapper,,Gain +$ev1 $en1 toward all Engineering crafts per point in this specialization.
129367,,,Gain +$ev1 $en1 toward this particular part.
129368,,,Increases the yield of resourcefulness when crafting this particular part by $ev1%.
129369,,,Learn how to create $@spellname447355.
129370,Impeccable Cogwheel,,Master the creation of $@spellname447355 by gaining +$ev1 $en1 toward this particular part per point in this specialization.
129371,,,Gain +$ev1 $en1 toward this particular part.
129372,,,Increases the yield of resourcefulness when crafting this particular part by $ev1%.
129373,,,Learn how to create $@spellname447356.
129374,Adjustable Cogwheel,,Master the creation of $@spellname447356 by gaining +$ev1 $en1 toward this particular part per point in this specialization.
129375,,,Gain +$ev1 $en1 toward this particular part.
129376,,,Increases the yield of resourcefulness when crafting this particular part by $ev1%.
129377,,,Learn how to create $@spellname447353.
129378,Serrated Cogwheel,,Master the creation of $@spellname447353 by gaining +$ev1 $en1 toward this particular part per point in this specialization.
129379,,,Gain +$ev1 $en1 toward this particular part.
129380,,,Increases the yield of resourcefulness when crafting this particular part by $ev1%.
129381,,,Learn how to create $@spellname447354.
129382,Overclocked Cogwheel,,Master the creation of $@spellname447354 by gaining +$ev1 $en1 toward this particular part per point in this specialization.
129383,,,Crafting Parts can now sometimes result in spare scrap. You never know when it might come in handy!
129384,,,Learn the final sub-specialization.
129385,,,Gain +$ev1 $en1 when crafting Parts.
129386,,,Learn a sub-specialization of your choice.
129387,,,Allows you to use finishing reagents of all sorts when crafting Parts.
129388,,,Learn a sub-specialization of your choice.
129389,,,Gain +$ev1 $en1 when crafting Parts.
129390,,,Learn a sub-specialization of your choice.
129391,,,"When you $@spellname447311, you now have a chance to recover components used to craft the Crowd Pummeler 2-30."
129392,Parts,,An invention is only as good as the quality of its parts. Gain +$ev1 $en1 when creating Parts to further improve your ability to make your aspirations real.
129393,,,Reduces concentration costs on all Engineering crafts by $ev1%.
129394,,,Gain +$ev1 $en1 toward all Engineering crafts.
129395,,,Increases the rate you can rummage and pilfer by 50%.
129396,,,"Whenever you $@spellname447312, gain $@spellname452519 which increases Multicraft, Resourcefulness, and Ingenuity by $ev1 for $ev2 hours."
129397,,,Gain +$ev1 $en1 toward all Engineering crafts.
129398,,,Gain +$ev1 $en1 toward all Engineering crafts.
129399,,,Reduces concentration costs on all Engineering crafts by $ev1%.
129400,Ingenious,,Gain +$ev1 $en1 toward all Engineering crafts per point in this specialization.
129401,,,"Whenever you $@spellname447312, you may acquire Hastily Scribbled Notes, Piles of Rusted Scrap, and spare parts to put towards other inventions."
129402,,,Gain +$ev1 $en1 toward all Engineering crafts.
129403,,,Learn the final sub-specialization.
129404,,,Gain +$ev1 $en1 toward all Engineering crafts.
129405,,,Learn a sub-specialization of your choice.
129406,,,Gain +$ev1 $en1 toward all Engineering crafts.
129407,,,Learn a sub-specialization of your choice.
129408,,,Gain +$ev1 $en1 toward all Engineering crafts.
129409,,,Reduces concentration costs on all Engineering crafts by $ev1%.
129410,Inventing,,Expand your innovative mind by elevating the science of inventing to new heights. Gain +$ev1 $en1 toward all Engineering crafts.
129411,Scrapper,,
129412,Impeccable Cogwheel,,
129413,Adjustable Cogwheel,,
129414,Serrated Cogwheel,,
129415,Overclocked Cogwheel,,
129416,Parts,,
129417,Ingenious,,
129418,Inventing,,Specialize in the sciences of destructive construction to improve your ability to invent new gadgets and your technique with Engineering generally.
129455,,,Gain +$ev1 $en1 and +$ev2 $en2 when unraveling and weaving cloth.
129456,,,Gain +$ev1 $en1 and +$ev2 $en2 when unraveling and weaving cloth.
129457,,,Gain +$ev1 $en1 and +$ev2 $en2 when unraveling and weaving cloth.
129458,,,Gain +$ev1 $en1 when unraveling and weaving cloth.
129459,,,Gain +$ev1 $en1 when weaving cloth.
129460,,,Gain +$ev1 $en1 when unraveling and weaving cloth.
129461,,,Gain +$ev1 $en1 when weaving cloth.
129462,Weaving and Unraveling,,Become and expert at unraveling cloth into spools of various threads. Gain +$ev1 $en1 per point in this specialization.
129463,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting spellthread.
129464,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting spellthread.
129465,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting spellthread.
129466,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting spellthread.
129467,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting spellthread.
129468,,,Gain +$ev1 $en1 when crafting spellthread.
129469,,,Learn to craft $@spellname446999.
129470,Spellthread,,Become an expert at spinning powerful spellthreads used on legwear. Gain +$ev1 $en1 per point in this specialization.
129471,,,Gain +$ev1 $en1 and Multicraft yields 50% additional resources when crafting polishing cloth.
129472,,,Gain +$ev1 $en1 and $ev2 $en2 when crafting polishing cloth.
129473,,,Gain +$ev1 $en1 and $ev2 $en2 when crafting polishing cloth.
129474,,,Gain +$ev1 $en1 when crafting polishing cloth.
129475,,,Gain +$ev1 $en1 when crafting polishing cloth.
129476,,,Gain +$ev1 $en1 when crafting polishing cloth.
129477,,,Learn to craft $@spellname446995.
129478,Additional Embroidery,,"Become an expert at crafting optional threads used in completing the best crafts, gaining +$ev1 $en1 per point in this specialization."
129479,,,Gain +$ev1 $en1 when crafting speciality items and reagents.|n|nCloth from humanoids will sometimes drop at Quality 3 (|A:Professions-ChatIcon-Quality-Tier3:20:20|a).
129480,,,Learn to craft $@spellname454431 and use Finishing Reagents to improve your speciality item crafts.
129481,,,Gain +$ev1 $en1 when crafting specialty items and reagents and learn the final sub-specialization.
129482,,,Gain +$ev1 $en1 when crafting speciality items and reagents.|n|nCloth from humanoids will sometimes drop at Quality 2 (|A:Professions-ChatIcon-Quality-Tier2:20:20|a).
129483,,,Gain +$ev1 $en1 when crafting specialty items and reagents and learn a sub-specialization of your choice.
129484,,,Gain +$ev1 $en1 when crafting specialty items and reagents.
129485,,,Gain +$ev1 $en1 when crafting specialty items and reagents and learn a sub-specialization of your choice.
129486,Quality Fabric,,"Improve in the more specialized aspects of tailoring, including the creation of various reagents and specialty items. Gain +$ev1 $en1 per point in this specialization."
129487,Weaving and Unraveling,,
129488,Spellthread,,
129489,Additional Embroidery,,
129490,Quality Fabric,,"Specialize in the techniques necessary to become an expert at unraveling various pieces of cloth, weaving that cloth into bolts, and embroidering various items. "
129491,,,Multicraft grants up to +25% additional goods when crafting Tailoring Patterns.
129492,,,Gain +$ev1 $en1 when making Tailoring goods.
129493,,,Multicraft grants up to +25% additional goods when crafting Tailoring Patterns.
129494,,,Gain +$ev1 $en1 when making Tailoring goods.
129495,,,Multicraft grants up to +25% additional goods when crafting Tailoring Patterns.
129496,,,Gain +$ev1 $en1 when making Tailoring goods.
129497,,,Multicraft grants up to +25% additional goods when crafting Tailoring Patterns.
129498,Less is More,,"Learn to craft more with less resources, gaining +$ev1 $en1 per point in this specialization."
129499,,,Resourcefulness saves $ev1% additional reagents when crafting cloth goods.
129500,,,Gain +$ev1 $en1 when crafting cloth goods.
129501,,,Resourcefulness saves $ev1% additional reagents when crafting cloth goods.
129502,,,Gain +$ev1 $en1 when crafting cloth goods.
129503,,,Resourcefulness saves $ev1% additional reagents when crafting cloth goods.
129504,,,Gain +$ev1 $en1 when crafting cloth goods.
129505,,,Resourcefulness saves $ev1% additional reagents when crafting cloth goods.
129506,Extra Threads,,Learn to spare more and more thread gaining +$ev1 $en1 per point in this specialization.
129507,,,Ingenuity refunds 20% additional Concentration when crafting cloth goods.
129508,,,Gain +$ev1 $en1 when making Tailoring goods.
129509,,,Ingenuity refunds +$ev1% additional Concentration when crafting cloth goods.
129510,,,Gain +$ev1 $en1 when making Tailoring goods.
129511,,,Ingenuity refunds +$ev1% additional Concentration when crafting cloth goods.
129512,,,Gain +$ev1 $en1 when making Tailoring goods.
129513,,,Ingenuity refunds +$ev1% additional Concentration when crafting cloth goods.
129514,The Perfect Loop,,"Focus on the threading the perfect loop, increasing Ingenuity by +$ev1 $en1 per point in this specialization."
129515,,,Learn the final sub-specialization and your chance to find Weavercloth from humanoids in Khaz Algar increases by 25%. 
129516,,,Your chance to find cloth from humanoids in Khaz Algar increases by 10%.
129517,,,Your chance to find cloth from humanoids in Khaz Algar increases by 10%.
129518,,,Learn a sub-specialization of your choice and your chance to find cloth from humanoids in Khaz Algar increases by 10%.
129519,,,Your chance to find cloth from humanoids in Khaz Algar increases by 10%.
129520,,,Your chance to find cloth from humanoids in Khaz Algar increases by 5%.
129521,,,Learn a sub-specialization of your choice and find Weavercloth Bolts from humanoids.
129522,Textile Treasures,,"Improve at your Tailoring crafts and learn to collect cloth from humanoids more effectively, gaining increased chance for all cloth to drop in Khaz Algar by 1% per point in this specialization."
129523,Less is More,,
129524,Extra Threads,,
129525,The Perfect Loop,,
129526,Textile Treasures,,Improve the fundamentals of Tailoring and become more efficient at crafting all kinds of Tailoring goods.
129527,,,
129528,,,
129529,,,
129530,,,
129531,,,
129532,,,
129586,,,
129587,,,
129588,,,
129589,,,
129590,,,
129591,,,
129592,,,
129593,,,
129594,,,
129595,,,
129596,,,
129597,,,
129598,,,
129599,,,
129600,,,
129601,,,
129602,,,
129603,,,
129604,,,
129605,,,
129606,,,
129607,,,
129608,,,
129609,,,
129610,,,
129611,,,
129612,,,
129613,,,
129614,,,
129615,,,
129616,,,
129617,,,
129618,,,
129619,,,
129620,,,Phoenix Flames and Dragon's Breath always critically strike and Dragon's Breath contributes to Hot Streak.
129621,,,
129622,,,
129623,,,
129624,,,
129625,,,
129626,,,
129627,,,
129628,,,
129629,,,
129630,,,
129631,,,
129632,,,
129633,,,
129634,,,
129639,,,
129641,,,
129642,,,
129643,,,
129644,,,
129645,,,
129646,,,
129647,,,
129648,,chance equal to 100% of your haste,
129649,,Grants 5 and additional for more targets,
129650,,,
129651,,,
129652,,,
129653,,,
129654,,,
129655,,,
129656,,,
129657,,,
129658,,,
129659,,,
129660,,,
129661,,,
129662,,,
129663,,,
129664,,,
129665,,,
129666,,,
129667,,,
129668,,,
129669,,,
129670,,,
129671,,,
129672,,,
129673,,,
129674,,,
129675,,,
129676,,,
129677,,,
129678,,,
129679,,,
129680,,,
129681,,,
129682,,,
129683,,,
129684,,,
129685,,,
129686,,,
129687,,,
129688,,,
129689,,,
129690,,,
129691,,,
129692,,,
129693,,,
129694,,,
129695,,,
129696,,,
129697,,,
129698,,,
129699,,,
129700,,,
129701,,,
129702,,,
129703,,,
129704,,,
129705,,,
129706,,,
129707,,,
129708,,,
129709,,,
129710,,,
129711,,,
129712,,,
129713,,,
129714,,,
129715,,,
129716,,,
129717,,,
129718,,,
129719,,,
129720,,,
129721,,,
129722,,,
129723,,,
129724,,,
129725,,,
129726,,,
129727,,,
129728,,,
129729,,,
129730,,,
129731,,,
129732,,,
129733,,,
129734,,,
129735,,,
129736,,,
129737,,,
129738,,,
129739,,,
129740,,,
129741,,,
129742,,,
129743,,,
129744,,,
129745,,,
129746,,,
129747,,,
129748,,,
129749,,,
