ID,Name_lang,Description_lang,ToastDescription_lang
1017,Dreaming of Riches,You may now find treasures hidden within the Emerald Dream.,Hidden Treasures Unlocked
1019,In Touch With Nature,Seek out Melsysra at the Central Encampment to begin infusing creatures with the Dream.,Dream Infusion Vendor Unlocked
1020,Drakewatcher Manuscripts I,"You may acquire three new Drakewatcher Manuscripts for your Flourishing Whimsydrake (Back Fins, Ridged Brow, Underbite Snout) from Moon Priestess Lasara at the Central Encampment.",New Drakewatcher Manuscripts Unlocked
1021,Nature's Regalia I,You may acquire useful hand armor (item level 441) from Moon Priestess Lasara at the Central Encampment.,Hand Armor Available
1022,Blooming Proficiency II,You may now have an additional Dreamfruit power during the Superbloom event.,Dreamfruit Capacity Increased
1024,Plump Dreamseeds,Speak to Sylvia Whisperbloom at the Wildling Garden to receive Plump Dreamseeds. These can be used in the Emerald Bounty.,Plump Dreamseeds Available
1026,In Your Dreams,Speak to Melsysra at the Central Encampment to receive the Dream Wardens Tabard.,New Tabard Unlocked
1028,Touching Grass,You may now find bigger treasures hidden within the Emerald Dream.,Hidden Treasures Upgraded
1029,Blooming Proficiency III,You may now have an additional Dreamfruit power during the Superbloom event.,Dreamfruit Capacity Increased
1031,Drakewatcher Manuscripts II,"You may acquire three new Drakewatcher Manuscripts for your Flourishing Whimsydrake (Long Snout, Neck Fins, Horns) from Moon Priestess Lasara at the Central Encampment.",New Drakewatcher Manuscripts Unlocked
1032,Nature's Regalia II,You may acquire useful head armor (item level 454) from Moon Priestess Lasara at the Central Encampment.,Head Armor Available
1033,A Friend in the Dream,You may acquire Spruce and Juniper from Moon Priestess Lasara at the Central Encampment.,Battle Pets Unlocked
1035,Keeper's Visage,You may acquire the Elegant Green Dragon Outerwear Ensemble from Moon Priestess Lasara at the Central Encampment.,Green Dragon Appearances Unlocked
1036,Proper Cultivation,You may acquire cosmetic Dream Warden tools from Moon Priestess Lasara at the Central Encampment.,Dream Warden Tools Unlocked
1037,Gigantic Dreamseeds,Speak to Sylvia Whisperbloom at the Wildling Garden to receive Gigantic Dreamseeds. These can be used in the Emerald Bounty.,Gigantic Dreamseeds Available
1038,Attuned with Nature,Speak to Melsysra at the Central Encampment to receive a Dream Infusion.,Dream Infusion Available
1039,Blooming Expertise,You may now see more Dreamfruit powers during the Superbloom event.,Dreamfruit Versatility Unlocked
1041,Riding Through Fields of Green,You may acquire the Suntouched Dreamstag and Lunar Dreamstag from Moon Priestess Lasara at the Central Encampment.,Mounts Unlocked
1042,Flourishing Whimsydrake Scales,"You may acquire two new Drakewatcher Manuscripts for your Flourishing Whimsydrake (Night Scales, Sunset Scales) from Moon Priestess Lasara at the Central Encampment.",Flourishing Whimsydrake Scales Available
1043,Through the Starry Skies,"You may bear the title ""Dream Defender"" to honor your commitment to protect the Dream.",Title Unlocked
1044,A Heroic Reward,Speak to Melsysra at the Central Encampment to receive an Enchanted Wyrm's Dreaming Crest. This can be used as an optional reagent to increase a crafted item's level up to 476.,Enchanted Wyrm's Dreaming Crest
1070,Dreamseeds,You may now purchase Dreamseeds from Moon Priestess Lasara at the Central Encampment.,Dreamseeds Purchaseable
1071,Bountiful Pets,You may now purchase pets from the Emerald Bounty from Sylvia Whisperbloom at the Wildling Garden.,Emerald Bounty Pets Available
1072,Bountiful Mounts,You may now purchase the mounts from Emerald Bounty from Sylvia Whisperbloom at the Wildling Garden.,Emerald Bounty Mounts Available
1073,Dreambound Power,You may now purchase the Dreambound Augment Rune from Moon Priestess Lasara at the Central Encampment.,Dreambound Augment Rune Available
1074,Deadly Dagger,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Deadly Dagger appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""You're in Keg Leg's Crew now, swabbie. Here's your dagger, get to plundering!""",Keg Leg's Crew Joined
1075,Swabbie's Gloves,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Swabbie's Gloves appearance.|n|n""Leather gloves to help you grab the loot.""",New Appearance Available
1076,Surefooted Boots,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Surefooted Boots appearance.|n|n""Helps you keep your footing on ship or on land.""",New Appearance Available
1077,Quilted Breeches,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Quilted Breeches appearance.|n|n""A new pair of pants to cushion your landing.""",New Appearance Available
1078,Calcified Claymore,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Calcified Claymore appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""A sword is like a dagger, but larger.""",New Appearance Available
1079,Discussions in the Deeps,You have begun to gain renown with The Assembly of the Deeps,The Assembly of the Deeps Renown Unlocked
1080,Every Day I'm Snuffling I,"You may now begin Snuffling, the kobold art of digging for wax. Wax found this way can be turned into Middles in Gundargaz.",Snuffling Treasures Unlocked
1082,Weathered Harbinger Crests,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Weathered Crests Available
1085,A Rocky Restart,You have unlocked access to Awakening The Machine. (Requires level 80),Awakening The Machine Unlocked
1086,Pouch of Resonance Crystals,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Pouch of Resonance Crystals.,Resonance Crystals Available
1088,Deeps Designs II,You may acquire Veteran head armor (item level 584) from Waxmonger Squick in Gundargaz.,Veteran Head Available
1089,Materiel Assistance I,You may now purchase common Awakening Powers for the Awakening the Machine event from R-K-MEDES in Gundargaz.,Common Awakening Powers Purchasable
1090,Earth-Encrusted Gem,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1091,Candle!,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Small Candle. This can be sold to vendors for gold.,Small Candle Available
1094,Tabard of the Assembly,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive the Tabard of the Assembly.,Assembly Tabard Appearance Unlocked
1096,Follow Your Nose,Toolboxes can now be found while Snuffling. These can be used in the Awakening the Machine event.,Snuffling Toolboxes Available
1097,Profession Knowledge,"You may acquire profession knowledge for Mining, Engineering, and Inscription from Waxmonger Squick in Gundargaz.",Profession Knowledge Available
1100,Restored Coffer Key,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Restored Coffer Key.,Restored Coffer Key Available
1101,A Mole in our Midst,You may acquire Guacamole from Waxmonger Squick in Gundargaz.,Battle Pet Unlocked
1102,Satchel of Resonance Crystals,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Satchel of Resonance Crystals.,Resonance Crystals Available
1104,Shoulderguards of the Assembly,You may acquire cosmetic shoulders from an Waxmonger Squick in Gundargaz.,Kobold Cosmetic Shoulders Unlocked
1106,Deeps Designs III,You may acquire Champion waist armor (item level 597) from Waxmonger Squick in Gundargaz.,Champion Waist Available
1109,Carved Harbinger Crests,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
1110,Keep Your Feet Dry,You may purchase a Crimson Mudnose from Waxmonger Squick in Gundargaz.,Ground Mount Unlocked
1111,Resonance Crystals,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1113,Assembling New Allies,"You may bear the title ""Machine Whisperer"" to honor your contributions to the Assembly of the Deeps.",Title Unlocked
1115,On Temporary Assignment,You have begun to earn renown with the Hallowfall Arathi.,Hallowfall Arathi Renown Unlocked
1116,Radiant Remnant Drops Unlocked,Creatures in Spreading the Light can now drop Radiant Remnants. (Requires level 80),Radiant Remnant Drops Unlocked
1119,Weathered Harbinger Crests,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive 15 Weathered Harbinger Crests. These can be used to increase an item's level.,Weathered Harbinger Crests Available
1120,Pouch of Resonance Crystals,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Pouch of Resonance Crystals.,Resonance Crystals Available
1124,Where No Lynx Has Gone Before,"You may acquire Tiberius, a loyal lynx companion, from Auralia Steelstrike in Mereldar.",Battle Pet Unlocked
1125,Weathered Harbinger Crests,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive 15 Weathered Harbinger Crests. These can be used to increase an item's level.,Weathered Harbinger Crests Available
1126,Resonance Crystals,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Pouch of Resonance Crystals.,Resonance Crystals Available
1129,Expeditionary Tabard,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive the Expeditionary Tabard.,Arathi Tabard Available
1131,Lighting the Way II,Creatures in Spreading the Light can now drop Flickering Torches. These provide light for a brief period.,Flickering Torch Drops Unlocked
1132,Restored Coffer Key,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Restored Coffer Key.,Delve Key Available
1133,Satchel of Resonance Crystals,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Satchel of Resonance Crystals.,Resonance Crystals Available
1134,Lighting the Way IV,Lost Hillhelm Items may now drop from creatures in Spreading the Light.,Lost Hillhelm Item Drops Unlocked
1135,Carved Harbinger Crests,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Harbinger Crests Available
1142,Satchel Resonance Crystals,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Satchel of Resonance Crystals.,Resonance Crystals Available
1145,"If It Fits, It Sits",You may acquire a Vermillion Imperial Lynx from Auralia Steelstrike in Mereldar.,Ground Mount Unlocked
1146,Trove of Resonance Crystals,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1148,Pushing Back the Darkness,"You may bear the title ""Lamplighter"" to honor your contributions to the Hallowfall Arathi.",Title Unlocked
1149,A Heroic Reward,Speak to Auralia Steelstrike in Mereldar to receive an Enchanted Runed Harbinger Crest. This can be used as an optional reagent to increase a crafted item's level up to 606.,Enchanted Runed Harbinger Crest Available
1150,Purchasable Radiant Remnants,You may purchase Radiant Remnants from Auralia Steelstrike in Mereldar.,Purchasable Radiant Remnants
1153,Cutting the Cord,You have begun to earn renown with The Severed Threads.,The Severed Threads Renown Unlocked
1155,Small Kej Wallet,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive a Small Kej Wallet.,Kej Available
1157,In The Shadows,"You may now enter weekly Pacts, granting access to abilities, buffs, and events in Azj-Kahet.",Pact Tasks and Treasures Available
1159,All that Glitters II,You may acquire an Adventurer Nerubian Pheromone Secreter (item level 571) from Lady Vinazian in The Weaver's Lair.,Adventurer Trinket Available
1161,Small Kej Wallet,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive a Small Kej Wallet.,Kej Available
1162,Bazaar of Wonders,You may now exchange 800 Resonance Crystals for 100 Kej from Ka'muko in The Weaver's Lair.,Kej Exchange Unlocked
1163,Weathered Harbinger Crests,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive 15 Weathered Crests. These can be used to increase an item's level.,Weathered Crests Available
1165,Earth-Encrusted Gem,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1166,Tabard of The Severed Threads,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive the Tabard of The Severed Threads.,Severed Threads Tabard Available
1169,All that Glitters III,You may acquire a Veteran Nerubian Pheromone Secreter (item level 584) from Lady Vinazian in The Weaver's Lair.,Veteran Trinket Available
1170,Carved Crests,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive 15 Carved Crests. These can be used to increase an item's level.,Carved Crests Available
1171,Large Kej Wallet,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive a Large Kej Wallet.,Kej Available
1172,Cornering the Market,You may now exchange 400 Resonance Crystals for 100 Kej from Ka'muko in The Weaver's Lair.,Kej Exchange Rate Upgraded
1173,Restored Coffer Key,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive a Restored Coffer Key.,Restored Coffer Key Available
1174,Jumping Through Hoops,You may acquire Jump Jump from Lady Vinazian in The Weaver's Lair.,Battle Pet Unlocked
1175,Large Kej Wallet,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive a Large Kej Wallet.,Kej Available
1177,All that Glitters IV,You may acquire a Champion Nerubian Pheromone Secreter (item level 597) from Lady Vinizian in The Weaver's Lair.,Champion Trinket Available
1179,Cornering the Market II,You may now exchange 100 Resonance Crystals for 100 Kej from Ka'muko in The Weaver's Lair.,Kej Exchange Rate Upgraded
1180,Carved Crests,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive 15 Carved Crests. These can be used to increase an item's level.,Carved Crests Available
1181,Rolling in the Depths I,You may acquire a Ferocious Jawcrawler from Lady Vinazian in The Weaver's Lair.,Ground Mount Unlocked
1183,Overflowing Kej Wallet,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive an Overflowing Kej Wallet.,Kej Available
1185,No Loose Threads,"You may bear the title ""Thread-Spinner"" to honor your contributions to the Severed Threads.",Title Unlocked
1186,A Heroic Reward,Speak to Lady Vinzaian in The Weaver's Lair to receive an Enchanted Runed Harbinger Crest. This can be used as an optional reagent to increase a crafted item's level up to 606.,Enchanted Runed Harbinger Crest Available
1187,Expeditionary Spaulders,You may acquire cosmetic shoulders from Auralia Steelstrike in Mereldar.,Arathi Cosmetic Shoulders Unlocked
1188,Expeditionary Cape,You may acquire a cosmetic cloak from Auralia Steelstrike in Mereldar.,Arathi Cloak Appearance Unlocked
1189,Shawl of the Assembly,You may acquire a cosmetic cloak from Waxmonger Squick in Gundargaz.,Machine Speaker Cosmetic Cloak Unlocked
1191,Thread-Bearer's Cloak,You may acquire a cosmetic cloak from Lady Vinazian in The Weaver's Lair.,Cloak Appearance Unlocked
1192,Thread-Bearer's Pauldrons,You may acquire cosmetic shoulders from Lady Vinazian in The Weaver's Lair.,Cosmetic Shoulders Unlocked
1193,Convening With the Council,You have begun to gain renown with the Council of Dornogal.,Council of Dornogal Renown Unlocked
1194,Performing Artist,You may now assist with performances at The Proscenium. (Requires level 80),Theater Troupe Unlocked
1197,Weathered Harbinger Crests,Speak to Auditor Balwurz in Dornogal to receive 15 Weathered Harbinger Crests. These can be used to increase an item's level.,Weathered Crests Available
1198,Pouch of Resonance Crystals,Speak with Auditor Balwurz in Dornogal to receive a Pouch of Resonance Crystals.,Resonance Crystals Available
1200,Honorary Councilmember's Cloak,You may acquire a cosmetic cloak from Auditor Balwurz in Dornogal.,Earthen Cloak Appearance Unlocked
1201,Pouch of Resonance Crystals,Speak with Auditor Balwurz in Dornogal to receive a Pouch of Resonance Crystals.,Resonance Crystals Available
1203,Council's Collection II,You may acquire Veteran Shoulder armor (item level 584) from Auditor Balwurz in Dornogal.,Veteran Shoulders Available
1205,Weathered Harbinger Crests,Speak to Auditor Balwurz in Dornogal to receive 15 Weathered Harbinger Crests. These can be used to increase an item's level.,Weathered Crests Available
1206,Pouch of Resonance Crystals,Speak with Auditor Balwurz in Dornogal to receive a Pouch of Resonance Crystals.,Resonance Crystals Available
1208,Honorary Councilmember's Tabard,Speak to Auditor Balwurz at Dornogal to receive the Honorary Councilmember's Tabard.,Earthen Tabard Available
1212,Honorary Councilmember's Spaulders,You may acquire cosmetic shoulders from Auditor Balwurz in Dornogal.,Earthen Cosmetic Shoulders Unlocked
1213,Carved Harbinger Crests,Speak to Auditor Balwurz in Dornogal to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
1214,Satchel of Resonance Crystals,Speak with Auditor Balwurz in Dornogal to receive a Satchel of Resonance Crystals.,Resonance Crystals Available
1217,Down on the Farm,You may acquire Loamy from Auditor Balwurz in Dornogal.,Battle Pet Unlocked
1219,Council's Collection III,You may acquire Champion feet armor (item level 597) from Auditor Balwurz in Dornogal.,Champion Feet Available
1222,Resonance Crystals,Speak with Auditor Balwurz in Dornogal to receive a Satchel of Resonance Crystals.,Resonance Crystals Available
1224,Carved Harbinger Crests,Speak to Auditor Balwurz in Dornogal to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
1225,Restored Coffer Key,Speak to Auditor Balwurz in Dornogal to receive a Restored Coffer Key.,Restored Coffer Key Available
1226,In the Pastures,You may acquire a Shale Ramolith from Auditor Balwurz in Dornogal.,Ground Mount Unlocked
1227,Trove of Resonance Crystals,Speak to Auditor Balwurz in Dornogal to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1229,Formed Under Pressure,"You may bear the title ""Honorary Councilmember"" to honor your contributions to the Council of Dornogal.",Title Unlocked
1230,A Heroic Reward,Speak to Auditor Balwurz in Dornogal to receive an Enchanted Runed Harbinger Crest. This can be used as an optional reagent to increase a crafted item's level up to 606.,Enchanted Runed Harbinger Crest Available
1231,Spun Cotton Shirt,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Spun Cotton Shirt appearance.|n|nAlso unlocks the Shabby Swabbie outfit in Plunderstorm. To change outfits, see Da'kash Grimledger.",New Appearance Available
1232,Skulker's Cloak,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Skulker's Cloak appearance.|n|n""Some plunderers prefer to stay in the shadows.""",New Appearance Available
1233,Copper Cannon,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Copper Cannon appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""Plundering is easier with a cannon at your side.""",New Appearance Available
1234,Warm Woolen Cap,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Warm Woolen Cap appearance.|n|n""Even the swarthiest pirate gets cold sometimes.""",New Appearance Available
1235,Silver Tidestallion,"|cFF00ccffDragonflight Mount|r|n|nUnlocks the Silver Tidestallion underwater mount.|n|n""It smells like shrimp.""",Underwater Mount Unlocked
1236,Bubbles,"|cFF00ccffDragonflight Pet|r|n|cFF1eff00Plunderstorm Pet|r|n|nUnlocks the Bubbles pet. In Plunderstorm, Da'kash Grimledger can summon your pet for you.|n|n""It followed you home!""",Battle Pet Unlocked
1237,Swindler's Cutouts,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Swindler's Cutouts appearance.|n|n""For those skilled in slight of hand.""",New Appearance Available
1238,Blacksteel Saber,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Blacksteel Saber appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""Forged for swarthy swashbuckling action.""",New Appearance Available
1239,Silent Leathers,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Silent Leathers appearance.|n|n""Sometimes hiding is the best offense.""",New Appearance Available
1240,Handwoven Trousers,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Handwoven Trousers appearance.|n|n""A gift from the captain. They're tailor-made just for you!""",New Appearance Available
1241,Marvelous Multi-Shot,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Marvelous Multi-Shot appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""Aim away from face.""",New Appearance Available
1242,Fine Crimson Doublet,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Fine Crimson Doublet appearance.|n|nAlso unlocks the Snazzy Swabbie outfit in Plunderstorm. To change outfits, see Da'kash Grimledger.",New Appearance Available
1243,Bloody Iron Cleaver,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Bloody Iron Cleaver appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""A bloody axe for a bloody good pirate!""",New Appearance Available
1244,Weatherproven Drape,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Weatherproven Drape appearance.|n|n""It says ""proven,"" not ""proof."" Don't jump in the lake.""",New Appearance Available
1245,Royal Seafeather,"|cFF00ccffDragonflight Mount|r|n|nUnlocks the Royal Seafeather flying mount.|n|n""With the amount of plunder you have, it'd be a crime not to have a giant parrot.""",Flying Mount Unlocked
1246,Storm Captain's Hat,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Storm Captain's Hat appearance.|n|n""A fine hat for the captain in the storm!""",New Appearance Available
1247,Plunderlord's Gilded Sigil,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Plunderlord's Gilded Sigil appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""Hold high the staff of the Plunderlord, and raise a crew to plunder!""",New Appearance Available
1248,Plunderlord's Cuffs,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Cuffs appearance.|n|n""Golden cuffs befitting of the finest of pirates.""",New Appearance Available
1249,Plundered Bag of Tender,|cFF00ccffDragonflight Reward|r|n|nUnlocks 250 Trader's Tender in the Collector's Cache in Stormwind or Orgrimmar.,Trader's Tender Available
1250,Plunderlord's Golden Cinch,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Golden Cinch appearance.|n|n""The large gold skull buckle really brings the outfit together.""",New Appearance Available
1251,Plunderlord's Pilferers,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Pilferers appearance.|n|n""They're so silky.""",New Appearance Available
1252,Plunderlord's Neck-Severer,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Plunderlord's Neck-Severer appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""A necessary tool in the arsenal of the pirate lord.""",New Appearance Available
1253,Plunderlord's Muckscrapers,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Muckscrapers appearance.|n|n""You wouldn't want to get muck on them.""",New Appearance Available
1254,Plunderlord's Fancy Trousers,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Fancy Trousers appearance.|n|n""Now you can say that you have the fanciest pants.""",New Appearance Available
1255,Glamrok,"|cFF00ccffDragonflight Pet|r|n|cFF1eff00Plunderstorm Pet|r|n|nUnlocks the Glamrok pet. In Plunderstorm, Da'kash Grimledger can summon your pet for you.|n|n""A fellow loot enthusiast.""",Battle Pet Unlocked
1256,Plunderlord's Fine Rapier,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Plunderlord's Fine Rapier appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""For stabbing.""",New Appearance Available
1257,Plunderlord's Hand Cannon,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Plunderlord's Hand Cannon appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""Smells like gold and gunpowder.""",New Appearance Available
1258,Plundered Chest of Tender,|cFF00ccffDragonflight Reward|r|n|nUnlocks 500 Trader's Tender in the Collector's Cache in Stormwind or Orgrimmar.,Trader's Tender Available
1259,Plunderlord's Waistcoat,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Waistcoat appearance.|n|n""Nobody looks bad in a waistcoat.""",New Appearance Available
1260,Plunderlord's Drapery,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Drapery appearance.|n|n""In matching red and gold, of course.""",New Appearance Available
1261,Plunderlord's Silver Cutlass,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Plunderlord's Silver Cutlass appearance. To change appearances in Plunderstorm, see Da'kash Grimledger.|n|n""Shines just the right way in the sun when you hold it aloft.""",New Appearance Available
1262,Plunderlord's Tassled Spaulders,"|cFF00ccffDragonflight Appearance|r|n|cFF1eff00Plunderstorm Appearance|r|n|nUnlocks the Plunderlord's Tassled Spaulders appearance.|n|nAlso unlocks the Strapping Swabbie outfit in Plunderstorm. To change outfits, see Da'kash Grimledger.",New Appearance Available
1263,Plunderlord's Tricorne of Admiralty,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Tricorne of Admiralty appearance.|n|n""A fine plumed helm made in just the right size for your head.""",New Appearance Available
1264,Polly Roger,"|cFF00ccffDragonflight Mount|r|n|nUnlocks the Polly Roger dragonriding mount.|n|n""The captain has granted you his very own giant tempermental parrot. Good Luck!""",Dynamic Mount Unlocked
1265,Plunderlord,"|cFF00ccffDragonflight Title|r|n|nUnlocks the Plunderlord title.|n|n""The captain has bestowed upon you the title of ""Plunderlord."" May all who oppose you sink to the briny depths!""",Title Unlocked
1266,Happy,"|cFF00ccffDragonflight Pet|r|n|cFF1eff00Plunderstorm Pet|r|n|nUnlocks the Happy pet. In Plunderstorm, Da'kash Grimledger can summon your pet for you.|n|n""He's just excited to be here.""",Battle Pet Unlocked
1267,Swabbie,"|cFF1eff00Plunderstorm Title|r|n|nUnlocks the ""Swabbie"" title in Plunderstorm at Da'kash Grimledger.|n|n""The captain has declared you an official swabbie!""",Plunderstorm Title Unlocked
1268,Swashbuckler,"|cFF1eff00Plunderstorm Title|r|n|nUnlocks the ""Swashbuckler"" title in Plunderstorm at Da'kash Grimledger.|n|n""You have proven your ability to both swash and buckle.""",Plunderstorm Title Unlocked
1269,Buccaneer,"|cFF1eff00Plunderstorm Title|r|n|nUnlocks the ""Buccaneer"" title in Plunderstorm at Da'kash Grimledger.|n|n""You are a feared force in the storm!""",Plunderstorm Title Unlocked
1270,First Mate,"|cFF1eff00Plunderstorm Title|r|n|nUnlocks the ""First Mate"" title in Plunderstorm at Da'kash Grimledger.|n|n""Your penchant for plunder is legendary!""",Plunderstorm Title Unlocked
1271,A Tiny Plumed Tricorne,"|cFF00ccffDragonflight Friend|r|n|cFF1eff00Plunderstorm Friend|r|n|nWhen summoned, Pepe will now sometimes be dressed as a Plunderlord. To summon the tiny captain in Plunderstorm, see Da'kash Grimledger.",New Pepe Available
1272,Swarthy Warning Sign,"|cFF00ccffDragonflight Toy|r|n|nUnlocks the Swarthy Warning Sign toy.|n|n""Perfect for creating your own pirate hangout.""",Toy Unlocked
1273,A Keg-Stamped Package,|cFF00ccffDragonflight Quest|r|n|nA new quest awaits a level 70 character in Valdrakken in the Dragon Isles.,Dragonflight Quest Available
1274,Pinchy,"|CFFa335eeClassic Pet|r|n|nUnlocks the Pinchy the Plunderer pet in Wrath of the Lich King: Classic.|n|n""Watch out for the pointy end!""",Classic Pet Unlocked
1275,Polly Roger,|CFFa335eeClassic Mount|r|n|nUnlocks the Polly Roger flying mount in Wrath of the Lich King: Classic.,Classic Mount Unlocked
1278,Earth-Encrusted Gem,Speak with Auditor Balwurz in Dornogal to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1280,Trove of Resonance Crystals,Speak wth Auditor Balwurz in Dornogal to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1282,Carved Harbinger Crests,Speak to Auditor Balwurz in Dornogal to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
1284,Trove of Resonance Crystals,Speak to Auditor Balwurz in Dornogal to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1285,Carved Harbinger Crests,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
