ID,Description_lang,Title_lang,Reward_lang
17766,"Explore Zaralek Cavern, revealing the covered areas of the world map.",Explore Zaralek Cavern,
17767,End Dragonflight PvP Season 2 in the top 0.1% of the Solo Shuffle ladder (requires 50 games won in Dragonflight Season 2).,Obsidian Legend: Dragonflight Season 2,Character Title: Obsidian Legend
17768,End Dragonflight Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won in Dragonflight Season 2).,Hero of the Alliance: Obsidian,
17772,End Dragonflight Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won in Dragonflight Season 2).,Hero of the Horde: Obsidian,
17773,Help Kalecgos restore the bonds between the Blue Dragonflight.,A Blue Dawn,
17778,Obtain the Obsidian Gladiator's Slitherdrake from Dragonflight Season 2.,Obsidian Gladiator's Slitherdrake,
17779,Unlock the Winding Slitherdrake.,A Serpentine Discovery,
17781,Earn 200 Unearthed Fragrant Coins from Public Objectives in Zaralek Cavern.,The Smell of Money,
17782,Participate in every Little Scales Daycare Whelp Race.,Daycare Derby,Toy: Whelps on Strings
17783,Complete 10 of the following special encounters in Zaralek Cavern.,Adventurer of Zaralek Cavern,
17785,Complete all of the Zaralek Cavern achievements listed below.,"Que Zara(lek), Zara(lek)",Mount: Calescent Shalewing
17786,Discover the hidden treasures within Zaralek Cavern.,Treasures of Zaralek Cavern,
17788,,Current Patch - Login Video [DNT] (DO NOT EDIT),
17794,Earn the rank of Duelist during Dragonflight Season 2.,Duelist: Dragonflight Season 2,Seasonal Character Title: Duelist
17795,Earn the rank of Rival I during Dragonflight Season 2.,Rival I: Dragonflight Season 2,Seasonal Character Title: Rival
17796,Earn the rank of Rival II during Dragonflight Season 2.,Rival II: Dragonflight Season 2,
17797,Earn the rank of Challenger I during Dragonflight Season 2.,Challenger I: Dragonflight Season 2,Seasonal Character Title: Challenger
17798,Earn the rank of Challenger II during Dragonflight Season 2.,Challenger II: Dragonflight Season 2,
17799,Earn the rank of Combatant I during Dragonflight Season 2.,Combatant I: Dragonflight Season 2,Seasonal Character Title: Combatant
17800,Earn the rank of Combatant II during Dragonflight Season 2.,Combatant II: Dragonflight Season 2,
17801,Win 100 Rated Solo Shuffle rounds while at Elite rank during Dragonflight Season 2.,Legend: Dragonflight Season 2,Reward: Legend Pennant & Seasonal Character Title
17830,Earn 2000 Flightstones.,Stones Can't Fly!,
17831,Earn the rank of Elite during Dragonflight Season 2.,Elite: Dragonflight Season 2,Seasonal Character Title: the Elite
17832,Sniff out five special items while exploring caves alongside a niffen companion.,Sniffen Around,
17833,Sniff out all possible special items while exploring caves alongside a niffen companion.,Sniffen Sage,
17836,,Flightstones earned,
17837,,Whelpling's Shadowflame Crest Fragments earned,
17838,,Drake's Shadowflame Crest Fragments earned,
17839,,Wyrm's Shadowflame Crest Fragments earned,
17840,,Aspect's Shadowflame Crest Fragments earned,
17841,Bring Barter Boulders to barter boldly with Ponzo and bring back his hat.,Pyramid Scheme,Title: Barter Boss
17842,Attain a Mythic+ Rating of at least 750 during Dragonflight Season Two.,Dragonflight Keystone Explorer: Season Two,
17843,Attain a Mythic+ Rating of at least 1500 during Dragonflight Season Two.,Dragonflight Keystone Conqueror: Season Two,Title: The Smoldering
17844,Attain a Mythic+ Rating of at least 2000 during Dragonflight Season Two.,Dragonflight Keystone Master: Season Two,Mount: Inferno Armoredon
17845,Attain a Mythic+ Rating of at least 2500 during Dragonflight Season Two.,Dragonflight Keystone Hero: Season Two,
17846,End Dragonflight Mythic+ Season 2 with a Mythic+ Rating in the top 0.1% of all players in your region.,Smoldering Hero: Dragonflight Season 2,Title: The Smoldering Hero
17847,"Complete The Vortex Pinnacle at Mythic Level 20 or higher, within the time limit.",Keystone Hero: The Vortex Pinnacle,Max Level Unlock: Teleport to The Vortex Pinnacle
17848,"Complete Freehold at Mythic Level 20 or higher, within the time limit.",Keystone Hero: Freehold,Max Level Unlock: Teleport to Freehold
17849,"Complete The Underrot at Mythic Level 20 or higher, within the time limit.",Keystone Hero: The Underrot,Max Level Unlock: Teleport to The Underrot
17850,"Complete Neltharion's Lair at Mythic Level 20 or higher, within the time limit.",Keystone Hero: Neltharion's Lair,Max Level Unlock: Teleport to Neltharion's Lair
17851,Earn 1000 honor in Zaralek Cavern while in War Mode.,Tour of Duty: Zaralek Cavern,
17852,Kill a player while infused with each of the six conjured elements from Elemental Infused Rock Snails.,Elemental Conjuror,
17853,Complete Waking Shores Ruby Lifeshrine Loop Challenge.,Ruby Lifeshrine Loop Challenge: Bronze,
17854,Get Silver ranked time for Waking Shores Ruby Lifeshrine Loop Challenge.,Ruby Lifeshrine Loop Challenge: Silver,
17855,Get Gold ranked time for Waking Shores Ruby Lifeshrine Loop Challenge.,Ruby Lifeshrine Loop Challenge : Gold,
17856,Complete Waking Shores Ruby Lifeshrine Loop Reverse Challenge.,Ruby Lifeshrine Loop Reverse Challenge: Bronze,
17857,Get Silver ranked time for Waking Shores Ruby Lifeshrine Loop Reverse Challenge.,Ruby Lifeshrine Loop Reverse Challenge: Silver,
17858,Get Gold ranked time for Waking Shores Ruby Lifeshrine Loop Reverse Challenge.,Ruby Lifeshrine Loop Reverse Challenge : Gold,
17859,Complete Waking Shores Wild Preserve Slalom Challenge.,Wild Preserve Slalom Challenge: Bronze,
17860,Get Silver ranked time for Waking Shores Wild Preserve Slalom Challenge.,Wild Preserve Slalom Challenge: Silver,
17861,Get Gold ranked time for Waking Shores Wild Preserve Slalom Challenge.,Wild Preserve Slalom Challenge: Gold,
17862,Complete Waking Shores Wild Preserve Slalom Reverse Challenge.,Wild Preserve Slalom Reverse Challenge: Bronze,
17863,Get Silver ranked time for Waking Shores Wild Preserve Slalom Reverse Challenge.,Wild Preserve Slalom Reverse Challenge: Silver,
17864,Get Gold ranked time for Waking Shores Wild Preserve Slalom Reverse Challenge.,Wild Preserve Slalom Reverse Challenge: Gold,
17865,Complete Waking Shores Emberflow Flight Challenge.,Emberflow Flight Challenge: Bronze,
17866,Get Silver ranked time for Waking Shores Emberflow Flight Challenge.,Emberflow Flight Challenge: Silver,
17867,Get Gold ranked time for Waking Shores Emberflow Flight Challenge.,Emberflow Flight Challenge: Gold,
17868,Complete Waking Shores Emberflow Flight Reverse Challenge.,Emberflow Flight Reverse Challenge: Bronze,
17869,Get Silver ranked time for Waking Shores Emberflow Flight Reverse Challenge.,Emberflow Flight Reverse Challenge: Silver,
17870,Get Gold ranked time for Waking Shores Emberflow Flight Reverse Challenge.,Emberflow Flight Reverse Challenge: Gold,
17871,Complete Waking Shores Apex Canopy River Run Challenge.,Apex Canopy River Run Challenge: Bronze,
17872,Get Silver ranked time for Waking Shores Apex Canopy River Run Challenge.,Apex Canopy River Run Challenge: Silver,
17873,Get Gold ranked time for Waking Shores Apex Canopy River Run Challenge.,Apex Canopy River Run Challenge: Gold,
17874,Complete Waking Shores Apex Canopy River Run Reverse Challenge.,Apex Canopy River Run Reverse Challenge: Bronze,
17875,Get Silver ranked time for Waking Shores Apex Canopy River Run Reverse Challenge.,Apex Canopy River Run Reverse Challenge: Silver,
17876,Get Gold ranked time for Waking Shores Apex Canopy River Run Reverse Challenge.,Apex Canopy River Run Reverse Challenge: Gold,
17877,"Defeat Scalecommander Sarkareth after cultivating a Lump of Flesh and hurling it into the Emptiness Between Stars in Aberrus, the Shadowed Crucible on Normal difficulty or higher.","We'll Never See That Again, Surely",
17878,Completely consume a Forbidden Flounder and live to tell the tale.,Me Want Bite,
17879,"In Zaralek Cavern, catch all of the battle pets listed below.",Zaralek Cavern Safari,
17880,Complete 4 Pet Battle World Quests in Zaralek Cavern with a full team of level 25 pets.,Battle in Zaralek Cavern,
17881,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Aquatic pets.,Aquatic Battler of Zaralek Cavern,
17882,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Beast pets.,Beast Battler of Zaralek Cavern,
17883,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Critter pets.,Critter Battler of Zaralek Cavern,
17884,Complete Waking Shores Uktulut Coaster Challenge.,Uktulut Coaster Challenge: Bronze,
17885,Get Silver ranked time for Waking Shores Uktulut Coaster Challenge.,Uktulut Coaster Challenge: Silver,
17886,Get Gold ranked time for Waking Shores Uktulut Coaster Challenge.,Uktulut Coaster Challenge: Gold,
17887,Complete Waking Shores Uktulut Coaster Reverse Challenge.,Uktulut Coaster Reverse Challenge: Bronze,
17888,Get Silver ranked time for Waking Shores Uktulut Coaster Reverse Challenge.,Uktulut Coaster Reverse Challenge: Silver,
17889,Get Gold ranked time for Waking Shores Uktulut Coaster Reverse Challenge.,Uktulut Coaster Reverse Challenge: Gold,
17890,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Dragonkin pets.,Dragonkin Battler of Zaralek Cavern,
17891,Complete Waking Shores Wingrest Roundabout Challenge.,Wingrest Roundabout Challenge: Bronze,
17892,Get Silver ranked time for Waking Shores Wingrest Roundabout Challenge.,Wingrest Roundabout Challenge: Silver,
17893,Get Gold ranked time for Waking Shores Wingrest Roundabout Challenge.,Wingrest Roundabout Challenge: Gold,
17894,Complete Waking Shores Wingrest Roundabout Reverse Challenge.,Wingrest Roundabout Reverse Challenge: Bronze,
17895,Get Silver ranked time for Waking Shores Wingrest Roundabout Reverse Challenge.,Wingrest Roundabout Reverse Challenge: Silver,
17896,Get Gold ranked time for Waking Shores Wingrest Roundabout Reverse Challenge.,Wingrest Roundabout Reverse Challenge: Gold,
17897,Complete Waking Shores Flashfrost Flyover Challenge.,Flashfrost Flyover Challenge: Bronze,
17898,Get Silver ranked time for Waking Shores Flashfrost Flyover Challenge.,Flashfrost Flyover Challenge: Silver,
17899,Get Gold ranked time for Waking Shores Flashfrost Flyover Challenge.,Flashfrost Flyover Challenge: Gold,
17900,Complete Waking Shores Flashfrost Flyover Reverse Challenge.,Flashfrost Flyover Reverse Challenge: Bronze,
17901,Get Silver ranked time for Waking Shores Flashfrost Flyover Reverse Challenge.,Flashfrost Flyover Reverse Challenge: Silver,
17902,Get Gold ranked time for Waking Shores Flashfrost Flyover Reverse Challenge.,Flashfrost Flyover Reverse Challenge: Gold,
17904,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Elemental pets.,Elemental Battler of Zaralek Cavern,
17905,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Flying pets.,Flying Battler of Zaralek Cavern,
17906,Complete Waking Shores Wild Preserve Circuit Challenge.,Wild Preserve Circuit Challenge: Bronze,
17907,Get Silver ranked time for Waking Shores Wild Preserve Circuit Challenge.,Wild Preserve Circuit Challenge: Silver,
17908,Get Gold ranked time for Waking Shores Wild Preserve Circuit Challenge.,Wild Preserve Circuit Challenge: Gold,
17909,Complete Waking Shores Wild Preserve Circuit Reverse Challenge.,Wild Preserve Circuit Reverse Challenge: Bronze,
17910,Get Silver ranked time for Waking Shores Wild Preserve Circuit Reverse Challenge.,Wild Preserve Circuit Reverse Challenge: Silver,
17911,Get Gold ranked time for Waking Shores Wild Preserve Circuit Reverse Challenge.,Wild Preserve Circuit Reverse Challenge: Gold,
17912,Complete Ohn'ahran Plains Waygate Sundapple Copse Circuit Challenge.,Sundapple Copse Circuit Challenge: Bronze,
17913,Get Silver ranked time for Ohn'ahran Plains Sundapple Copse Circuit Challenge.,Sundapple Copse Circuit Challenge: Silver,
17914,Get Gold ranked time for Ohn'ahran Plains Sundapple Copse Circuit Challenge.,Sundapple Copse Circuit Challenge: Gold,
17915,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Humanoid pets.,Humanoid Battler of Zaralek Cavern,
17916,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Magic pets.,Magic Battler of Zaralek Cavern,
17917,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Mechanical pets.,Mechanical Battler of Zaralek Cavern,
17918,Defeat the pet trainers of Zaralek Cavern with a team of all level 25 Undead pets.,Undead Battler of Zaralek Cavern,
17919,Complete Ohn'ahran Plains Waygate Sundapple Copse Circuit Reverse Challenge.,Sundapple Copse Circuit Reverse Challenge: Bronze,
17920,Get Silver ranked time for Ohn'ahran Plains Sundapple Copse Circuit Reverse Challenge.,Sundapple Copse Circuit Reverse Challenge: Silver,
17921,Get Gold ranked time for Ohn'ahran Plains Sundapple Copse Circuit Reverse Challenge.,Sundapple Copse Circuit Reverse Challenge: Gold,
17922,Complete Ohn'ahran Plains Fen Flythrough Challenge.,Fen Flythrough Challenge: Bronze,
17923,Get Silver ranked time for Ohn'ahran Plains Fen Flythrough Challenge.,Fen Flythrough Challenge: Silver,
17924,Get Gold ranked time for Ohn'ahran Plains Fen Flythrough Challenge.,Fen Flythrough Challenge: Gold,
17925,Complete Ohn'ahran Plains Fen Flythrough Reverse Challenge.,Fen Flythrough Reverse Challenge: Bronze,
17926,Get Silver ranked time for Ohn'ahran Plains Fen Flythrough Reverse Challenge.,Fen Flythrough Reverse Challenge: Silver,
17927,Get Gold ranked time for Ohn'ahran Plains Fen Flythrough Reverse Challenge.,Fen Flythrough Reverse Challenge: Gold,
17928,Complete Ohn'ahran Plains Ravine River Run Challenge.,Ravine River Run Challenge: Bronze,
17929,Get Silver ranked time for Ohn'ahran Plains Ravine River Run Challenge.,Ravine River Run Challenge: Silver,
17930,Get Gold ranked time for Ohn'ahran Plains Ravine River Run Challenge.,Ravine River Run Challenge: Gold,
17931,Complete Ohn'ahran Plains Ravine River Run Reverse Challenge.,Ravine River Run Reverse Challenge: Bronze,
17932,Get Silver ranked time for Ohn'ahran Plains Ravine River Run Reverse Challenge.,Ravine River Run Reverse Challenge: Silver,
17933,Get Gold ranked time for Ohn'ahran Plains Ravine River Run Reverse Challenge.,Ravine River Run Reverse Challenge: Gold,
17934,Complete the following achievements.,Family Battler of Zaralek Cavern,Pet: Gerald
17935,Complete Ohn'ahran Plains Emerald Garden Ascent Challenge.,Emerald Garden Ascent Challenge: Bronze,
17936,Get Silver ranked time for Ohn'ahran Plains Emerald Garden Ascent Challenge.,Emerald Garden Ascent Challenge: Silver,
17937,Get Gold ranked time for Ohn'ahran Plains Emerald Garden Ascent Challenge.,Emerald Garden Ascent Challenge: Gold,
17938,Complete Ohn'ahran Plains Emerald Garden Ascent Reverse Challenge.,Emerald Garden Ascent Reverse Challenge: Bronze,
17939,Get Silver ranked time for Ohn'ahran Plains Emerald Garden Ascent Reverse Challenge.,Emerald Garden Ascent Reverse Challenge: Silver,
17940,Get Gold ranked time for Ohn'ahran Plains Emerald Garden Ascent Reverse Challenge.,Emerald Garden Ascent Reverse Challenge: Gold,
17941,Complete Ohn'ahran Plains River Rapids Route Challenge.,River Rapids Route Challenge: Bronze,
17942,Get Silver ranked time for Ohn'ahran Plains River Rapids Route Challenge.,River Rapids Route Challenge: Silver,
17943,Get Gold ranked time for Ohn'ahran Plains River Rapids Route Challenge.,River Rapids Route Challenge: Gold,
17944,Complete Ohn'ahran Plains River Rapids Route Reverse Challenge.,River Rapids Route Reverse Challenge: Bronze,
17945,Get Silver ranked time for Ohn'ahran Plains River Rapids Route Reverse Challenge.,River Rapids Route Reverse Challenge: Silver,
17946,Get Gold ranked time for Ohn'ahran Plains River Rapids Route Reverse Challenge.,River Rapids Route Reverse Challenge: Gold,
17947,Complete Ohn'ahran Plains Maruukai Dash Challenge.,Maruukai Dash Challenge: Bronze,
17948,Get Silver ranked time for Ohn'ahran Plains Maruukai Dash Challenge.,Maruukai Dash Challenge: Silver,
17949,Get Gold ranked time for Ohn'ahran Plains Maruukai Dash Challenge.,Maruukai Dash Challenge: Gold,
17950,Complete Ohn'ahran Plains Mirror of the Sky Dash Challenge.,Mirror of the Sky Dash Challenge: Bronze,
17951,Get Silver ranked time for Ohn'ahran Plains Mirror of the Sky Dash Challenge.,Mirror of the Sky Dash Challenge: Silver,
17952,Get Gold ranked time for Ohn'ahran Plains Mirror of the Sky Dash Challenge.,Mirror of the Sky Dash Challenge: Gold,
17953,Complete The Azure Span Sprint Challenge.,The Azure Span Sprint Challenge: Bronze,
17954,Get Silver ranked time for The Azure Span Sprint Challenge.,The Azure Span Sprint Challenge: Silver,
17955,Get Gold ranked time for The Azure Span Sprint Challenge.,The Azure Span Sprint Challenge: Gold,
17956,Complete The Azure Span Sprint Reverse Challenge.,The Azure Span Sprint Reverse Challenge: Bronze,
17957,Get Silver ranked time for The Azure Span Sprint Reverse Challenge.,The Azure Span Sprint Reverse Challenge: Silver,
17958,Get Gold ranked time for The Azure Span Sprint Reverse Challenge.,The Azure Span Sprint Reverse Challenge: Gold,
17959,Complete The Azure Span Slalom Challenge.,The Azure Span Slalom Challenge: Bronze,
17960,Get Silver ranked time for The Azure Span Slalom Challenge.,The Azure Span Slalom Challenge: Silver,
17961,Get Gold ranked time for The Azure Span Slalom Challenge.,The Azure Span Slalom Challenge: Gold,
17962,Complete The Azure Span Slalom Reverse Challenge.,The Azure Span Slalom Reverse Challenge: Bronze,
17963,Get Silver ranked time for The Azure Span Slalom Reverse Challenge.,The Azure Span Slalom Reverse Challenge: Silver,
17964,Get Gold ranked time for The Azure Span Slalom Reverse Challenge.,The Azure Span Slalom Reverse Challenge: Gold,
17965,Complete Azure Span Vakthros Ascent Challenge.,The Vakthros Ascent Challenge: Bronze,
17966,Get Silver ranked time for Azure Span Vakthros Ascent Challenge.,The Vakthros Ascent Challenge: Silver,
17967,Get Gold ranked time for Azure Span Vakthros Ascent Challenge.,The Vakthros Ascent Challenge: Gold,
17968,Complete Azure Span Vakthros Ascent Reverse Challenge.,The Vakthros Ascent Reverse Challenge: Bronze,
17969,Get Silver ranked time for Azure Span Vakthros Ascent Reverse Challenge.,The Vakthros Ascent Reverse Challenge: Silver,
17970,Get Gold ranked time for Azure Span Vakthros Ascent Reverse Challenge.,The Vakthros Ascent Reverse Challenge: Gold,
17971,Complete Azure Span Iskaara Tour Challenge.,Iskaara Tour Challenge: Bronze,
17972,Get Silver ranked time for Azure Span Iskaara Tour Challenge.,Iskaara Tour Challenge: Silver,
17973,Get Gold ranked time for Azure Span Iskaara Tour Challenge.,Iskaara Tour Challenge: Gold,
17974,Complete Azure Span Iskaara Tour Reverse Challenge.,Iskaara Tour Reverse Challenge: Bronze,
17975,Get Silver ranked time for Azure Span Iskaara Tour Reverse Challenge.,Iskaara Tour Reverse Challenge: Silver,
17976,Get Gold ranked time for Azure Span Iskaara Tour Reverse Challenge.,Iskaara Tour Reverse Challenge: Gold,
17977,Earn 5000 Flightstones.,Stones Can Try To Fly!,
17978,Earn 20000 Flightstones.,Stones Can Fly!,
17979,Complete Azure Span Frostland Flyover Challenge.,Frostland Flyover Challenge: Bronze,
17980,Get Silver ranked time for Azure Span Frostland Flyover Challenge.,Frostland Flyover Challenge: Silver,
17981,Get Gold ranked time for Azure Span Frostland Flyover Challenge.,Frostland Flyover Challenge: Gold,
17982,Complete Azure Span Frostland Flyover Challenge.,Frostland Flyover Reverse Challenge: Bronze,
17983,Get Silver ranked time for Azure Span Frostland Flyover Reverse Challenge.,Frostland Flyover Reverse Challenge: Silver,
17984,Get Gold ranked time for Azure Span Frostland Flyover Reverse Challenge.,Frostland Flyover Reverse Challenge: Gold,
17985,Complete Azure Span Archive Ambit Challenge.,Archive Ambit Challenge: Bronze,
17986,Get Silver ranked time for Azure Span Archive Ambit Challenge.,Archive Ambit Challenge: Silver,
17987,Get Gold ranked time for Azure Span Archive Ambit Challenge.,Archive Ambit Challenge: Gold,
17988,Complete Azure Span Archive Ambit Reverse Challenge.,Archive Ambit Reverse Challenge: Bronze,
17989,Get Silver ranked time for Azure Span Archive Ambit Reverse Challenge.,Archive Ambit Reverse Challenge: Silver,
17990,Get Gold ranked time for Azure Span Archive Ambit Reverse Challenge.,Archive Ambit Reverse Challenge: Gold,
17991,Complete Thaldraszus Flowing Forest Flight Challenge.,The Flowing Forest Flight Challenge: Bronze,
17992,Get Silver ranked time for Thaldraszus Flowing Forest Flight Challenge.,The Flowing Forest Flight Challenge: Silver,
17993,Get Gold ranked time for Thaldraszus Flowing Forest Flight Challenge.,The Flowing Forest Flight Challenge: Gold,
17994,Complete Thaldraszus Flowing Forest Flight Reverse Challenge.,The Flowing Forest Flight Reverse Challenge: Bronze,
17995,Get Silver ranked time for Thaldraszus Flowing Forest Flight Reverse Challenge.,The Flowing Forest Flight Reverse Challenge: Silver,
17996,Get Gold ranked time for Thaldraszus Flowing Forest Flight Reverse Challenge.,The Flowing Forest Flight Reverse Challenge: Gold,
17997,Complete Thaldraszus Tyrhold Trial Challenge.,Tyrhold Trial Challenge: Bronze,
17998,Get Silver ranked time for Thaldraszus Tyrhold Trial Challenge.,Tyrhold Trial Challenge: Silver,
17999,Get Gold ranked time for Thaldraszus Tyrhold Trial Challenge.,Tyrhold Trial Challenge: Gold,
18000,Complete Thaldraszus Tyrhold Trial Reverse Challenge.,Tyrhold Trial Reverse Challenge: Bronze,
18001,Get Silver ranked time for Thaldraszus Tyrhold Trial Reverse Challenge.,Tyrhold Trial Reverse Challenge: Silver,
18002,Get Gold ranked time for Thaldraszus Tyrhold Trial Reverse Challenge.,Tyrhold Trial Reverse Challenge: Gold,
18003,Complete Thaldraszus Cliffside Circuit Challenge.,Cliffside Circuit Challenge: Bronze,
18004,Get Silver ranked time for Thaldraszus Cliffside Circuit Challenge.,Cliffside Circuit Challenge: Silver,
18005,Get Gold ranked time for Thaldraszus Cliffside Circuit Challenge.,Cliffside Circuit Challenge: Gold,
18006,Complete Thaldraszus Cliffside Circuit Reverse Challenge.,Cliffside Circuit Reverse Challenge: Bronze,
18007,Get Silver ranked time for Thaldraszus Cliffside Circuit Reverse Challenge.,Cliffside Circuit Reverse Challenge: Silver,
18008,Get Gold ranked time for Thaldraszus Cliffside Circuit Reverse Challenge.,Cliffside Circuit Reverse Challenge: Gold,
18009,Complete Thaldraszus Academy Ascent Challenge.,Academy Ascent Challenge: Bronze,
18010,Get Silver ranked time for Thaldraszus Academy Ascent Challenge.,Academy Ascent Challenge: Silver,
18011,Get Gold ranked time for Thaldraszus Academy Ascent Challenge.,Academy Ascent Challenge: Gold,
18012,Complete Thaldraszus Academy Ascent Reverse Challenge.,Academy Ascent Reverse Challenge: Bronze,
18013,Get Silver ranked time for Thaldraszus Academy Ascent Reverse Challenge.,Academy Ascent Reverse Challenge: Silver,
18014,Get Gold ranked time for Thaldraszus Academy Ascent Reverse Challenge.,Academy Ascent Reverse Challenge: Gold,
18015,Complete Thaldraszus Garden Gallivant Challenge.,Garden Gallivant Challenge: Bronze,
18016,Get Silver ranked time for Thaldraszus Garden Gallivant Challenge.,Garden Gallivant Challenge: Silver,
18017,Get Gold ranked time for Thaldraszus Garden Gallivant Challenge.,Garden Gallivant Challenge: Gold,
18018,Complete Thaldraszus Garden Gallivant Reverse Challenge.,Garden Gallivant Reverse Challenge: Bronze,
18019,Get Silver ranked time for Thaldraszus Garden Gallivant Reverse Challenge.,Garden Gallivant Reverse Challenge: Silver,
18020,Get Gold ranked time for Thaldraszus Garden Gallivant Reverse Challenge.,Garden Gallivant Reverse Challenge: Gold,
18021,Complete Thaldraszus Caverns Criss-Cross Challenge.,Caverns Criss-Cross Challenge: Bronze,
18022,Get Silver ranked time for Thaldraszus Caverns Criss-Cross Challenge.,Caverns Criss-Cross Challenge: Silver,
18023,Get Gold ranked time for Thaldraszus Caverns Criss-Cross Challenge.,Caverns Criss-Cross Challenge: Gold,
18024,Complete Thaldraszus Caverns Criss-Cross Reverse Challenge.,Caverns Criss-Cross Reverse Challenge: Bronze,
18025,Get Silver ranked time for Thaldraszus Caverns Criss-Cross Reverse Challenge.,Caverns Criss-Cross Reverse Challenge: Silver,
18026,Get Gold ranked time for Thaldraszus Caverns Criss-Cross Reverse Challenge.,Caverns Criss-Cross Reverse Challenge: Gold,
18027,Complete one of the achievements listed below.,Dragonflight Season 2 Master,Item Reward: Draconic Mark of Mastery
18028,Complete Forbidden Reach Stormsunder Crater Circuit Challenge.,Stormsunder Crater Circuit Challenge: Bronze,
18029,Get Silver ranked time for Forbidden Reach Stormsunder Crater Circuit Challenge.,Stormsunder Crater Circuit Challenge: Silver,
18030,Get Gold ranked time for Forbidden Reach Stormsunder Crater Circuit Challenge.,Stormsunder Crater Circuit Challenge: Gold,
18031,Complete Forbidden Reach Stormsunder Crater Circuit Reverse Challenge.,Stormsunder Crater Circuit Reverse Challenge: Bronze,
18032,Get Silver ranked time for Forbidden Reach Stormsunder Crater Circuit Reverse Challenge.,Stormsunder Crater Circuit Reverse Challenge: Silver,
18033,Get Gold ranked time for Forbidden Reach Stormsunder Crater Circuit Reverse Challenge.,Stormsunder Crater Circuit Reverse Challenge: Gold,
18034,Complete Forbidden Reach Morqut Ascent Challenge.,Morqut Ascent Challenge: Bronze,
18035,Get Silver ranked time for Forbidden Reach Morqut Ascent Challenge.,Morqut Ascent Challenge: Silver,
18036,Get Gold ranked time for Forbidden Reach Morqut Ascent Challenge.,Morqut Ascent Challenge: Gold,
18037,Complete Forbidden Reach Morqut Ascent Reverse Challenge.,Morqut Ascent Reverse Challenge: Bronze,
18038,Get Silver ranked time for Forbidden Reach Morqut Ascent Reverse Challenge.,Morqut Ascent Reverse Challenge: Silver,
18039,Get Gold ranked time for Forbidden Reach Morqut Ascent Reverse Challenge.,Morqut Ascent Reverse Challenge: Gold,
18040,Complete Forbidden Reach Aerie Chasm Cruise Challenge.,Aerie Chasm Cruise Challenge: Bronze,
18041,Get Silver ranked time for Forbidden Reach Aerie Chasm Cruise Challenge.,Aerie Chasm Cruise Challenge: Silver,
18042,Get Gold ranked time for Forbidden Reach Aerie Chasm Cruise Challenge.,Aerie Chasm Cruise Challenge: Gold,
18043,Complete Forbidden Reach Aerie Chasm Cruise Reverse Challenge.,Aerie Chasm Cruise Reverse Challenge: Bronze,
18044,Get Silver ranked time for Forbidden Reach Aerie Chasm Cruise Reverse Challenge.,Aerie Chasm Cruise Reverse Challenge: Silver,
18045,Get Gold ranked time for Forbidden Reach Aerie Chasm Cruise Reverse Challenge.,Aerie Chasm Cruise Reverse Challenge: Gold,
18046,Complete Forbidden Reach Southern Reach Route Challenge.,Southern Reach Route Challenge: Bronze,
18047,Get Silver ranked time for Forbidden Reach Southern Reach Route Challenge.,Southern Reach Route Challenge: Silver,
18048,Get Gold ranked time for Forbidden Reach Southern Reach Route Challenge.,Southern Reach Route Challenge: Gold,
18049,Complete Forbidden Reach Southern Reach Route Reverse Challenge.,Southern Reach Route Reverse Challenge: Bronze,
18050,Get Silver ranked time for Forbidden Reach Southern Reach Route Reverse Challenge.,Southern Reach Route Reverse Challenge: Silver,
18051,Get Gold ranked time for Forbidden Reach Southern Reach Route Reverse Challenge.,Southern Reach Route Reverse Challenge: Gold,
18052,Complete Forbidden Reach Caldera Coaster Challenge.,Caldera Coaster Challenge: Bronze,
18053,Get Silver ranked time for Forbidden Reach Caldera Coaster Challenge.,Caldera Coaster Challenge: Silver,
18054,Get Gold ranked time for Forbidden Reach Caldera Coaster Challenge.,Caldera Coaster Challenge: Gold,
18055,Complete Forbidden Reach Caldera Coaster Reverse Challenge.,Caldera Coaster Reverse Challenge: Bronze,
18056,Get Silver ranked time for Forbidden Reach Caldera Coaster Reverse Challenge.,Caldera Coaster Reverse Challenge: Silver,
18057,Get Gold ranked time for Forbidden Reach Caldera Coaster Reverse Challenge.,Caldera Coaster Reverse Challenge: Gold,
18058,Complete Forbidden Reach Forbidden Reach Rush Challenge.,Forbidden Reach Rush Challenge: Bronze,
18059,Get Silver ranked time for Forbidden Reach Forbidden Reach Rush Challenge.,Forbidden Reach Rush Challenge: Silver,
18060,Get Gold ranked time for Forbidden Reach Forbidden Reach Rush Challenge.,Forbidden Reach Rush Challenge: Gold,
18061,Complete Forbidden Reach Forbidden Reach Rush Reverse Challenge.,Forbidden Reach Rush Reverse Challenge: Bronze,
