ID,Name_lang,SourceText_lang,Description_lang
1486,Winter Wilderling,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Cost: |r1000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h|n|cFFFFD200Achievement: |rOn the Offensive,"Wilderlings serve as support units in battle, preserving their allies and rendering enemy magics useless."
1487,Summer Wilderling,|cFFFFD200Covenant: |rNight Fae|n|cFFFFD200Drop:|r Escaped Wilderling|n|cFFFFD200Zone:|r Korthia |n,"Stubborn and rebellious, this wilderling is loyal to very few. But those few are bonded for life."
1489,Obsidian Gravewing,|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Vendor: |rChachi the Artiste|n|cFFFFD200Zone: |rRevendreth|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,"In the darkened skies of Revendreth, you cannot see these creatures coming until it is too late."
1490,Sinfall Gravewing,|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Zone: |rRevendreth,"With anima once again flowing in Sinfall, the Stonewright has been able to infuse these Stoneborn, making them valuable allies in the battles to come."
1491,Pale Gravewing,|cFFFFD200Covenant: |rVenthyr|n|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Cost: |r1000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h|n|cFFFFD200Achievement: |rOn the Offensive,Gravewings know no fear and are nearly indestructible -- perfect for an assault on the Maw.
1492,Elysian Aquilon,|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Zone: |rBastion,"With anima once again flowing to the Eternal Forge in Bastion, the plans for the aquilon centurion could be crafted once more."
1493,Forsworn Aquilon,|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Drop:|r Wild Worldcracker|n|cFFFFD200Zone:|r Korthia |n,"Originally produced by the Forsworn with stolen blueprints, these powerful centurion are now earning a reputation across the Shadowlands."
1494,Ascendant's Aquilon,|cFFFFD200Covenant: |rKyrian|n|cFFFFD200Vendor: |rAdjutant Galos|n|cFFFFD200Zone: |rBastion|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,"The aquilon can rapidly transport aspirants, stewards, and even ascended to a location. Hey, sometimes your wings get tired."
1495,Maldraxxian Corpsefly,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Zone: |rMaldraxxus,"Corpseflies were once found throughout Maldraxxus, but many died out in the absence of anima. With anima flowing once again, they swarm."
1496,Regal Corpsefly,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Vendor: |rSu Zettai|n|cFFFFD200Zone: |rMaldraxxus|n|cFFFFD200Cost: |r7500|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,"Only the forces of Maldraxxus would call a corpsefly ""regal."""
1497,Battlefield Swarmer,|cFFFFD200Covenant: |rNecrolord|n|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Cost: |r1000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h|n|cFFFFD200Achievement: |rOn the Offensive,Corpseflies are strongly attracted to the smell of dead bodies and will swarm an active battlefield as soon as the first corpse falls.
1500,Sanctum Gloomcharger,|cFFFFD200Drop:|r The Nine|n|cFFFFD200Zone:|r Sanctum of Domination,Only the Jailer's most powerful lieutenants are gifted these steeds to stalk the halls of the Tower.
1501,Soulbound Gloomcharger,|cFFFFD200Drop:|r Mysterious Gift from Ve'nari|n|cFFFFD200Zone:|r The Maw,"Ve'nari has many methods of sneaking around the Maw and disrupting the Jailer's plans, including binding his own minions."
1502,Fallen Charger,|cFFFFD200Drop:|r Fallen Charger|n|cFFFFD200Zone:|r The Maw,"The charger's screams echo across the Maw as it continues a never-ending ride across the land, forever looking for escape from the endless torments it has been forced to endure."
1503,Hand of Nilganihmaht,|cFFFFD200Zone:|r The Maw,"Of all the giants who dared defy the Jailer, Nilganihmaht was the most arrogant. For this transgression, the giant's severed hand was hidden within a veil of torments, and the rings that could summon it back were scattered across the Maw."
1504,Hand of Salaranga,|cFFFFD200Achievement:|r Breaking the Chains|n|cFFFFD200Zone:|r Korthia and The Maw,Salaranga was the most cunning of her kin and hid amongst the Beastwarrens. She struck at the Banished One with a horde of bestial allies. It did not matter.
1505,Amber Shardhide,|cFFFFD200Vendor: |rDuchess Mynx|n|cFFFFD200Zone: |rKorthia|n|cFFFFD200Faction: |rDeath's Advance - Revered|n|cFFFFD200Cost: |r5000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h,"The bright colors of Korthian wildlife indicate that they have either few predators, or are tough enough to fight back."
1506,Crimson Shardhide,|cFFFFD200Drop:|r Malbog|n|cFFFFD200Zone:|r Korthia,"When Korthia was pulled into The Maw, only a few hardy species survived."
1507,Darkmaul,|cFFFFD200Zone:|r Korthia,"An older shardhide, Darkmaul was relatively tame and friendly around Korthians. He was thought lost to the calamity."
1508,Fierce Razorwing,|cFFFFD200Drop:|r Death's Advance Supplies|n|cFFFFD200Zone:|r Korthia,"Razorwings generally stay away from other Korthian species, but with time and patience, they can be tamed as well."
1509,Garnet Razorwing,|cFFFFD200Drop:|r Reliwik the Defiant|n|cFFFFD200Zone:|r Korthia,"Korthia was once known for its bright red flowers. Several species were known for consuming or rolling in them, and taking on bright red coloration as a result."
1510,Dusklight Razorwing,|cFFFFD200Zone:|r Korthia,"Razorwings can be seen throughout Korthia, making their nests on high hills and in trees."
1511,"Maelie, the Wanderer",|cFFFFD200Zone:|r Korthia,"A curious and inquisitive doe, she doesn't mean to worry her master, she just gets distracted easily. Especially with all of the new things to see on Korthia."
1513,Sarge's Tale,|cFFFFD200Promotion|r|n,"Hold on a sec, Sarge isn't that large, someone must have spun a tall tale in the Hearthstone Tavern..."
1514,Rampaging Mauler,|cFFFFD200Drop:|r Konthrogz the Obliterator|n|cFFFFD200Zone:|r Korthia,"One would think controlling a rampaging mount would be difficult, but if you can learn to control the direction of the rampage it can be quite useful."
1517,Bound Blizzard,|cFFFFD200Promotion:|r |n,"A flurrious, fridgid friend, frost-flecked for frozen fun."
1520,Soultwisted Deathwalker,|cFFFFD200Achievement: |rShadowlands Keystone Master: Season Two|n|cFFFFD200Category: |rDungeons,"A howling vortex of tormented souls, ridden only by those who wish to demonstrate their impressive tolerance for pain and suffering."
1521,Val'sharah Hippogryph,|cFFFFD200Vendor: |rAridormi|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,"These majestic hippogryphs are as close to a being of the Emerald Dream as any resident of Azeroth can be, and do not bond with a rider easily."
1522,Heartlight Vombata,|cFFFFD200Vendor: |rVilo|n|cFFFFD200Zone: |rZereth Mortis|n|cFFFFD200Faction: |rThe Enlightened - Exalted|n|cFFFFD200Cost: |r5000|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,"The Enlightened revere all creations of the First Ones, yet for many, the vombata of Zereth Mortis are the most beloved. These creatures are equal parts trusted beast of burden and beloved companion."
1523,Curious Crystalsniffer,|cFFFFD200Profession: |rProtoform Synthesis,"Most vombata enjoy tunneling through the ground, but these sniffers seem to have an unerring ability to locate crystals buried deep underground and will congregate around large deposits."
1524,Darkened Vombata,|cFFFFD200Profession: |rProtoform Synthesis,"The schematic to synthesize these darkened vombata seem to have appeared as a reaction to the Mawsworn invasion. The resulting vombata look different--darker, much like the invaders--but behave normally."
1525,Adorned Vombata,|cFFFFD200Profession: |rProtoform Synthesis,Red-colored vombata are considered lucky by the Enlightened. It was a red vombata that was present when they first arrived in Zereth Mortis.
1526,Deathrunner,|cFFFFD200Profession: |rProtoform Synthesis,These wild cervids are only truly at peace when running through--or between--the lands of Death.
1528,Sundered Zerethsteed,|cFFFFD200Profession: |rProtoform Synthesis,"Whatever the purpose of these cervids once was, it is long forgotten. Though they are not Dominated, they have been corrupted by the unintended presence of Mawsworn in the sacred realm of Zereth Mortis."
1529,Anointed Protostag,|cFFFFD200Vendor: |rVilo|n|cFFFFD200Zone: |rZereth Mortis|n|cFFFFD200Faction: |rThe Enlightened - Revered|n|cFFFFD200Cost: |r5000|Hcurrency:1813|h|TInterface\ICONS\Spell_AnimaBastion_Orb.BLP:0|t|h,Only those most esteemed by the Enlightened are trusted with the reins of this rare cervid.
1531,"Wen Lo, the River's Edge",|cFFFFD200In Game Shop|r|n,"The rivers of Pandaria, like Wen Lo, are unpredictable in nature. They may remain calm, bringing water to the crops, or flood, bringing ruin. Wen Lo reminds us that we must adapt to the challenges of life."
1532,Soaring Spelltome,|cFFFFD200Achievement: |rA Tour of Towers|n|cFFFFD200Category: |rTimewalking,"In the forgotten depths of the Dalaran library, this oversized tome was found flapping madly around the room. Open the pages of this arcane-infused book and hitch a ride to magical adventure."
1533,Forged Spiteflyer,|cFFFFD200Profession: |rProtoform Synthesis,There's nothing that can make you feel as alive quite like riding through the realm of Death while atop a being that hates you.
1534,Buzz,|cFFFFD200Profession: |rProtoform Synthesis,"Buzz buzz buzz, buzz buzz! Buzz buzz buzz buzz buzz. Buzz buzz buzz, buzz buzz buzz."
1535,Bronzewing Vespoid,|cFFFFD200Profession: |rProtoform Synthesis,"Bronzewing vespoids are the result of attempting to synthesize a vespoid queen with no other members of a new hive. While no mortal has yet discovered how to synthesize a hive, the bronzewings are reliable mounts just as they are."
1536,Mawdapted Raptora,|cFFFFD200Profession: |rProtoform Synthesis,"Since the Jailer's incursion, new raptora have been synthesized by Zereth Mortis that are capable of resisting the corrupting influence of the Maw."
1537,Raptora Swooper,|cFFFFD200Profession: |rProtoform Synthesis,"The raptora swooper is one of the most vicious iterations of its kind, perfectly suited for its ecological niche. Needing no further adjustments, the ones synthesized today are identical to those created in the past."
1538,Bronze Helicid,|cFFFFD200Profession: |rProtoform Synthesis,"Some helicids of Zereth Mortis have strangely metallic shells. The ones who do are generally a bronze color, indistinct from the metal any novice miner could work, save that this creature's construction far surpasses the skill of any novice."
1539,Unsuccessful Prototype Fleetpod,|cFFFFD200Profession: |rProtoform Synthesis,"This creature was not designed by the First Ones, but instead by an unknown being attempting to create a very fast runner. Needless to say the attempt failed, because this mount is very slow."
1540,Scarlet Helicid,|cFFFFD200Profession: |rProtoform Synthesis,"This helicid's unusual reddish tint is clearly intentional in its design, but the only other difference between these and other helicids is the unusual lack of any ooze."
1541,Genesis Crawler,|cFFFFD200Profession: |rProtoform Synthesis,The Enlightened who have observed tarachnids believe that this variety may be some of the first beings to ever walk the land of Zereth Mortis.
1542,Tarachnid Creeper,|cFFFFD200Profession: |rProtoform Synthesis,"These tarachnids make their home in the darkest corners of Zereth Mortis, coming out only to hunt (or, sometimes, carry a rider around)."
1543,Ineffable Skitterer,|cFFFFD200Profession: |rProtoform Synthesis,"These tarachnids move with a purpose unknown to others, answering only to a higher calling. Whatever that may be, it appears to include routine assistance to mortals who need a ride. For now."
1544,Wastewarped Deathwalker,|cFFFFD200Achievement: |rShadowlands Keystone Master: Season Three|n|cFFFFD200Category: |rDungeons,"Raw swirling energy bound together into a cohesive form, it will only bend to the will of those strong enough to bind it."
1545,Divine Kiss of Ohn'ahra,|cFFFFD200Quest:|r A Whispering Breeze|n|cFFFFD200Zone:|r Ohn'ahran Plains,...as though welcomed by the wind itself.
1546,Iskaara Trader's Ottuk,|cFFFFD200Vendor: |rTattukiaka|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r1|Hitem:195502|h|TInterface\ICONS\INV_10_DungeonJewelry_Primalist_Trinket_4_Earth.BLP:0|t|h 1|Hitem:195496|h|TInterface\ICONS\INV_10_DungeonJewelry_Primalist_Necklace_1_Air.BLP:0|t|h,There are no guarantees when you purchase an ottuk from Tattukiaka. At least they're cute.
1547,Goldplate Bufonid,|cFFFFD200Profession: |rProtoform Synthesis,"This armored bufonid is always ready to leap into battle... as long as that battle is really, really close. In a pinch, it can leap multiple times and eventually reach the battle."
1549,Shimmering Aurelid,|cFFFFD200Achievement: |rGlory of the Sepulcher Raider|n|cFFFFD200Category: |rDungeons & Raids,"Though it was once created to defend the Sepulcher of the First Ones, with its primary function now completed, it now obediently follows your command."
1550,Depthstalker,|cFFFFD200Trading Post|r,"Poached from Zereth Mortis, a few of these jellyfish were lost when the poachers' ship sank. They found a new home in the Great Sea's depths."
1551,Cryptic Aurelid,|cFFFFD200Achievement: |rFrom A to Zereth|n|cFFFFD200Category: |rShadowlands,"The Cyphers of the First Ones are beyond any mortal understanding. A curious effect of the language is that, for reasons unknown, some aurelids are drawn to mortals who aspire to unlock its mystery."
1552,Carcinized Zerethsteed,|cFFFFD200Quest:|r Leading Motives,"The few of these mysterious creatures that remain appear to be impossibly old, almost timeless. Perhaps they were created by the First Ones, because no schematic to synthesize these has yet been discovered."
1553,Liberated Slyvern,|cFFFFD200Drop: |rBreezebiter|n|cFFFFD200Zone: |rThe Azure Span,"It's difficult to tell because it's far too angry, but this slyvern is actually glad it's not owned by gnolls anymore."
1556,Tangled Dreamweaver,|cFFFFD200Promotion:|r Dragonflight Heroic Edition|n,"The last of the sleepers are finally awakening, bringing the dreams of the dragons back to the lands."
1563,Highland Drake,|cFFFFD200Achievement:|r Dragon Isles: Highland Drake|n,The drakes of Azure Span follow a strict personal code of honor as they explore the isles anew.
1564,Colossal Soulshredder Mawrat,|cFFFFD200Achievement:|r Flawless Master (Layer 16)|n|cFFFFD200Category:|r Torghast|n,"The incredible prowess you have demonstrated within the Jailer's Tower has instilled sufficient respect into this fearsome creature, enabling its use as a mount."
1565,Colossal Umbrahide Mawrat,|cFFFFD200Drop:|r Torghast Layers 13 or higher|n|cFFFFD200Location:|r Torghast|n,This disturbingly large Mawrat is an anomaly amongst its species. These Colossal Mawrats lurk only in the most distant and darkest reaches of Torghast.
1566,Colossal Ebonclaw Mawrat,|cFFFFD200Achievement:|r The Jailer's Gauntlet: Layer 4|n|cFFFFD200Category:|r Torghast|n,"This vicious and cunning creature has grown to its astonishing size by not only feasting upon the weakened souls in the Jailer's Tower, but also vulnerable Mawsworn."
1567,Lightforged Ruinstrider,,
1568,Lightforged Ruinstrider,|cFFFFD200Paladin|r |n,A loyal steed to the Lightforged Draenei.
1569,Patient Bufonid,|cFFFFD200Quest: |rThe Patient Bufonid|n|cFFFFD200Zone: |rZereth Mortis,"Some bufonids will sit perfectly still for hours or days at a time if left to their own devices. Fortunately, they're also quite agreeable if a rider would like to move more often than that."
1570,Prototype Leaper,|cFFFFD200Profession: |rProtoform Synthesis,"An ancient schematic allows for the instantiation of this early, but functional, bufonid design."
1571,Russet Bufonid,|cFFFFD200Profession: |rProtoform Synthesis,"Russet is a rare color among bufonids that is normally only seen on specimens that are tainted by other cosmic forces, or synthesized from a perplexing schematic that invokes that color."
1572,Cosmic Gladiator's Soul Eater,|cFFFFD200Achievement: |rGladiator: Shadowlands Season 3|n|cFFFFD200Category: |rPlayer vs. Player,This soul eater's gaze unnerves you. Best not meet its eyes for too long.
1573,Magenta Cloud Serpent,|cFFFFD200Trading Post|r,"More affectionate than their cousins, Magenta Cloud Serpents are known to form close bonds with their riders."
1574,Crusty Crawler,|cFFFFD200Trading Post|r,This rare giant crab has taken a break from its nautical nonsense deep under the sea to explore the surface.
1575,Quawks,|cFFFFD200Trading Post|r,Squawks's older (and somehow louder) brother appears to tolerate your presence. For now. You should probably track down some crackers while you still can.
1576,Jigglesworth Sr.,|cFFFFD200Achievement:|r Fates of the Shadowlands Raids|n,"It's unclear how the saddle stays atop this formerly feline friend, but somehow the House of Plagues made it work. Science."
1577,"Ash'adar, Harbinger of Dawn",|cFFFFD200Trading Post / Shop|r,"Kaldorei legends whisper of a relentless hunter prowling amongst the deepest shadows of Kalimdor, never sleeping. By the light of the sun or the moon, Ash'adar now hunts with you."
1578,[DND] Test Mount JZB,"|cFFFFD200Vendor: |rUncle Bigpocket
|cFFFFD200Zone: |rKun-Lai Summit
|cFFFFD200Cost: |r120000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",
1579,Coral-Stalker Waveray,|cFFFFD200Trading Post|r,This species of ray seems to have evolved to stalk its prey amidst the brightly colored corals of the seas.
1580,Heartbond Lupine,|cFFFFD200Profession: |rProtoform Synthesis,"From the moment of its creation, this packless lupine has held nothing more than deepest affection and loyalty towards you."
1581,Nether-Gorged Greatwyrm,|cFFFFD200In-Game Shop|r|n,Few mana wyrms find sufficiently stable sources of arcane power to reach such a size. A greatwyrm's appetite for mana is unmatched.
1582,Savage Green Battle Turtle,|cFFFFD200Trading Post|r,Turtle too slow to chase down your foes? Just add cannons. Nothing can outrun a cannon.
1583,Armored Siege Kodo,|cFFFFD200Trading Post / Shop|r,Only the strongest and most fearless of kodos can be trained to become living siege weapons. Even the highest walls won't keep them out for long.
1584,Colossal Plaguespew Mawrat,"|cFFFFD200Drop:|r Rhuv, Gorger of Ruin|n","These rodents became Iska's infamous sentries, scouting and carrying her plague across the Maw. Their presence is only followed by ruin."
1585,Colossal Wraithbound Mawrat,|cFFFFD200Drop:|r Mawsworn Supply Chest|n,"Infused by the energies of tormented souls, these creatures have adopted ghostlike abilities that make them quite elusive."
1586,Armored Golden Pterrordax,|cFFFFD200Trading Post|r,"Painted and adorned with gold, these Pterrordax patrol the skies over the tomb of Atal'Dazar."
1587,Zereth Overseer,|cFFFFD200Drop: |rThe Jailer|n|cFFFFD200Zone: |rSepulcher of the First Ones|n|cFFFFD200Difficulty: |rMythic,"Enigmatic and aloof, this construct of the First Ones flies on a graceful stream of perfect geometric understanding."
1588,Winding Slitherdrake,|cFFFFD200Achievement:|r A Serpentine Discovery,These drakes feel at home in the depths of the earth and the far reaches of the sky.
1589,Renewed Proto-Drake,|cFFFFD200Achievement:|r Dragon Isles: A New Friend,"As the isles awaken, these proto-drakes answer the call to soar the skies alongside mortals."
1590,Windborne Velocidrake,|cFFFFD200Achievement:|r Dragon Isles: Windborne Velocidrake,The long talons of the velocidrake give it an edge on the plains.
1591,Cliffside Wylderdrake,|cFFFFD200Achievement:|r Dragon Isles: Cliffside Wylderdrake,"Often roosting along the steep cliff faces of Thaldraszus, they're swift to the skies in times of danger."
1594,"Jade, Bright Foreseer",|cFFFFD200In Game Shop|r|n,"The presence of this majestic Pandaren rabbit spirit brings joy and happiness and is heralded as a wonderful omen. Legend says that in its eyes, you can glimpse the greatest happiness of your life, even if it is yet to come."
1595,Cerulean Marsh Hopper,|cFFFFD200Trading Post|r,Gottum's expansion into export markets was inevitable with news of the Trading Post reaching even into the depths of the Frogmarsh.
1596,Amalgam of Rage,|cFFFFD200Promotion:|r Diablo IV,The fearsome beast ridden by Astaroth himself is now yours to command.
1597,Grimhowl,|cFFFFD200Quest: |rGood Fiery Boy|n|cFFFFD200Zone: |rBlackrock Depths,"Otherwise known as The Flame Woof, the Fetcher of the Igneous, Molten Core's Best Friend, Forgehound Maximus, the Best Fiery Boy, and ""oh no is that an AXE on his face!?"""
1599,Eternal Gladiator's Soul Eater,|cFFFFD200Achievement: |rGladiator: Shadowlands Season 4|n|cFFFFD200Category: |rPlayer vs. Player,This soul eater's gaze unnerves you. Best not meet its eyes for too long.
1600,Elusive Emerald Hawkstrider,|cFFFFD200Quest: |rBlood Knight|n|cFFFFD200Zone: |rGhostlands|n|n|cFFFFD200Quest: |rVictory for the Sin'dorei|n|cFFFFD200Zone: |rGhostlands,"Unseen for many years, this brightly hued hawkstrider emerged from hiding to help defend the Ghostlands from the Scourge. Its prowess shines as brilliantly as its feathers."
1602,Tuskarr Shoreglider,|cFFFFD200Promotion|r|n,"The Tuskarr learned long ago that some of the bones of the sea creatures they hunted were light and buoyant, making for effective glider materials."
1603,Subterranean Magmammoth,|cFFFFD200Vendor: |rSacratros|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r100|Hitem:204727|h|TInterface\ICONS\INV_Misc_CuriousCoin.BLP:0|t|h,"Awakened from a long slumber, this beast has yet to see the light of day."
1605,Dragon Isles Drake Model Test,|cFFFFD200Achievement:|r Dragon Isles Drake|n,NYI
1607,Swift Spectral Drake,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.
1608,Soar,,
1612,Loyal Magmammoth,|cFFFFD200Vendor: |rYries Lightfingers|n|cFFFFD200Zone: |rThe Waking Shores,"Liberated from the Qalashi and harnessed by your ingenuity (and your harness), this magmammoth is ready to lava stomp wherever you want to go."
1614,Stormtouched Bruffalon,|cFFFFD200Achievement:|r Across the Isles|n|cFFFFD200Category:|r Exploration,"Even from within her prison, Raszageth's primal scorn brought the mightiest beasts to heel."
1615,Tamed Skitterfly,|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Granpap Whiskers|n|cFFFFD200Location:|r Dragonscale Basecamp,It didn't take long for Granpap Whiskers to tame the skitterflies around the Dragonscale Basecamp and set them to helping move Expedition personnel and cargo.
1616,Azure Skitterfly,|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Granpap Whiskers|n|cFFFFD200Location:|r Dragonscale Basecamp|n|cFFFFD200Cost:|r 5|Hitem:201401|h|TInterface\ICONS\INV_Icon_Feather05d.BLP:0|t|h 20|Hitem:193053|h|TInterface\ICONS\INV_Feather_11.blp:0|t|h 750|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,"Once Granpap Whiskers finally taught them how to take riders, the azure skitterflies proved to bond closely and loyally to their riders."
1617,Verdant Skitterfly,|cFFFFD200Faction:|r Dragonscale Expedition|n|cFFFFD200Renown:|r 25|n|cFFFFD200Treasure:|r Expedition Scout's Pack,"Verdant skitterflies are the perfect mount for the scouts of the Dragonscale Expedition scouts, as they are fast and blend into the foliage of the Dragon Isles."
1618,Bestowed Sandskimmer,|cFFFFD200Achievement:|r Closing Time|n|cFFFFD200Category:|r Exploration,"A gift from Granpap Whiskers, these capricious skitterflies help the Timewalkers clean up present (and future) sand-related temporal calamities."
1619,Ancient Salamanther,|cFFFFD200Drop:|r The Forbidden Reach|n,"Due to their preference for dark caves and murky waters, sightings of this unique breed of salamanther are so rare that many researchers thought they had gone extinct."
1621,Coralscale Salamanther,|cFFFFD200Achievement:|r Into the Storm|n|cFFFFD200Category:|r Exploration,"As Raszageth's storms abated, this aquatic breed of salamanther was among the many wonders to settle among the shores in their wake."
1622,Stormhide Salamanther,|cFFFFD200Vendor:|r Mythressa|n|cFFFFD200Cost:|r 2000|Hcurrency:2118|h|TInterface\ICONS\INV_Misc_Powder_Thorium.blp:0|t|h,"Sometimes when storm energies infuse a creature, it simply... becomes larger and more placid. Few salamanthers are willing to be ridden, but these children of the storm are a notable exception."
1623,Seething Slug,|cFFFFD200Treasure: |rSeething Cache|n|cFFFFD200Zone: |rZaralek Cavern,Drawn forth from its abyss by the rage of the Zaqali.
1626,Shellack,|cFFFFD200Achievement:|r Glory of the Dragonflight Hero|n,"Fed by victory and hardened by glory, this snail is nothing less than a tribute to mastery."
1627,Gooey Snailemental,|cFFFFD200Drop:|r The Forbidden Reach|n,"Formed from the leftover elemental energies of the Primal Storms, this magical mollusk is faster than it appears."
1629,Scrappy Worldsnail,|cFFFFD200Vendor: |rDealer Vexil|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Cost: |r1000|Hitem:202173|h|TInterface\ICONS\Creatureportrait_Twilightshammer_lava_magicball.blp:0|t|h,"For the Worldbreakers, a portable footstool. For you, a hardy mount."
1633,Bestowed Trawling Mammoth,|cFFFFD200Achievement:|r Army of the Fed|n|cFFFFD200Category:|r Exploration,"A gift from Scout Tomul, so that the feasts of Iskaara will always have enough fish to feed those in need."
1634,Mossy Mammoth,|cFFFFD200Drop:|r Zskera Vaults|n,"Preserved for thousands of years in stone, bronze magic has nearly aged this mammoth back into a fossil."
1635,Plainswalker Bearer,|cFFFFD200World Event:|r Centaur Hunts (first hunt of each week),"The mammoths of the Ohn'ahran Plains are unaccustomed to carrying people, as their centaur neighbors do not typically ride mounts. They can learn to bear riders, however. Some even do so enthusiastically."
1638,Explorer's Stonehide Packbeast,|cFFFFD200Vendor: |rProvisioner Aristta|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r20000|Hcurrency:2657|h|TInterface\ICONS\INV_7_0Raid_Trinket_05A.BLP:0|t|h,A true explorer never stays in one place for long. Having a reliable packbeast with a strong back and sturdy legs is essential for travel.
1639,"Lizi, Thunderspine Tramper",|cFFFFD200Quest: |rTo Tame A Thunderspine|n|cFFFFD200Zone: |rOhn'ahran Plains,Nothing will stop Lizi from her mission to eat all the world's fruit.
1644,Raging Magmammoth,|cFFFFD200Achievement: |rGlory of the Vault Raider|n|cFFFFD200Category: |rDungeons & Raids,Most lava flows. This lava charges.
1645,Renewed Magmammoth,|cFFFFD200Drop:|r Dreamsurges,"Reforged after destruction at the hands of the Druids of the Flame, this magmammoth is ready to stomp any foes in its path."
1651,Bestowed Ottuk Vanguard,|cFFFFD200Achievement:|r Flight Club|n|cFFFFD200Category:|r Exploration,"A gift from Brena, the Iskaara sent their most loyal (and adorable) companions to watch over Kalecgos and his reuinited family in Valdrakken"
1653,Brown War Ottuk,|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 30|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 5|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 5|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 1000|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,"The tuskarr of Iskaara are loathe to war against anyone, but many tuskarr and their allies have nonetheless taken up the spear with a war ottuk beside them."
1654,Otterworldly Ottuk Carrier,|cFFFFD200Achievement: |rThanks for the Carry!|n|cFFFFD200Category: |rMounts|n,Some ottuks get into the spirit of carrying people around more than others.
1655,Yellow War Ottuk,|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 30|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 5|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 5|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 1000|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,"The yellow ottuks of the Azure Span are sleek, sneaky, and smart. Those trained for war are the finest tuskarr cavalry mounts, equally capable on the ground and in the waters."
1656,Otto,|cFFFFD200Quest:|r The Way to an Otto's Heart|n,"Relax. The future will unfold as it was meant to, one way or an otter."
1657,Brown Scouting Ottuk,|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 2|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 2|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 750|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,"Wily and playful in their natural habitat, ottuks possess keen eyes that can scout far afield as ably as they watch for predators."
