ID,Name_lang,Location_lang,Description_lang
1767,Bleed Them Dry,Antoran Wastes,Legion sorcerers use demon blood in their foul rituals. Relieve them of their supply.
1768,Heralds of War,Antoran Wastes,Powerful demon lords form the Vanguard of the Legion assault across Fiend's Run. We must take one down.
1769,Free the Imprisoned,Antoran Wastes,Lightforged have been wrapped in webs in Ven'orn's Lair. Free them.
1770,Augmenting Our Assault,Antoran Wastes,The enemy is targeting our Lightforged Battlesuits. Protect them from the Legion's shriekers.
1771,Tools of Defiance,Krokuun,Krokul armaments were abandoned in the Petrified Forest. Seek them out.
1772,Armor of the Eredar,Eredath,Ancient eredar weapons and armor lay within Eredath. Scour the ruins.
1773,Consecrated Armaments,Antoran Wastes,Weapons liberated from the Legion can be melted down and reforged into implements of the Light. Raid the enemy's armories.
1774,Provisioning Resistance,Krokuun,Darkfall Ridge was a stable settlement for decades. Tools and provisions can be found if the Legion is removed.
1775,Instruments of War,Krokuun,Krokul supply caches litter the Argus Wastes. Track them down.
1776,Relics of Ascendancy,Eredath,The shadowguard imbue their weaponry with the shadow. Understanding their techniques could yield potent defenses.
1777,Ancestral Arms,Eredath,The Seat of the Triumvirate was a site of miracles. Strip the ruined husk of any marvels that remain.
1778,Sanctified Munitions,Antoran Wastes,Intercept shipments of raw materials headed for Felfire Armory. Bring it back to the Vindicaar for processing.
1779,Blessed Protection,Antoran Wastes,Bring the Light to the Spirit Crucible. Do not allow any more souls to be consumed by the Legion's engines.
1780,Darkfall Ridge Supplies,Krokuun,"Chieftain Hatuun has requested that you recover supplies hidden in Darkfall Ridge. In return, Krokul Ridgestalkers will help your forces navigate Argus' desolate landscape."
1781,Nath'raxas Breakout,Krokuun,"The krokul wish to rescue their brethren from Nath'raxas Hold before they are turned by the fel. Should you succeed, the Legion's influence in this region will diminish."
1782,Inches From Madness,Eredath,Alleria has asked you to search the Ruins of Oronaar for any krokul not yet consumed by the Shadow.
1783,Shadowguard Dispersion,Eredath,Wresting Argus from the Legion's control will be for naught if the void prevails. Expel the shadowguard from Eredath.
1784,Gambit in the Wastes,Antoran Wastes,High Exarch Turalyon has requested your assistance for an audacious assault against the Legion war machine.
1785,Assault on Felfire Armory,Antoran Wastes,The Army of the Light will delay Legion reinforcements while Felfire Armory is destroyed by your forces.
1786,zzThe Demon Hoard,Antoran Wastes,[PH]
1787,zzRaiding the Ruins,Antoran Wastes,[PH]
1788,zzA Citadel's Plunder,Antoran Wastes,[PH]
1789,zzA Relic of Argus,Antoran Wastes,[PH]
1790,zzMemory of a Lost City,Antoran Wastes,[PH]
1791,zzJourney to the Core,Antoran Wastes,[PH]
1792,Power of a Titan,Krokuun,"Lady Heretica saturates the infernals of Nath'raxas Hold with Sargerite, dramatically increasing their destructive potential. Put an end to these rituals."
1793,Blood of the Destroyer,Krokuun,The Legion's Pit Lords siphon Primal Sargerite from the Annihilan Pits. Destroy them and collect this Sargerite for our order.
1794,One Way Trip,Eredath,The Portal Keepers beneath Kil'jaeden's Terrace are necessary for the Legion to quickly reinforce Eredath. Send the Portal Keepers back into the Nether.
1795,Tapping into the Fel,Eredath,Fel corrupters in the Arinor Gardens thrum with sargerite. Dismantle them.
1796,Essence of the Evil One,Antoran Wastes,Foul experiments breed stronger demons in the Putrid Laboratory. Eliminating the Antoran Soulshapers would halt their progress.
1797,The Underbelly of the Legion,Antoran Wastes,The Scavenger's Boneyard lay beneath the Legion's garrisons in the Antoran Wastes. Send your champions to waylay Legion patrols traveling between them.
1798,A Dying World,Krokuun,There are remote regions of the Argus Wastes with little Legion presence. Scout the Wastes for any resources untouched by fel corruption.
1799,Secret Tunnel,Krokuun,"When Kil'jaeden's ship crashed into Argus, it uncovered a cave network rich with minerals. We have a day to explore nine caverns before the Legion arrives."
1800,Meteor Mining,Eredath,Many fragments of Argus floating near Eredath appear untouched by fel corruption. Send your champions to investigate.`
1801,Guiding Whispers,Eredath,Voidscarred Krokul hoard Argunite in the Ruins of Oranaar for some dark purpose. Uncover their troves.
1815,Sully the Circle,Antoran Wastes,A great summoning circle calls demons from  the Twisting Nether back to Argus. Dismantle the circle; slow the Legion's reinforcements.
1816,The Spirit Crucible,Antoran Wastes,A vortex of power envelops the Spirit Crucible. Lead an incursion against the Eredar Soulflayers tapping into that energy.
1832,Feed the Furnaces,Antoran Wastes,Lightforged blacksmiths are willing to outfit our champions. Retrieve the materials necessary for their work.
1833,Abandoned Armory,Eredath,Alleria has revealed a forgotten Eredar armory. We should send our champions to investigate.
1834,Scour the Surface,Krokuun,Our champions must be adequately armed to assist Hatuun. Order them to search Krokuun for suitable equipment.
1853,Disruption,Arathi Highlands: Hammerfall,A diversion on the western side of Arathi will provide cover for our troop landing to the east.
1854,8.0 - Test of Shadow,Behind Enemy Lines,"This is only a test. If this had been an actual mission, you would have been told what to do, and where to go."
1858,Bilgewater Sabotage,Bilgewater Harbor,"Gallywix's Pride is situated atop Bilgewater Harbor. While the monstrous cannon exists, any assault against Orgrimmar will be impossible. Sabotage the great gun."
1859,Orgrimmar Incursion,Orgrimmar,
1861,Strike on Drustvar,Drustvar,Scouts have located a high value Horde target in Drustvar. Eliminate them.
1865,Hold Until Relieved,Drustvar,That bridge is a main conduit for Hode Supplies. Disrupting the flow of those supplies is critical to our war effort. Reinforcements are on thier way to relieve you. HOLD THAT POSITION!
1866,Siege of Astranaar,Menethil Harbor,The Horde commander responsible for the fall of Silverwind Refuge marches against Astranaar. Show him the Alliance will not give up Ashenvale so easily.
1876,Test,Arathi Highlands: Hammerfall,A diversion on the western side of Arathi will provide cover for our troop landing to the east.
1877,The Shadow War,Boralus Harbor,Our communications to Stormwind are being disrupted by Horde forces in the area.  Send Falstad to clear out any resistance and open communication with the war back home.
1878,The Shadow War,Port of Zandalar,Our communications to Orgrimmar are being disrupted by Alliance forces in the area.  Send Valtrois to clear out any resistance and open communication with the war back home.
1879,At a Crossroads,The Crossroads,"A large Alliance army advances on the Crossroads, attempting to cut off Mulgore and Durotar. Send our strongest warriors to meet them."
1880,The Wolf's Den,Tiragarde Sound,A group of bandits calling themselves the Sailing Wolves have an outpost in Tiragarde Sound. Send your troops to take it for the Horde!
1882,Teldrassil Evacuation,Lor'danel,"A Horde army marches north to Lor'danel; Blood Guard Rockrain at the fore. Send our forces to stall his aggression, so the evacuation of Teldrassil can continue."
1883,Lordamere Lake,Fenris Isle,Forsaken forces under Deathstalker Hayward have captured Fenris Keep. Annihilate the undead to secure Lordamere Lake.
1884,Undead Rising,The Sludge Fields,Untold numbers of undead are raised in The Sludge Fields and marched against Gilneas. Send an assault to crush Warden Stillwater's seat of power.
1885,Our Fort Was a Triumph,Fort Triumph,"Command wishes to reestablish Fort Triumph. Muster your armies, and send them against Desolation Hold."
1886,At a Crossroads,The Crossroads,Control over the Crossroads would disrupt Horde troop movements throughout Kalimdor. You must capture it for the Alliance.
1887,Ashenvale Pass,Maestra's Post,Maestra's Post controls the pass between Ashenvale and Darkshore. Orux Thrice-Damned is leading an attack to take control of the region. Take him down.
1888,Shadowfang Plague,Shadowfang Keep,"The undead have holed themselves up in Shadowfang Keep, and are developing a new bio-weapon to unleash against Gilneas. Eliminate their chief plaguebringer."
1889,Alterac Scouting,Ruins of Alterac,Our intel suggests the Horde have fled into the ruins of Alterac. Send scouts to determine their numbers and fortifications.
1890,Razor Hill Supplies,Razor Hill,Supplies passing between Orgrimmar and the Echo Isles must pass through Razor Hill. Set fire to their storehouses.
1891,Lingering in Theramore,Ruins of Theramore,Scout the ruins of Theramore Isle to assess its viability as a base. Beware the lingering effects of the mana bomb used in its destruction.
1892,Shreds of Warsong,Warsong Lumber Camp,Warsong Lumber Camp supplies the Horde war machine with lumber. Commandeer a Shredder to wreak havoc on their supply lines.
1893,Out of Our Depth,Zoram'gar Outpost,Zoram'gar Outpost is the Horde's only port near Azuremyst Isle. Plant depth charges in the surrounding waters to prevent a naval assault.
1894,Damming Them All,Tarren Mill,Darrowmere River stretches from the Plaguelands to Baradin Bay. Our combat engineers should establish dams to deprive the Horde freedom of movement.
1895,Destroying the Keep,Durnholde Keep,Horde forces out of Tarren Mill are attempting to rebuild Durnholde Keep. Reset their progress by laying explosives.
1896,Salvaging Tiragarde,Tiragarde Keep,A great deal of salvage can be found within the remnants of Tiragarde Keep and along the Scuttle Coast. Recover what you can.
1897,The Defense of Northwatch Hold,Northwatch Hold,Rageroar Battleships shell Northwatch Hold once again. Turn our cannons against them to remove the blockade.
1898,Barrens at War,Bael Modan,Bael Modan is being threatened by a tauren warband from the north. Stand strong with our dwarven allies.
1899,Great Gate of Mulgore,Ruins of Taurajo,Tauren warbraves are on the move from Thunder Bluff to the Barrens. Hold them at the Great Gate of Mulgore.
1900,Deeps Scouting,Blackfathom Deeps,"The Horde is showing a renewed interest in Blackfathom Deeps. Send our scouts to investigate what they have discovered, and claim it for the Alliance."
1901,Darkshore Drilling,Shatterspear War Camp,"Following the burning of Teldrassil, the Horde are entrenching themselves in northern Darkshore. Eliminate their chief engineer to halt progress."
1902,Stardust Spire Counterattack,Stardust Spire,Sergeant Dontrag leads a Horde assault against Stardust Spire. Eliminating him could sow chaos in the enemy's battle plan. See it done.
1903,Dalaran Ritual,Dalaran Crater,"The Forsaken mage, Derek the Undying, conducts an arcane ritual in the Dalaran Crater, at the convergence of multiple powerful ley-lines. Put an end to it."
1904,Dancing with the Dark Rangers,Strahnbrad,The dark rangers of Undercity conduct a guerilla war from the abandoned town of Strahnbrad. Send our agents to root them out.
1905,Azerite Weaponry,Orgrimmar,The Horde constructs doomsday weapons using Azerite in Orgrimmar. We must discover what they are building before it is too late.
1906,Steamwheedle Alliance,Ratchet,"Ratchet plays at neutrality during peace, but serves the Horde in war. Discover the intentions of the Steamwheedle Cartel."
1907,Ancient Defenses,The Shrine of Aessina,"The ancient of war, Big Baobob, requires assistance rebuilding the defenses around the Shrine of Aessina. Send the necessary resources."
1908,Posting Reinforcements,Splintertree Post,Splintertree Post has withstood siege by the Sentinel army for too long. Send reinforcements to demolish the Horde base camp.
1909,Exorcising Dun Garok,Dun Garok,The dwarven ghosts of Dun Garok have been mastered by the Forsaken. They send our own fallen comrades against us. Purge the fortress of Horde and spirit alike.
1910,Recapture Silverwind Refuge,Silverwind Refuge,Sentinels from Stardust Spire will soon launch an assault to retake Silverwind Refuge from the Horde. Send our finest to bolster their charge.
1911,Hillsbrad Mine,Azurelode Mine,A Horde garrison controls Azurelode Mine in southwest Hillsbrad. Send a strike force to seize control of this strategic resource.
1912,Silverpine Reinforcements,The Sepulcher,Horde reinforcements from the Sepulcher in Silverpine Forest are marching toward Tirisfal under High Executor Hadrec. Halt their advance.
1913,Echo Isles Navy,Echo Isles,"Much of the Horde's naval power is docked in the Echo Isles. Infiltrate the troll capital, and set fire to their ships."
1914,Deep Elem Mine,Deep Elem Mine,The Deep Elem Mine could be a valuable resource in the war against the Horde in Lordaeron. Set explosives to clear the rubble blocking the mine's entrance.
1915,Southshore Sabotage,Ruins of Southshore,The blight infecting Southshore is being weaponized by the Horde's apothecaries. Blow their experiments up in their faces.
1916,Return to Auberdine,Ruins of Auberdine,Goblin salvagers have a new Azerite-powered shredder model dismanting the ruins of Auberdine. Steal or sabotage their tech.
1917,Investigate Wailing Caverns,Wailing Caverns,"Powerful magic seeps through the Wailing Caverns, transforming the Barrens. Devise a way to leverage that magic for the Alliance."
1918,Barren Supplies,Hunter's Hill,"Lay siege to Hunter's Hill. If we capture it, we will control passage between the Barrens and Stonetalon Mountains."
1919,Shreds of Warsong,Warsong Lumber Camp,The dryad Illiyana has rallied her sisters in Forest Song. Their nature magic is destroying our Shredders. Eliminate them all.
1920,Ashenvale Pass,Maestra's Post,Maestra's Post controls the pass between Ashenvale and Darkshore. Moon Priestess Maestra's vigil must end. Bring her down.
1921,Gilnean Assault,The Sludge Fields,"Scouts report a Gilnean army under Darius Crowley marches against Hillsbrad. Set upon his forces at the Sludge Fields, where our power is greatest."
1922,Wall Them Off,Durnholde Keep,"An Alliance host marches from Stromgarde towards the ruins of Durnholde keep, to secure Thoradin's wall. Send our mightest warriors to meet them."
1923,Tiragarde Ruins,Tiragarde Keep,The Alliance brazenly attempts to rebuild Tiragarde Keep. Bring our full might down upon them and scour the ruins from Horde lands.
1924,[ph],[ph],[ph]
1925,Siege of Astranaar,Astranaar,Thenysil commands the remaining Sentinels in Ashenvale. Infiltrate Astranaar and take her down before they muster their strength.
1926,Teldrassil Evacuation,Lor'danel,Dentaria Silverglade in Lor'danel oversees the evacuation of the Teldrassian survivors to Azuremyst. Slaying her will sow chaos in their ranks.
1927,Lordamere Lake,Fenris Isle,"The Bloodfang Pack controls Fenris Isle. Create a distraction along the Misty Shore to lure them out of position, allowing Horde refugees to escape Tirisfal across the water."
1928,Mounted Resistance,Tarren Mill,"Wildhammer Gryphon Riders patrol Darrowmere River, preventing troop movements. Under the cover of darkness, infiltrate their roost and slay their mounts."
1929,Defending Durotar,Razor Hill,We have reports of Alliance ships off the Scuttle Coast. Investigate their numbers and their intentions.
1930,Bilgewater Sabotage,Bilgewater Harbor,"Alliance forces sabotaged Gallywix's Pride, the great gun above Bilgewater Harbor. See it repaired to secure Bladefist Bay."
1931,Out of your Depth,Zoram'gar Outpost,The Zoram'gar Docks will be vital for any assault against Azuremyst Isle. Plant depth charges to prevent any naval assault by the Alliance.
1932,Shadowfang Plague,Shadowfang Keep,Plaguebringer Harris has developed a new bio-weapon. Unleash his plague on the 7th legion forces surrounding Shadowfang Keep.
1933,Rebuilding Alterac,Ruins of Alterac,The ruins of Alterac could be repaired to serve as a defensible base of operations for the Horde in Lordaeron. Send forces to see the work done.
1934,Blockade of Northwatch,Northwatch Hold,Northwatch Hold relies on superior firepower to keep our forces at bay. Install goblin Azerite cannons on the northern shore of the Great Divide.
1935,Salvaging the Battlescar,Fort Triumph,There is usable salvage within the battlescar of the southern barrens. Recover what you can. Avoid the dwarves of Bael Modan.
1936,Barrens at War,Bael Modan,The Alliance is using Bael Modan as a staging point against Mulgore. Purge their armies from the Barrens.
1937,Great Gate of Mulgore,Ruins of Taurajo,Taurajo has lain in ruins long enough. March our warriors against the Alliance soldiers who siege the Great Gate. Punish the Alliance looters.
1938,Investigate Stardust Spire,Stardust Spire,"Alliance soldiers continue pouring into Ashenvale, reinforcing their holdings. Investigate Stardust Spire for any weaknesses."
1939,Return to Auberdine,Ruins of Auberdine,New Azerite-powered shredders devised by our goblin allies are salvaging the ruins of Auberdine. Prevent any Alliance spies from gathering information.
1940,Deeps Scouting,Blackfathom Deeps,The Alliance is showing a renewed interest in Blackfathom Deeps. Send our scouts to investigate what they have found there.
1941,Dancing with Dark Rangers,Strahnbrad,An army of Alliance soldiers from the Plaguelands marches towards Hillsbrad. Attack from the shadows to slow their progress.
1942,Dalaran Ritual,Dalaran Crater,"A human mage, High Sorceror Andromath, conducts an arcane ritual in the Dalaran Crater, at the convergence of multiple powerful ley-lines. Put an end to it."
1943,Orgrimmar Armory,Orgrimmar,"The vengeful night elves have recalled their forces stationed throughout Kalimdor, to begin a campaign against Orgrimmar. Track their movements across the continent."
1944,Steamwheedle Alliance,Ratchet,"The Steamwheedle Cartel will not openly declare for the Horde, but provides a vital stream of supplies. Prevent the Alliance from discovering these smuggling operations."
1945,Darkshore Drilling,Shatterspear Vale,Night elves streaming out of Darnassus pose a threat to Shatterspear Vale. Construct defenses in the nearby war camp to protect our troll allies.
1946,Exorcising Dun Garok,Dun Garok,The dwarves of Ironforge marshal their forces to retake Dun Garok. Drive them back through Thoradin's Wall.
1947,Posting Reinforcements,Splintertree Post,The kal'dorei siege our outposts across Ashenvale. Splintertree Post must not be allowed to fall. Send reinforcements.
1948,Recapture Silverwind Refuge,Silverwind Refuge,"Huntress Jalin leads her Sentinels against Silverwind Refuge, attempting to retake it for the Alliance. Throw them back."
1949,Azurelode Mine,Azurelode Mine,Our garrison in control of the Azurelode Mine has come under assault. We must not lose control of this vital source of ore.
1950,Silverpine Reinforcements,The Sepulcher,"With the fall of Lordaeron, the Alliance has set its sights on Silverpine Forest. Defend the Sepulcher against encroaching forces."
1951,Echo Isles Navy,Echo Isles,Alliance raids against the Echo Isles are damaging our ability to supply the Eastern Kingdoms warfront. Construct greater defenses around our largest port.
1952,Deep Elem Mine,Deep Elem Mine,Gnomish explosives line the walls of Deep Elem Mine. They must be cleared out so mining operations can continue.
1953,Southshore Sabotage,Ruins of Southshore,A cadre of paladins under Raleigh the Devout attempts to purify the ruins of Southshore. Provoke the blighted creatures there to disrupt his efforts.
1954,Ancient Defenses,The Shrine of Aessina,An ancient of war allied with the Sentinels stands vigil over the Shrine of Aessina. Burn it to the ground.
1955,Investigate Wailing Caverns,Wailing Caverns,"Powerful magic seeps through the Wailing Caverns, transforming the Barrens. Devise a way to leverage that magic for the Horde."
1956,Barren Supplies,Honor's Stand,The Alliance cannot hold Honor's Stand without supplies. Lay siege and starve them out.
1957,Wolves For The Den,Tiragarde Sound,A pack of dire wolves have been stalking Wolf's Den. Rexxar should be able to track and tame the beasts for the outpost.
1958,Test Mission,Test Mission,Test Mission
1959,Lingering in Theramore,Ruins of Theramore,Scout the ruins of Theramore Isle to assess its viability as a base. Beware the lingering effects of the mana bomb used in its destruction.
1963,Stonefist Watch,Tiragarde Sound,"Our scouts have found an ideal location for an outpost on Vigil Hill, but it is currently guarded by the local militia. Dispatch a war party to clear them out!"
1964,Swiftwind Post,Drustvar,"Our scouts have found an ideal location for an outpost in Drustvar, but it is currently infested with wicker beasts. Dispatch a war party to clear the area!"
1965,Mudfisher Cove,Drustvar,Our scouts have found an ideal location for an outpost in Drustvar. Dispatch a war party to secure the area.
1966,Windfall Cavern,Stormsong Valley,"Our scouts have found an ideal location for an outpost on Windwhisper Summit, but the cave is home to a man-eating grizzly. Dispatch a hunting party to slay the beast!"
1967,Hillcrest Pasture,Stormsong Valley,"Our scouts have found an ideal location for an outpost in Stormsong Valley, but it is currently occupied by the enemy. Dispatch a war party to claim Hillcrest Pasture for the Horde!"
2067,Stonetusk Watch,Stormsong Valley,"Our scouts have found an ideal location for an outpost in Stormsong Valley, but it is currently occupied by the enemy. Dispatch a war party to claim Stonetusk Watch for the Horde!"
2068,Veiled Grotto,Zuldazar,"Our scouts have found an ideal location for an outpost in Zuldazar, but it is currently occupied by the enemy. Dispatch your troops to take Veiled Grotto for the Alliance!"
2069,Mugamba Overlook,Zuldazar,"Our scouts have found an ideal location for an outpost in Zuldazar, but it is currently occupied by a tribe of wild gorillas. Dispatch a hunting party to clear the camp for the Alliance!"
2070,Verdant Hollow,Zuldazar,"Our scouts have found an ideal location for an outpost in Zuldazar, but it is currently occupied by the enemy. Dispatch your troops to take Verdant Hollow for the Alliance!"
2071,Tiragarde Cleanup,Tiragarde - Southport Watch,"Horde agents in Tiragarde are funneling resources to Freehold and Southport, in a shadow war against Boralus. Find and assault their base."
2072,Boralus Anti-Air Upgrade,Tiragarde - Boralus Harbor,"The Horde sends its fliers over Boralus Harbor, probing for weakness. Send our technicians to improve the city's anti-air cannons."
2073,Bilgewater Invasion,Drustvar - Arom's Crossing,The Bilgewater Cartel is making a play for the Azerite that has been discovered in Arom's Crossing. Locate their base of operations.
2074,Goblins in Drustvar!,Drustvar - Krazzlefrazz Outpost,"Goblin machinery is tearing through the mountains of Drustvar, harvesting Azerite. Destroy their machines."
2075,A Siege in Stormsong,Stormsong - Brennadam,Brennadam is under siege! An Azerite weapon is bombarding the town from the Dire Hills. Launch an assault against the Horde position.
2076,Stormsong Supplies,Stormsong - Warfang Hold,"Warfang Hold is a well-established Horde base in Stormsong. Scout their capabilities, and sabotage their supply caches."
2077,Twilight Harvesting,Blackfathom Deeps,"Remnants of the Twilight's Hammer operate within Blackfathom, harvesting Azerite from the planet. Eliminate them, and secure the Azerite."
2078,Azeroth Bleeds,Wailing Caverns,Azerite flows through the Wailing Caverns in tremendous quantities. Do not allow it to fall into the wrong hands of Azeroth's enemies.
2079,Bestiary Cleanup,Grove of the Ancients,"Set fire to the Horde's bestiaries near the Grove of the Ancients in Darkshore. Without their wolves, the Horde will be unable to field raiders to send against us."
2080,Overgrown Animals,The Overgrowth,The animals of the Overgrowth have been behaving strangely since Azerite was discovered in the Wailing Caverns. Capture several species for research.
2081,The 7th Legion,Zuldazar - Talanji's Rebuke,The 7th legion fleet that failed to apprehend Talanji has begun constructing a base near their landing site. Send a garrison to drive them into the sea.
2082,Dark Iron Mole Machines,Zuldazar - Xibala,"The Alliance has established a base on Zuldazar, and is reinforcing using Dark Iron mole machines. Sabotage their tunnels and break their machines."
2083,Swamping the Alliance,Nazmir - Primal Wetlands,"Deep in the Nazmir swamplands, the Alliance is attempting to create a foothold. Find their fledgling base and report back to command."
2084,Assured Victory in Nazmir,Nazmir - Fort Victory,"The Alliance is supplying its troops in Nazmir from Fort Victory, deep within Nazmani territory. Waylay one of their caravans and salvage any usable supplies."
2085,Vol'dun or Don't,Vol'dun - Shatterstone Harbor,"Alliance ships are moored near Shatterstone Harbor, off the coast of Vol'dun. Launch an assault before the Alliance gains another foothold on Zandalar."
2086,Air Defense Vol'dun,Vol'dun - Crankchug's Overlook,Gnomish flying machines have been seen flying above Vol'dun. Discover their launching pad.
2087,Explore the Roost,Shatterspear Vale,"Night elf hippogryphs roost in Shatterspear Vale. Send a strike force to eliminate this base, and ensure Horde aerial superiority over Darkshore."
2088,Animal Research Project,The Overgrowth,The animals of the Overgrowth have been behaving strangely since Azerite was discovered in the Wailing Caverns. Capture several species for research.
2089,Mistvine Ledge,Zuldazar,"Our scouts have found an ideal location for an outpost in Zuldazar, but it is currently occupied by the enemy. Dispatch your troops to take Mistvine Ledge for the Alliance!"
2090,Grimwatt's Crash,Nazmir,One of our supply planes crashed in Nazmir. We need to send a rescue party to secure the crash site before our supplies fall into enemy hands!
2091,Vulture's Nest,Vol'dun,"Our scouts have found an ideal location for an outpost in Vol'dun, but it is currently occupied by the enemy. Dispatch your troops to take Vulture's Nest for the Alliance!"
2092,Spare Parts,Tiragarde Sound,The outpost at Stonetusk Watch has requested materials to build a scrapping machine. Dispatch a war party to salvage the necessary materials from enemy engineers!
2093,Giant Slaying,Stormsong Valley,The outpost at Stonetusk Watch has been having issues with ettins in the woods. Dispatch a hunting party to eliminate the threat!
2094,Nature Calls,Drustvar,The druids at Swiftwind Post are seeking information concerning ancient Drust rituals. Dispatch a scouting party to search for clues!
2095,Wicker Defense,Drustvar,The outpost at Mudfisher Cove is under attack by wicker beasts. Dispatch reinforcements to protect our troops!
2096,Ambush at Grimwatt's Crash,Nazmir,The outpost at Grimwatt's Crash is under attack by blood trolls! Dispatch reinforcements to aid in the defense!
2097,Missing Supplies,Vol'dun,A vital supply shipment for the outpost at Vulture's Nest has been intercepted by bandits. Dispatch a team to recover the stolen supplies!
2098,Dino Research,Zuldazar,Zuldazar is home to a variety of dinosaur species that have not been encountered elsewhere. Dispatch a team of hunters to capture specimens for research!
2099,Spare Parts,Zuldazar,The outpost at Mugamba Overlook has requested materials to build a scrapping machine. Dispatch a war party to salvage the necessary materials from enemy engineers!
2100,Jungle Escort,Zuldazar,The outpost at Mistvine Ledge has requested healing support. Dispatch a team to safely escort the reinforcements to the outpost!
2106,Upgrade: The Great Seal,Zuldazar,"We require a Mission Command Table at the Great Seal, however the locals are being unaccomodating. Send some representatives to convince them."
2107,Upgrade: Zul'jan Ruins,Nazmir,"Send your followers to collect and make an offering to the Loa's, hopefully this will empower the Boons they bestow upon you."
2108,Upgrade: Vulpera Hideaway,Vol'dun,Send your followers to rescue the Caravan Master who was taken prisoner by the Faithless.
2109,Upgrade: Brennadam,Nazmir,Send your followers to Stormsong in search of the parts needed to repair the Harvester.
2110,Upgrade: Castaway Point,Tiragarde Sound,Send your followers to Castaway Point and assist Dynamite Jack to install a cannon.
2111,Upgrade: Arom's Stand,Drustvar,Send your followers to Drustvar to seek a blessing from the Order of Embers.
2112,Treasure Map: Molten Mayhem,Molten Cay,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2113,Treasure Map: Mysteries of the Reef,Whispering Reef,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2114,Treasure Map: Wild Ride,Verdant Wilds,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2115,Treasure Map: Under the Ruins,Ungol Ruins,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2116,Treasure Map: Slog in the Mire,The Rotting Mire,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2117,Treasure Map: Chain of Events,The Dread Chain,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2118,Treasure Map: No Haven,Havenswood,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2119,Treasure Map: Giants Treasure,Jorundall,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2120,Treasure Map: So Many Eyes,Skittering Hollow,"Send your followers to the location on the treasure map. This will be dangerous, but likely very lucrative."
2121,A Shady Character,Boralus,Send your followers to investigate.
2122,A Shady Character,Zuldazar,Send your followers to investigate.
2123,Spy on Warfang Hold,Stormsong Valley - Warfang Hold,Deploy spies to Warfang Hold to follow up on rumors of increased Horde activity in the area.
2124,Casting the Bait,Drustvar - Chandlery Wharf,Bring the Swift Vengeance to Chandlery Wharf and leave it there under the guise of a pirate's prize.
2125,Chow Down,Darkmoon Faire,"Silas Darkmoon has announced a corn dog eating contest. You're far too busy, but the prize pool sounds enticing."
2126,The Time of Dragons,Cataclysm,"It was a time of great desperation, as the evil dragon aspect Deathwing the Destroyer returned with sundering fury. Send your followers to revisit this era."
2127,Through the Mists,Mists of Pandaria,"The fog shrouded Pandaria finally cleared, and we discovered a new way to live slowly yet meaningfully, and lay many inner demons to rest."
2128,A Time of Wrath,Wrath of the Lich King,"Responding to the onslaught of Scourge assaults, we banded together. With our very lives on the line, we faced an evil we had not before withheld, and triumphed."
2129,Burning Legion,The Burning Crusade,"The Dark Portal opened, we stood ready to launch through and defend our homes against the inevitable assault of the Legion."
2130,Revisit the Warlords,Warlords of Draenor,"Falling into the depths of history, we made new allies, and confronted our past."
2131,Present Yourself,Feast of Winter Veil,A finely written letter has arrived asking for your best behaved followers to attend a celebration in their honor. Hopefully theres presents.
2132,Egg Hunt!,Noblegarden,Who doesn't love a good egg hunt?
2133,Hoppy Brewfest!,Brewfest,There is much debate among your followers regarding which brew at brewfest is the hoppiest. Send them to find out once and for all!
2134,Little Fires Everywhere,Midsummer Festival,"So many fires to light, not enough time! Get your followers on the task to help out."
2135,Get Spooky,Hallows End,"Something strange is going on, something's wrong, you're not going to investigate, send those followers to illuminate."
2136,Love For All,Love Is In The Air,Even followers need love! I wonder if they will bring you back something nice?
2137,Celebration of Sharing,Pilgrim's Bounty,The feasting tables have been spread with wonderful arrays of cuisine. It's only fair you thank your followers for their efforts by sending them to partake.
2138,Slaying at the Spire,Nazjatar,The Alathir Spire is ripe with enemy creatures. Send our forces to thin their ranks.
2140,Clatterhell,Nazjatar,Send a crew to retrieve whatever they can from the wreckage of our ships.
2141,Houndstooth,Mechagon,Some fool decided to rewire and upgrade a scraphound. He even named it!
2142,Sink Them!,Nazjatar,We have detected a large enemy force moving through our lines. Wipe them out.
2143,Into The Deep,Nazjatar,"We have heard reports of a ""thumping"" coming from under the sea in this area."
2144,Batten The Hatches,Nazjatar,"A storm is coming, but we must deploy reinforcements."
2145,Anchors Away,Nazjatar,"Our lines are being raided, we will drop anchor here and destroy all who approach."
2146,Hit And Swim,Nazjatar,We've recovered a barely functional vessel. We are going to load it with explosives and aim it at the enemy. Just don't forget to jump..
2147,Explosive Reinforcements,Nazjatar,"Nothing quite as satisfying as shooting goblins out the side cannons, except when they have bombs to drop on their way!"
2148,Under The Fog,Nazjatar,"Fog is setting in, send a small force to destroy what they can under its cover."
