ID,Display_lang
213676,Mindbender Raiment
213677,Scrollkeeper Vestment
213678,Scrollkeeper Slippers
213679,Scrollkeeper Mitts
213680,Scrollkeeper Crown
213681,Scrollkeeper Trousers
213682,Scrollkeeper Mantle
213683,Scrollkeeper Sash
213684,Scrollkeeper Wristwraps
213685,Mistwalker's Cuffs
213686,Mistwalker's Belt
213687,Mistwalker's Amice
213688,Mistwalker's Pants
213689,Mistwalker's Cowl
213690,Mistwalker's Handwraps
213691,Mistwalker's Treads
213692,Mistwalker's Raiment
213693,Silkmaster's Robe
213694,Silkmaster's Sandals
213695,Silkmaster's Gloves
213696,Silkmaster's Hood
213697,Silkmaster's Leggings
213698,Silkmaster's Shoulderpads
213699,Silkmaster's Cord
213700,Silkmaster's Bracers
213702,Shaded Wood Wristwraps
213703,Shaded Wood Sash
213704,Shaded Wood Mantle
213705,Shaded Wood Trousers
213706,Shaded Wood Crown
213707,Shaded Wood Mitts
213708,Shaded Wood Slippers
213710,Shaded Wood Vestment
213711,Robe of the Burning Scroll
213712,Sandals of the Burning Scroll
213713,Gloves of the Burning Scroll
213714,Hood of the Burning Scroll
213715,Leggings of the Burning Scroll
213716,Shoulderpads of the Burning Scroll
213717,Cord of the Burning Scroll
213718,Bracers of the Burning Scroll
213719,Cuffs of the Burning Scroll
213720,Belt of the Burning Scroll
213721,Amice of the Burning Scroll
213722,Pants of the Burning Scroll
213723,Cowl of the Burning Scroll
213724,Handwraps of the Burning Scroll
213725,Treads of the Burning Scroll
213726,Raiment of the Burning Scroll
213727,Vestment of the Burning Scroll
213728,Slippers of the Burning Scroll
213729,Mitts of the Burning Scroll
213730,Crown of the Burning Scroll
213731,Trousers of the Burning Scroll
213732,Mantle of the Burning Scroll
213733,Sash of the Burning Scroll
213734,Wristwraps of the Burning Scroll
213794,Bracers of the Chromatic Hydra
213795,Cord of the Chromatic Hydra
213797,Shoulderpads of the Chromatic Hydra
213798,Leggings of the Chromatic Hydra
213799,Hood of the Chromatic Hydra
213800,Gloves of the Chromatic Hydra
213801,Sandals of the Chromatic Hydra
213802,Robe of the Chromatic Hydra
213803,Raiment of the Chromatic Hydra
213804,Treads of the Chromatic Hydra
213805,Handwraps of the Chromatic Hydra
213806,Cowl of the Chromatic Hydra
213807,Pants of the Chromatic Hydra
213808,Amice of the Chromatic Hydra
213809,Belt of the Chromatic Hydra
213810,Cuffs of the Chromatic Hydra
213811,Wristwraps of the Chromatic Hydra
213812,Sash of the Chromatic Hydra
213813,Mantle of the Chromatic Hydra
213814,Trousers of the Chromatic Hydra
213815,Crown of the Chromatic Hydra
213816,Mitts of the Chromatic Hydra
213817,Slippers of the Chromatic Hydra
213818,Vestment of the Chromatic Hydra
213819,Chronomancer Robe
213820,Chronomancer Sandals
213821,Chronomancer Gloves
213822,Chronomancer Hood
213823,Chronomancer Leggings
213824,Chronomancer Shoulderpads
213825,Chronomancer Cord
213826,Chronomancer Bracers
213827,Chronomancer Cuffs
213828,Chronomancer Belt
213829,Chronomancer Amice
213830,Chronomancer Pants
213831,Chronomancer Cowl
213832,Chronomancer Handwraps
213833,Chronomancer Treads
213834,Chronomancer Raiment
213835,Chronomancer Vestment
213836,Chronomancer Slippers
213837,Chronomancer Mitts
213838,Chronomancer Crown
213839,Chronomancer Trousers
213840,Chronomancer Mantle
213841,Chronomancer Sash
213842,Chronomancer Wristwraps
213843,Guardian Serpent Bracers
213844,Guardian Serpent Cord
213845,Guardian Serpent Shoulderpads
213846,Guardian Serpent Leggings
213847,Guardian Serpent Hood
213848,Guardian Serpent Gloves
213849,Guardian Serpent Sandals
213850,Guardian Serpent Robe
213851,Guardian Serpent Raiment
213852,Guardian Serpent Treads
213853,Guardian Serpent Handwraps
213854,Guardian Serpent Cowl
213855,Guardian Serpent Pants
213856,Guardian Serpent Amice
213857,Guardian Serpent Belt
213858,Guardian Serpent Cuffs
213859,Guardian Serpent Wristwraps
213860,Guardian Serpent Sash
213861,Guardian Serpent Mantle
213862,Guardian Serpent Trousers
213863,Guardian Serpent Crown
213864,Guardian Serpent Mitts
213865,Guardian Serpent Slippers
213866,Guardian Serpent Vestment
213867,Robe of the Exorcist
213868,Sandals of the Exorcist
213869,Gloves of the Exorcist
213870,Hood of the Exorcist
213871,Leggings of the Exorcist
213872,Shoulderpads of the Exorcist
213873,Cord of the Exorcist
213874,Bracers of the Exorcist
213875,Cuffs of the Exorcist
213876,Belt of the Exorcist
213877,Amice of the Exorcist
213878,Pants of the Exorcist
213879,Cowl of the Exorcist
213880,Handwraps of the Exorcist
213881,Treads of the Exorcist
213882,Raiment of the Exorcist
213883,Vestment of the Exorcist
213884,Slippers of the Exorcist
213885,Mitts of the Exorcist
213886,Crown of the Exorcist
213887,Trousers of the Exorcist
213888,Mantle of the Exorcist
213889,Sash of the Exorcist
213890,Wristwraps of the Exorcist
213891,Bracers of the Ternion Glory
213892,Cord of the Ternion Glory
213893,Shoulderpads of the Ternion Glory
213894,Leggings of the Ternion Glory
213895,Hood of the Ternion Glory
213896,Gloves of the Ternion Glory
213897,Sandals of the Ternion Glory
213898,Robe of the Ternion Glory
213899,Raiment of the Ternion Glory
213900,Treads of the Ternion Glory
213901,Handwraps of the Ternion Glory
213902,Cowl of the Ternion Glory
213903,Pants of the Ternion Glory
213904,Amice of the Ternion Glory
213905,Belt of the Ternion Glory
213906,Cuffs of the Ternion Glory
213907,Wristwraps of the Ternion Glory
213908,Sash of the Ternion Glory
213909,Mantle of the Ternion Glory
213910,Trousers of the Ternion Glory
213911,Crown of the Ternion Glory
213912,Mitts of the Ternion Glory
213913,Slippers of the Ternion Glory
213914,Vestment of the Ternion Glory
213915,Sha-Skin Robe
213916,Sha-Skin Sandals
213917,Sha-Skin Gloves
213918,Sha-Skin Hood
213919,Sha-Skin Leggings
213920,Sha-Skin Shoulderpads
213921,Sha-Skin Cord
213922,Sha-Skin Bracers
213923,Sha-Skin Cuffs
213924,Sha-Skin Belt
213925,Sha-Skin Amice
213926,Sha-Skin Pants
213927,Sha-Skin Cowl
213928,Sha-Skin Handwraps
213929,Sha-Skin Treads
213930,Sha-Skin Raiment
213931,Sha-Skin Vestment
213932,Sha-Skin Slippers
213933,Sha-Skin Mitts
213934,Sha-Skin Crown
213935,Sha-Skin Trousers
213936,Sha-Skin Mantle
213937,Sha-Skin Sash
213938,Sha-Skin Wristwraps
213939,Bracers of the Thousandfold Hells
213940,Cord of the Thousandfold Hells
213941,Shoulderpads of the Thousandfold Hells
213942,Leggings of the Thousandfold Hells
213943,Hood of the Thousandfold Hells
213944,Gloves of the Thousandfold Hells
213945,Sandals of the Thousandfold Hells
213946,Robe of the Thousandfold Hells
213947,Raiment of the Thousandfold Hells
213948,Treads of the Thousandfold Hells
213949,Handwraps of the Thousandfold Hells
213950,Cowl of the Thousandfold Hells
213951,Pants of the Thousandfold Hells
213952,Amice of the Thousandfold Hells
213953,Belt of the Thousandfold Hells
213954,Cuffs of the Thousandfold Hells
213955,Wristwraps of the Thousandfold Hells
213956,Sash of the Thousandfold Hells
213957,Mantle of the Thousandfold Hells
213958,Trousers of the Thousandfold Hells
213959,Crown of the Thousandfold Hells
213960,Mitts of the Thousandfold Hells
213961,Slippers of the Thousandfold Hells
213962,Vestment of the Thousandfold Hells
213963,Robe of the Horned Nightmare
213964,Sandals of the Horned Nightmare
213965,Gloves of the Horned Nightmare
213966,Hood of the Horned Nightmare
213967,Leggings of the Horned Nightmare
213968,Shoulderpads of the Horned Nightmare
213969,Cord of the Horned Nightmare
213970,Bracers of the Horned Nightmare
213971,Cuffs of the Horned Nightmare
213972,Belt of the Horned Nightmare
213973,Amice of the Horned Nightmare
213974,Pants of the Horned Nightmare
213975,Cowl of the Horned Nightmare
213976,Handwraps of the Horned Nightmare
213977,Treads of the Horned Nightmare
213978,Raiment of the Horned Nightmare
213979,Vestment of the Horned Nightmare
213980,Slippers of the Horned Nightmare
213981,Mitts of the Horned Nightmare
213982,Crown of the Horned Nightmare
213983,Trousers of the Horned Nightmare
213984,Mantle of the Horned Nightmare
213985,Sash of the Horned Nightmare
213986,Wristwraps of the Horned Nightmare
213987,Cloudscorcher's Bracers
213988,Cloudscorcher's Cord
213989,Cloudscorcher's Shoulderpads
213990,Cloudscorcher's Leggings
213991,Cloudscorcher's Hood
213992,Cloudscorcher's Gloves
213993,Cloudscorcher's Sandals
213994,Cloudscorcher's Robe
213995,Amaranthine Raiment
213996,Amaranthine Treads
213997,Amaranthine Handwraps
213998,Amaranthine Cowl
213999,Amaranthine Pants
214000,Amaranthine Amice
214001,Amaranthine Belt
214002,Amaranthine Cuffs
214003,Wristwraps of the Dynast
214004,Sash of the Dynast
214005,Mantle of the Dynast
214006,Leggings of the Dynast
214007,Crown of the Dynast
214008,Gloves of the Dynast
214009,Slippers of the Dynast
214010,Vestment of the Dynast
214011,Shado-Pan Tunic
214012,Shado-Pan Footwraps
214013,Shado-Pan Handwraps
214014,Shado-Pan Hat
214015,Shado-Pan Pants
214016,Shado-Pan Shoulderguards
214017,Shado-Pan Sash
214018,Shado-Pan Bracers
214019,Shado-Pan Armbands
214020,Shado-Pan Belt
214021,Shado-Pan Mantle
214022,Shado-Pan Trousers
214023,Shado-Pan Headguard
214024,Shado-Pan Gloves
214025,Shado-Pan Sandals
214026,Shado-Pan Jerkin
214027,Nimbletoe Tunic
214028,Nimbletoe Boots
214029,Nimbletoe Gloves
214030,Nimbletoe Helm
214031,Nimbletoe Leggings
214032,Nimbletoe Shoulderpads
214033,Nimbletoe Belt
214034,Nimbletoe Bracers
214035,Mogubreaker Bindings
214036,Mogubreaker Waistband
214037,Mogubreaker Spaulders
214038,Mogubreaker Legguards
214039,Mogubreaker Cover
214040,Mogubreaker Grips
214041,Mogubreaker Footguards
214042,Mogubreaker Vest
214044,Tidesplitter Jerkin
214045,Tidesplitter Treads
214046,Tidesplitter Handguards
214047,Tidesplitter Cap
214048,Tidesplitter Pants
214049,Tidesplitter Mantle
214050,Tidesplitter Cinch
214051,Tidesplitter Wraps
214052,Brushstalker Bracers
214053,Brushstalker Belt
214054,Brushstalker Shoulderpads
214055,Brushstalker Leggings
214056,Brushstalker Helm
214057,Brushstalker Gloves
214058,Brushstalker Boots
214059,Brushstalker Tunic
214060,Ghost Fox Vest
214061,Ghost Fox Footguards
214062,Ghost Fox Grips
214063,Ghost Fox Cover
214064,Ghost Fox Legguards
214065,Ghost Fox Spaulders
214066,Ghost Fox Waistband
214067,Ghost Fox Bindings
214068,Thunderpaw Bracers
214069,Thunderpaw Belt
214070,Thunderpaw Shoulderpads
214071,Thunderpaw Leggings
214072,Thunderpaw Helm
214073,Thunderpaw Gloves
214074,Thunderpaw Boots
214075,Thunderpaw Tunic
214076,Farwatch Bindings
214077,Farwatch Vest
214078,Farwatch Footguards
214079,Farwatch Cover
214080,Farwatch Grips
214081,Farwatch Waistband
214082,Farwatch Spaulders
214083,Farwatch Legguards
214084,Springrain Leggings
214085,Springrain Shoulderpads
214086,Springrain Belt
214087,Springrain Gloves
214088,Springrain Helm
214089,Springrain Boots
214090,Springrain Tunic
214091,Springrain Bracers
214092,Mistveil Wraps
214093,Mistveil Jerkin
214094,Mistveil Treads
214095,Mistveil Cap
214096,Mistveil Handguards
214097,Mistveil Cinch
214098,Mistveil Mantle
214099,Mistveil Pants
214100,Mistdancer Pants
214101,Mistdancer Mantle
214102,Mistdancer Cinch
214103,Mistdancer Handguards
214104,Mistdancer Cap
214105,Mistdancer Treads
214106,Mistdancer Jerkin
214107,Mistdancer Wraps
214108,Riverblade Bindings
214109,Riverblade Vest
214110,Riverblade Footguards
214111,Riverblade Cover
214112,Riverblade Grips
214113,Riverblade Waistband
214114,Riverblade Spaulders
214115,Riverblade Legguards
214116,Swampthresher Pants
214117,Swampthresher Mantle
214118,Swampthresher Cinch
214119,Swampthresher Handguards
214120,Swampthresher Cap
214121,Swampthresher Treads
214122,Swampthresher Jerkin
214123,Swampthresher Wraps
214124,Tian Monastery Bracers
214125,Tian Monastery Tunic
214126,Tian Monastery Boots
214127,Tian Monastery Gloves
214128,Tian Monastery Belt
214129,Tian Monastery Leggings
214130,Tian Monastery Legguards
214131,Tian Monastery Waistband
214132,Tian Monastery Grips
214133,Tian Monastery Footguards
214134,Tian Monastery Vest
214135,Tian Monastery Bindings
214136,Tian Monastery Wraps
214137,Tian Monastery Jerkin
214138,Tian Monastery Treads
214139,Tian Monastery Handguards
214140,Tian Monastery Cinch
214141,Tian Monastery Pants
214142,Eternal Blossom Bracers
214143,Eternal Blossom Tunic
214144,Eternal Blossom Boots
214145,Eternal Blossom Helm
214146,Eternal Blossom Gloves
214147,Eternal Blossom Belt
214148,Eternal Blossom Shoulderpads
214149,Eternal Blossom Leggings
214150,Eternal Blossom Legguards
214151,Eternal Blossom Spaulders
214152,Eternal Blossom Waistband
214153,Eternal Blossom Grips
214154,Eternal Blossom Cover
214155,Eternal Blossom Footguards
214156,Eternal Blossom Vest
214157,Eternal Blossom Bindings
214158,Eternal Blossom Wraps
214159,Eternal Blossom Jerkin
214160,Eternal Blossom Treads
214161,Eternal Blossom Cap
214162,Eternal Blossom Hands
214163,Eternal Blossom Cinch
214164,Eternal Blossom Mantle
214165,Eternal Blossom Pants
214166,Leggings of the Haunted Forest
214167,Shoulderpads of the Haunted Forest
214168,Belt of the Haunted Forest
214169,Gloves of the Haunted Forest
214170,Helm of the Haunted Forest
214171,Boots of the Haunted Forest
214172,Tunic of the Haunted Forest
214173,Bracers of the Haunted Forest
214174,Bindings of the Haunted Forest
214175,Vest of the Haunted Forest
214176,Footguards of the Haunted Forest
214177,Cover of the Haunted Forest
214178,Grips of the Haunted Forest
214179,Waistband of the Haunted Forest
214180,Spaulders of the Haunted Forest
214181,Legguards of the Haunted Forest
214182,Pants of the Haunted Forest
214183,Mantle of the Haunted Forest
214184,Cinch of the Haunted Forest
214185,Handguards of the Haunted Forest
214186,Cap of the Haunted Forest
214187,Treads of the Haunted Forest
214188,Jerkin of the Haunted Forest
214189,Wraps of the Haunted Forest
214190,Bracers of the Shattered Vale
214191,Tunic of the Shattered Vale
214192,Boots of the Shattered Vale
214193,Helm of the Shattered Vale
214194,Gloves of the Shattered Vale
214195,Belt of the Shattered Vale
214196,Shoulderpads of the Shattered Vale
214197,Leggings of the Shattered Vale
214198,Legguards of the Shattered Vale
214199,Spaulders of the Shattered Vale
214200,Waistband of the Shattered Vale
214201,Grips of the Shattered Vale
214202,Cover of the Shattered Vale
214203,Footguards of the Shattered Vale
214204,Vest of the Shattered Vale
214205,Bindings of the Shattered Vale
214206,Wraps of the Shattered Vale
214207,Jerkin of the Shattered Vale
214208,Treads of the Shattered Vale
214209,Cap of the Shattered Vale
214210,Handguards of the Shattered Vale
214211,Cinch of the Shattered Vale
214212,Mantle of the Shattered Vale
214213,Pants of the Shattered Vale
214214,Gleaming Gloves of Unrelenting Justice
214215,Red Crane Leggings
214216,Red Crane Shoulderpads
214217,Red Crane Belt
214218,Red Crane Gloves
214219,Red Crane Helm
214220,Red Crane Boots
214221,Red Crane Tunic
214222,Red Crane Bracers
214223,Gleaming Helm of Unrelenting Justice
214224,Gleaming Tunic of Unrelenting Justice
214225,Gleaming Bracers of Unrelenting Justice
214226,Gleaming Belt of Unrelenting Justice
214227,Gleaming Leggings of Unrelenting Justice
214228,Gleaming Cloak of Unrelenting Justice
214229,Gleaming Mantle of Unrelenting Justice
214230,Gleaming Treads of Unrelenting Justice
214231,Moonlit Gloves of Unrelenting Justice
214232,Moonlit Helm of Unrelenting Justice
214233,Moonlit Tunic of Unrelenting Justice
214234,Moonlit Bracers of Unrelenting Justice
214235,Moonlit Belt of Unrelenting Justice
214236,Moonlit Leggings of Unrelenting Justice
214237,Moonlit Cloak of Unrelenting Justice
214238,Moonlit Mantle of Unrelenting Justice
214239,Moonlit Treads of Unrelenting Justice
214243,Red Crane Bindings
214244,Red Crane Vest
214245,Red Crane Footguards
214246,Red Crane Cover
214247,Red Crane Grips
214248,Red Crane Waistband
214249,Red Crane Spaulders
214250,Red Crane Legguards
214251,Red Crane Pants
214252,Red Crane Mantle
214253,Red Crane Cinch
214254,Red Crane Handguards
214255,Red Crane Cap
214256,Red Crane Treads
214257,Red Crane Jerkin
214258,Red Crane Wraps
214259,Fire-Charm Bracers
214260,Fire-Charm Tunic
214261,Fire-Charm Boots
214262,Fire-Charm Helm
214263,Fire-Charm Gloves
214264,Fire-Charm Belt
214265,Fire-Charm Shoulderpads
214266,Fire-Charm Leggings
214267,Fire-Charm Legguards
214268,Fire-Charm Spaulders
214269,Fire-Charm Waistband
214270,Fire-Charm Grips
214271,Fire-Charm Cover
214272,Fire-Charm Footguards
214273,Fire-Charm Vest
214274,Fire-Charm Bindings
214275,Fire-Charm Wraps
214276,Fire-Charm Jerkin
214277,Fire-Charm Treads
214278,Fire-Charm Cap
214279,Fire-Charm Handguards
214280,Fire-Charm Cinch
214281,Fire-Charm Mantle
214282,Fire-Charm Pants
214283,Leggings of Seven Sacred Seals
214284,Shoulderpads of Seven Sacred Seals
214285,Belt of Seven Sacred Seals
214286,Gloves of Seven Sacred Seals
214287,Helm of Seven Sacred Seals
214288,Boots of Seven Sacred Seals
214289,Tunic of Seven Sacred Seals
214290,Bracers of Seven Sacred Seals
214291,Bindings of Seven Sacred Seals
214292,Vest of Seven Sacred Seals
214293,Footguards of Seven Sacred Seals
214294,Cover of Seven Sacred Seals
214295,Grips of Seven Sacred Seals
214296,Waistband of Seven Sacred Seals
214297,Spaulders of Seven Sacred Seals
214298,Legguards of Seven Sacred Seals
214299,Pants of Seven Sacred Seals
214300,Mantle of Seven Sacred Seals
214301,Cinch of Seven Sacred Seals
214302,Handguards of Seven Sacred Seals
214303,Cap of Seven Sacred Seals
214304,Treads of Seven Sacred Seals
214305,Jerkin of Seven Sacred Seals
214306,Wraps of Seven Sacred Seals
214307,Bracers of the Thousandfold Blades
214308,Tunic of the Thousandfold Blades
214309,Boots of the Thousandfold Blades
214310,Helm of the Thousandfold Blades
214311,Gloves of the Thousandfold Blades
214312,Belt of the Thousandfold Blades
214313,Shoulderpads of the Thousandfold Blades
214314,Leggings of the Thousandfold Blades
214315,Legguards of the Thousandfold Blades
214316,Spaulders of the Thousandfold Blades
214317,Waistband of the Thousandfold Blades
214318,Grips of the Thousandfold Blades
214319,Cover of the Thousandfold Blades
214320,Footguards of the Thousandfold Blades
214321,Vest of the Thousandfold Blades
214322,Bindings of the Thousandfold Blades
214323,Wraps of the Thousandfold Blades
214324,Jerkin of the Thousandfold Blades
214325,Treads of the Thousandfold Blades
214326,Cap of the Thousandfold Blades
214327,Handguards of the Thousandfold Blades
214328,Cinch of the Thousandfold Blades
214329,Mantle of the Thousandfold Blades
214330,Pants of the Thousandfold Blades
214331,Nine-Tailed Leggings
214332,Nine-Tailed Shoulderpads
214333,Nine-Tailed Belt
214334,Nine-Tailed Gloves
214335,Nine-Tailed Helm
214336,Nine-Tailed Boots
214337,Nine-Tailed Tunic
214338,Nine-Tailed Bracers
214339,Nine-Tailed Bindings
214340,Nine-Tailed Vest
214341,Nine-Tailed Footguards
214342,Nine-Tailed Cover
214343,Nine-Tailed Grips
214344,Nine-Tailed Waistband
214345,Nine-Tailed Spaulders
214346,Nine-Tailed Legguards
214347,Nine-Tailed Pants
214348,Nine-Tailed Mantle
214349,Nine-Tailed Cinch
214350,Nine-Tailed Handguards
214351,Nine-Tailed Cap
214352,Nine-Tailed Treads
214353,Nine-Tailed Jerkin
214354,Nine-Tailed Wraps
214355,Bracers of the Barbed Assassin
214356,Tunic of the Barbed Assassin
214357,Boots of the Barbed Assassin
214358,Helm of the Barbed Assassin
214359,Gloves of the Barbed Assassin
214360,Belt of the Barbed Assassin
214361,Shoulderpads of the Barbed Assassin
214362,Leggings of the Barbed Assassin
214363,Legguards of the Barbed Assassin
214364,Spaulders of the Barbed Assassin
214365,Waistband of the Barbed Assassin
214366,Grips of the Barbed Assassin
214367,Cover of the Barbed Assassin
214368,Footguards of the Barbed Assassin
214369,Vest of the Barbed Assassin
214370,Bindings of the Barbed Assassin
214371,Wraps of the Barbed Assassin
214372,Jerkin of the Barbed Assassin
214373,Treads of the Barbed Assassin
214374,Cap of the Barbed Assassin
214375,Handguards of the Barbed Assassin
214376,Cinch of the Barbed Assassin
214377,Mantle of the Barbed Assassin
214378,Pants of the Barbed Assassin
214379,Cranefeather Leggings
214380,Cranefeather Shoulderpads
214381,Cranefeather Belt
214382,Cranefeather Gloves
214383,Cranefeather Helm
214384,Cranefeather Boots
214385,Cranefeather Tunic
214386,Cranefeather Bracers
214387,Snowdrift Bindings
214388,Snowdrift Vest
214389,Snowdrift Footguards
214390,Snowdrift Cover
214391,Snowdrift Grips
214392,Snowdrift Waistband
214393,Snowdrift Spaulders
214394,Snowdrift Legguards
214395,Wildblood Pants
214396,Wildblood Mantle
214397,Wildblood Cinch
214398,Wildblood Handguards
214399,Wildblood Cap
214400,Wildblood Treads
214401,Wildblood Jerkin
214402,Wildblood Wraps
214403,Stormbrew Bracers
214404,Stormbrew Hauberk
214405,Stormbrew Boots
214406,Stormbrew Helm
214407,Stormbrew Gauntlets
214408,Stormbrew Belt
214409,Stormbrew Spaulders
214410,Stormbrew Leggings
214411,Mogu Lord's Legguards
214412,Mogu Lord's Pauldrons
214413,Mogu Lord's Chain
214414,Mogu Lord's Gloves
214415,Mogu Lord's Headguard
214416,Mogu Lord's Sabatons
214417,Mogu Lord's Chestguard
214418,Mogu Lord's Armbands
214419,Waterburst Wristguards
214420,Waterburst Breastplate
214421,Waterburst Footguards
214422,Waterburst Helmet
214423,Waterburst Grips
214424,Waterburst Girdle
214425,Waterburst Mantle
214426,Waterburst Legwraps
214427,Kor'kron Binder's Leggings
214428,Kor'kron Binder's Spaulders
214429,Kor'kron Binder's Belt
214430,Kor'kron Binder's Gauntlets
214431,Kor'kron Binder's Helm
214432,Kor'kron Binder's Boots
214433,Kor'kron Binder's Hauberk
214434,Kor'kron Binder's Bracers
214437,Armbands of Twisted Elements
214438,Chestguard of Twisted Elements
214439,Sabatons of Twisted Elements
214440,Headguard of Twisted Elements
214441,Gloves of Twisted Elements
214442,Chain of Twisted Elements
214443,Pauldrons of Twisted Elements
214444,Legguards of Twisted Elements
214445,Dark Shaman Legwraps
214446,Dark Shaman Mantle
214447,Dark Shaman Girdle
214448,Dark Shaman Grips
214449,Dark Shaman Helmet
214450,Dark Shaman Footguards
214451,Dark Shaman Vest
214452,Dark Shaman Wristguards
214454,Windreaver's Bracers
214456,Windreaver's Hauberk
214457,Windreaver's Boots
214458,Windreaver's Helm
214459,Windreaver's Gauntlets
214460,Windreaver's Belt
214461,Windreaver's Spaulders
214463,Windreaver's Leggings
214467,Trailseeker's Legguards
214468,Trailseeker's Pauldrons
214470,Trailseeker's Chain
214471,Trailseeker's Gloves
214472,Trailseeker's Headguard
214474,Trailseeker's Sabatons
214475,Trailseeker's Chestguard
214476,Trailseeker's Armbands
214479,Peakscaler Wristguards
214480,Peakscaler Breastplate
214481,Peakscaler Footguards
214482,Peakscaler Helmet
214483,Peakscaler Grips
214484,Peakscaler Girdle
214485,Peakscaler Mantle
214486,Peakscaler Legwraps
214489,Jade Guardian's Leggings
214491,Jade Guardian's Spaulders
214492,Jade Guardian's Belt
214493,Jade Guardian's Gauntlets
214495,Jade Guardian's Helm
214496,Jade Guardian's Boots
214497,Jade Guardian's Hauberk
214498,Jade Guardian's Bracers
214507,Dawnwatcher's Armbands
214508,Dawnwatcher's Chestguard
214509,Dawnwatcher's Sabatons
214510,Dawnwatcher's Headguard
214511,Dawnwatcher's Gloves
214513,Dawnwatcher's Chain
214514,Dawnwatcher's Pauldrons
214515,Dawnwatcher's Legguards
214519,Streamspeaker Legwraps
214520,Streamspeaker Mantle
214521,Streamspeaker Girdle
214522,Streamspeaker Grips
214523,Streamspeaker Helmet
214524,Streamspeaker Footguards
214525,Streamspeaker Breastplate
214526,Streamspeaker Wristguards
214527,Reedstalker Bracers
214528,Reedstalker Hauberk
214529,Reedstalker Boots
214530,Reedstalker Helm
214531,Reedstalker Gauntlets
214532,Reedstalker Belt
214533,Reedstalker Spaulders
214534,Reedstalker Leggings
214535,Sun Pearl Legguards
214536,Sun Pearl Chain
214537,Sun Pearl Gloves
214538,Sun Pearl Sabatons
214539,Sun Pearl Chestguard
214540,Sun Pearl Armbands
214541,Sun Pearl Wristguards
214542,Sun Pearl Breastplate
214543,Sun Pearl Footguards
214544,Sun Pearl Grips
214545,Sun Pearl Girdle
214546,Sun Pearl Legwraps
214547,Sun Pearl Leggings
214548,Sun Pearl Belt
214549,Sun Pearl Gauntlets
214550,Sun Pearl Boots
214551,Sun Pearl Hauberk
214552,Sun Pearl Bracers
214553,Yaungol Slayer's Legguards
214554,Yaungol Slayer's Pauldrons
214555,Yaungol Slayer's Chain
214556,Yaungol Slayer's Gloves
214557,Yaungol Slayer's Headguard
214558,Yaungol Slayer's Sabatons
214559,Yaungol Slayer's Chestguard
214560,Yaungol Slayer's Armbands
214562,Yaungol Slayer's Wristguards
214563,Yaungol Slayer's Breastplate
214564,Yaungol Slayer's Footguards
214565,Yaungol Slayer's Helmet
214566,Yaungol Slayer's Grips
214567,Yaungol Slayer's Girdle
214568,Yaungol Slayer's Mantle
214569,Yaungol Slayer's Legwraps
214570,Yaungol Slayer's Leggings
214571,Yaungol Slayer's Spaulders
214572,Yaungol Slayer's Belt
214573,Yaungol Slayer's Gauntlets
214574,Yaungol Slayer's Helm
214575,Yaungol Slayer's Boots
214576,Yaungol Slayer's Hauberk
214577,Yaungol Slayer's Bracers
214578,Saurok Stalker's Armbands
214579,Saurok Stalker's Chestguard
214580,Saurok Stalker's Sabatons
214582,Saurok Stalker's Headguard
214583,Saurok Stalker's Gloves
214584,Saurok Stalker's Chain
214585,Saurok Stalker's Pauldrons
214586,Saurok Stalker's Legguards
214587,Saurok Stalker's Legwraps
214588,Saurok Stalker's Mantle
214589,Saurok Stalker's Girdle
214590,Saurok Stalker's Grips
214591,Saurok Stalker's Helmet
214592,Saurok Stalker's Footguards
214593,Saurok Stalker's Breastplate
214594,Saurok Stalker's Wristguards
214596,Saurok Stalker's Bracers
214598,Saurok Stalker's Hauberk
214599,Saurok Stalker's Boots
214600,Saurok Stalker's Helm
214601,Saurok Stalker's Gauntlets
214602,Saurok Stalker's Belt
214603,Saurok Stalker's Spaulders
214604,Saurok Stalker's Leggings
214606,Legguards of the Unblinking Vigil
214607,Pauldrons of the Unblinking Vigil
214608,Chain of the Unblinking Vigil
214610,Gloves of the Unblinking Vigil
214611,Headguard of the Unblinking Vigil
214612,Sabatons of the Unblinking Vigil
214613,Chestguard of the Unblinking Vigil
214614,Armbands of the Unblinking Vigil
214617,Wristguards of the Unblinking Vigil
214618,Breastplate of the Unblinking Vigil
214619,Feet of the Unblinking Vigil
214620,Helmet of the Unblinking Vigil
214621,Grips of the Unblinking Vigil
214622,Girdle of the Unblinking Vigil
214623,Mantle of the Unblinking Vigil
214624,Legwraps of the Unblinking Vigil
214625,Leggings of the Unblinking Vigil
214626,Spaulders of the Unblinking Vigil
214627,Belt of the Unblinking Vigil
214628,Gauntlets of the Unblinking Vigil
214629,Helm of the Unblinking Vigil
214630,Boots of the Unblinking Vigil
214631,Hauberk of the Unblinking Vigil
214632,Bracers of the Unblinking Vigil
214633,Firebird's Armbands
214634,Firebird's Robeguard
214635,Firebird's Sabatons
214636,Firebird's Headguard
214637,Firebird's Gloves
214638,Firebird's Chain
214639,Firebird's Pauldrons
214640,Firebird's Legguards
214641,Firebird's Legwraps
214642,Firebird's Mantle
214643,Firebird's Girdle
214644,Firebird's Grips
214645,Firebird's Helmet
214646,Firebird's Footguards
214647,Firebird's Breastplate
214648,Firebird's Wristguards
214649,Firebird's Bracers
