ID,Description_lang,Title_lang
5142,Hunt beasts north of the river.,Northern Plains Hunt
5143,Find and investigate creature tracks.,Print Pursuer
5144,Clear out Famished Proto-Drakes from north of the river.,Fine Dining
5145,Hunt Zumakh.,Horned Hazard
5146,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5147,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5148,Hunt creatures around Apex Canopy.,Apex Canopy Hunt
5149,Help the Clumsy Centaur get back on their feet!,Four Left Hooves
5150,Defend the Injured Foal.,Foal Play
5151,Defeat Honmor.,Sleeping Like a Rock
5152,Find and defeat Tomnu.,Circle of Life
5153,Hunt creatures around the northeast falls.,Northeast Falls Hunt
5154,Bring the Drowning Foal to land!,The Deep End
5155,Clear out the Intrusive Swoglets and Hornswog.,The Swog Offensive
5156,Hunt elementals around Genesis Falls.,Genesis Falls Hunt
5157,Collect the lost Shikaar equipment.,Lost and Found
5158,Defeat the Starving Proto-Drakes.,How to Maim a Dragon
5159,Find and defeat Uurtus.,A Bubbly Personality
5160,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5161,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5162,Hunt Elementals in the eastern portion of Hornswog Hollow.,Eastern Hornswog Hollow Hunt
5163,Revive Injured Bakar.,Healing Hounds
5164,Clear out the Spiteful Snails.,A Shellish Invasion
5165,Defeat Galnmor.,Global Worming
5166,Hunt Elementals and Hornswog in the western portion of Hornswog Hollow.,Western Hornswog Hollow Hunt
5167,Free Hunters from the swarm of Rowdy Hornswog.,Hopping Mad
5168,Clear out the Ruffian Hornswog.,Big Swogs in a Small Pond
5169,Defeat Salkii.,Leapfrog
5170,Hunt elementals in the northern river area.,Northern River Hunt
5171,Free imprisoned Bakar and Ohuna!,In Hot Water
5172,Clear out the Expelled Earth Elementals.,Rock Bottom
5173,Find and defeat Borzgas.,Self Kelp
5174,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5175,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5176,Hunt beasts and dragonkin in the eastern Wild Preserve.,Eastern Preserve Hunt
5177,Save Frightened Riverbeast Calves from the Hungry Proto-Whelps!,Hippo to Go
5178,Defeat the invading Thunder Lizards.,Noisy Neighbors
5179,Find and hunt Muugurv.,The Newt Guy
5180,Hunt beasts and dragonkin in the western Wild Preserve.,Western Preserve Hunt
5181,Revive Injured Hunters.,Wounded Honor
5182,Defeat the intruding Fire Elementals.,Lava Intrusion
5183,Find and hunt Gamgus.,Hot as Shell
5184,Hunt dragonkin in the southern Wild Preserve.,Southern Preserve Hunt
5185,Collect Fresh Meat from mangled corpses leftover by Proto-Drakes.,Back on the Menu
5186,Stop the Infused Proto-Drakes assault.,Infused Assault
5187,Find and hunt Degmakh.,Graceful Entry
5188,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5189,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5190,Hunt creatures around the forked road.,Forked Road Hunt
5191,Heal Injured Young Horned Armoredon.,Armor Repairs
5192,Clear out the Rampaging Forest Giants.,Root of Anger
5193,Hunt Uurhilt.,Baaaah'd Guy
5194,Hunt creatures in the southeast hunt area.,Southeast Hunt
5195,Use rocks to clear all the Horned Filcher Nests from the trees.,To Balance Nature
5196,Clear out the Blaring and Roaring Caprine.,The Most Annoying Sound
5197,Waken and hunt Khuumog.,Rude Awakening
5198,Hunt creatures in the southwest hunt area.,Southwest Hunt
5199,Collect Vorquin Bones.,Deerly Departed
5200,Clear out the Agitated and Furious Horned Filchers.,Agitated Migration
5201,Hunt Tenmod.,A Giant Nuisance
5202,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5203,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5204,Hunt creatures west or on the frozen river.,Frozen River Hunt
5205,Revive Injured Hunters.,Hoofing It
5206,Clear out the Rowdy and Unruly Goats.,Mountain Menace
5207,Find and Hunt Moskhoi.,A Chilly Reception
5208,Hunt creatures to the east of the frozen river.,East River Hunt
5209,Free the trapped Ice Burrower Hatchlings.,Hatchling Helper
5210,Clear out the Raging and Fuming Ice Burrowers.,Down to Earth
5211,Hunt Yaankhi.,A Mammoth Problem
5212,Hunt creatures in the hills east of the river.,Hills Hunt
5213,Bring Lost Supplies back to Shikaar Supplies Masters.,Lost and Found
5214,Clear out the Berserk and Violent Yetis.,Berserker Barrage
5215,Hunt Tevgai.,The Average Bear
5216,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5217,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5218,Hunt creatures west of the river.,West River Hunt
5219,Find a way to return the Stuck Shortcoat Cubs to their mothers.,No Way Down
5220,Clear out the Parched Shortcoat Bears.,Taken Hold Of
5221,Find and hunt Yamakh.,The Horned Terror
5222,Hunt beavers and ottuks around the river.,River Hunt
5223,Collect the lost Shikaar equipment.,A Maruuk Mess
5224,Clear out the Vicious Crystalspine.,Thorn in Our Side
5225,Hunt Mantai.,A Steamy Problem
5226,Hunt creatures east of the river.,East River Hunt
5227,Help the Impaled Shikaar Hunters.,Pain in the Butt
5228,Clear out the Frantic and Hectic Wildwater Ottuk.,Frantic Frenzy
5229,Hunt Arkhuu.,Deliverer of Darkness
5230,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5231,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5232,Hunt creatures around the lower Cascades.,Lower Cascades Hunt
5233,Save the Swarmed Bakar from the Swoglets.,Swarming Swoglets
5234,Clear the Swarming Dismay Flies.,It's Going To Be Dismay
5235,Find and defeat Melkhop.,A Skip and a Hop
5236,Hunt creatures around the Southeast Cascades.,Southeast Cascades Hunt
5237,Flip Overturned Hatchlings back onto their feet.,Fallen and Can't Get Up
5238,Defeat the Towering Fickleshells.,A Towering Problem
5239,Hunt Galzuda.,An Unfriendly Neighbor
5240,Hunt creatures around the Southwest Cascades.,Southwest Cascades Hunt
5241,Clear out Winghunter Nests.,Over Nesting
5242,Defeat the Scythid attacking the Creekside Grazers.,Scythid Raid
5243,Find and defeat Angen.,Order To Go
5244,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5245,Talk to Scout Tomul and blow the Grand Hunting Horn.,Begin the Hunt
5246,,[DNT]Step 2
5247,,[DNT]Step 3
5248,,[DNT]Step 4
5249,,[DNT]Step 5
5250,,[DNT]Step 6
5251,,[DNT]Step 7
5252,,[DNT]Step 8
5253,,[DNT]Step 9
5254,,[DNT]Step 10
5255,,[DNT]Step 11
5256,,[DNT]Step 12
5257,,[DNT]Step 13
5258,Talk to Scout Tomul and blow the Grand Hunting Horn.,Conclude the Hunt
5259,Talk to Scout Tomul and blow the Grand Hunting Horn to begin the Grand Hunt.,Begin the Hunt
5260,Hunt creatures in the southern portion of the Wildlife Passage.,South Passage Hunt
5261,Free the Swarmed Shikaar Bakar from the Swarming Scarabs!,Big Bad Beetle Bakars
5262,Clear out the Destructive Proto-Drakes.,Destructive Invaders
5263,Find and hunt Tsokorg.,The Special
5264,Hunt creatures in the upper portion of the Wildlife Passage.,Upper Passage Hunt
5265,Expel the Disorientated Wooly Lamb from the area.,Wooly Wanderers
5266,Clear out the Swarming Mountain Scarabs.,Buzzing Infestation
5267,Hunt Molkeej.,Petrifying Pursuer
5268,Hunt creatures in the northern portion of the Wildlife Passage.,Northern Passage Hunt
5269,Destroy Winghunter Nests.,Flock of Intruders
5270,Clear out the Rampaging Wooly Ewe.,A Wooly Ruckus
5271,Hunt Diluu.,Untimely Intruder
5272,Talk to Scout Tomul and blow the Grand Hunting Horn to conclude the Grand Hunt.,Conclude the Hunt
5273,Free Ohn'ahra from the clutches of Nokhud Clan!,The Nokhud Offensive
5274,Clear out Brackenhide Hollow!,Brackenhide Hollow
5275,Clear out Brackenhide Hollow!,Brackenhide Hollow
5276,Clear out Brackenhide Hollow!,Brackenhide Hollow
5277,Investigate the Halls of Infusion.,Halls of Infusion
5278,Investigate the Halls of Infusion.,Halls of Infusion
5279,Investigate the Halls of Infusion.,Halls of Infusion
5280,Clear out Neltharus.,Neltharus
5281,Clear out Neltharus.,Neltharus
5282,Clear out Neltharus.,Neltharus
5283,Investigate the Ruby Life Pools.,Ruby Life Pools
5284,Investigate the Ruby Life Pools.,Ruby Life Pools
5285,Investigate the Ruby Life Pools.,Ruby Life Pools
5286,Restore the Algeth'ar Academy.,Algeth'ar Academy
5287,Restore the Algeth'ar Academy.,Algeth'ar Academy
5288,Restore the Algeth'ar Academy.,Algeth'ar Academy
5289,Investigate the Azure Vault.,The Azure Vault
5290,Investigate the Azure Vault.,The Azure Vault
5291,Investigate the Azure Vault.,The Azure Vault
5292,Investigate Uldaman for the Discs of Tyr!,Uldaman: Legacy of Tyr
5293,Investigate Uldaman for the Discs of Tyr!,Uldaman: Legacy of Tyr
5294,Investigate Uldaman for the Discs of Tyr!,Uldaman: Legacy of Tyr
5295,Stand close to the communal soup pot and wait for Big Kinook's instructions.,Kitchen Duty
5299,"Salted Fish Scraps can be purchased from Jinkutuk, located east of the pot.",Something Salty
5300,Spiced fish can be obtained from various tuskarr and cookpots around Iskaara.,Something Spicy
5301,Different types of kelp can be found at different spots along Iskaara's coast.,Something Thick
5302,You can purchase a Hunk o' Blubber from Jukarakikk in southwest Iskaara.,Something Fatty
5303,"You can purchase the tea from Nappa, the innkeeper.",Something Fragrant
5304,You can purchase Piping-Hot Orca Milk from Tuukanit in Iskaara's central tent.,Something Creamy
5305,"You can obtain Ancheevies near Arv, west of the pot.",Ancheevies
5306,You can find bones on the leviathan carcass in southwest Iskaara.,Something Rich
5309,You can catch Clubfish off the north coast of Iskaara.,Something Heavy
5310,You can catch Grungles off the northeast coast of Iskaara.,Something Simple
5311,You can catch Iceback Sculpin off the northeast coast of Iskaara.,Something Cooling
5312,You can catch Lakkamuk Blennies off the northeast coast of Iskaara.,Something Fishy
5313,You can catch Manasuckers off the northeast coast of Iskaara.,Something Tingly
5314,Tenderize the Rubbery Fish Head by beating it up.,Too Rubbery!
5315,Tenderize the Not-So-Tender Morsel by beating it up.,Not So Tender!
5316,Tenderize the Tough Carp by beating it up.,Too Tough!
5317,Hop into the pot and stir!,Stir the Pot
5318,Taste the soup and tell Big Kinook what it needs.,Soup Tasting
5319,Speak with Big Kinook if you lose your soupervisor role and need to get it back.,Soupervisor
5320,Kick those fish back into the pot!,Loss Prevention
5321,Stomp on them before they ruin the soup!,Bittershell Hermits
5322,Hop into the pot and stir!,Stir the Pot
5323,Kick those fish back into the pot!,Loss Prevention
5324,Stomp on them before they ruin the soup!,Bittershell Hermits
5325,Throw the Salted Fish Scraps into the pot!,Salted Fish Scraps
5335,Throw them into the pot!,Spicy Fishies
5336,Throw them into the pot!,Assorted Kelp
5337,Throw it into the pot!,Hunk o' Blubber
5338,Pour it into the pot!,Nappa's Famous Tea
5339,Pour it into the pot!,Piping-Hot Orca Milk
5340,Throw them into the pot!,Ancheevies!
5341,Throw it into the pot!,Tiny Leviathan Bone
5342,Throw it into the pot!,Clubfish
5343,Throw it into the pot!,Grungle
5344,Throw it into the pot!,Iceback Sculpin
5345,Throw it into the pot!,Lakkamuk Blenny
5346,Throw it into the pot!,Manasucker
5347,Clan Aylaag has begun to move to their next location and could use extra defense.,Defend Clan Aylaag
5348,Aggressive beasts have been attracted by the caravan! Clear them out!,Beast Ambush!
5349,Clan Aylaag has begun to move to their next location and could use extra defense.,Defend Clan Aylaag
5350,Aggressive beasts have been attracted by the caravan! Clear them out!,Beast Ambush!
5351,Clan Aylaag has begun to move to their next location and could use extra defense.,Defend Clan Aylaag
5352,Clan Aylaag has drawn the ire of an impressively powerful beast. Defend the caravan!,Final Assault
5353,Clan Aylaag has drawn the ire of an impressively powerful beast. Defend the caravan!,Final Assault
5354,Clan Aylaag has drawn the ire of an impressively powerful beast. Defend the caravan!,Final Assault
5355,The Primal Council bolsters their defenses within the mountain. Their ranks must be broken to stop the Incarnates' release.,The Primal Bulwark
5356,Kurog Grimtotem prepares to unleash monstrous elementals to bring about the destruction of any who oppose him.,Caverns of Infusion
5357,"Raszageth's fury threatens to destroy her siblings' prison. If she succeeds, the Incarnates will wreak havoc across Azeroth.",Fury of the Storm
5358,The elements begin churning.,Prepare
5359,Endure the elemental onslaught.,Survive
5365,Endure the elemental onslaught.,Survive
5366,Endure the elemental onslaught.,Survive
5369,Loot the Chest of the Flood.,Success
5370,Investigate the Ruby Life Pools.,Ruby Life Pools
5376,The land quakes and the cold wind howls. Something is stirring in a nearby cave.,Prepare
5377,Endure the elemental onslaught.,Survive
5378,Endure the elemental onslaught.,Survive
5379,Endure the elemental onslaught.,Survive
5380,Loot the Chest of the Elements.,Success
5381,Restore the Algeth'ar Academy.,Algeth'ar Academy
5382,Free Ohn'ahra from the clutches of Nokhud Clan!,The Nokhud Offensive
5383,Investigate the Azure Vault.,The Azure Vault
5384,[DNT]Description,[DNT]Storm Prototype Final Step
5385,[DNT]Description,[DNT]Major Storm Mini Bosses Step
5386,[DNT]Description,[DNT]Major Storm Boss Step
5387,Rescue the vrykul from the flesh spawn.,The Eastern Glades
5388,You have arrived with Eitrigg in the Frostwolf lands. You should follow him to your audience with Drek'thar.,A Family Visit
5389,"You have assembled in Frostwolf Keep with Eitrigg, Thrall, Aggra, and their children. It is time to discuss the return of the Kosh'harg.",A Matter of Great Importance
5390,Drek'Thar has issued you a challenge! Prove you are worthy of being the first to complete the new rite by defeating Duros and Drakan.,Drek'Thar's Challenge
5391,,Null script only
5392,,All possible null fields
5394,Close the Elemental Portals,The Storm's Fury
5395,Defeat the Primalist monster!,March of the Primalists
5396,"You have defeated Drek'Thar's wolves, but he is not finished with you yet!",The Farseer's Power
5398,Weaken the storm by defeating elementals.,On the Gust Frontline
5399,Weaken the storm by defeating elementals.,Hold Your Ground
5400,Weaken the storm by defeating elementals.,A Heated Exchange
5401,Weaken the storm by defeating elementals.,Rain of Terror
5402,Defeat forces of the Old Gods in these woods and rally the vrykul.,Now Kith'ix
5403,Help Ironaya and Archaedas defeat Kith'ix.,Allied Chronicles
5404,Clear the woods of any remaining Old God forces and rally the vrykul.,Umbral Glade
5405,Confront Zakajz.,Tyr's Last Stand
5406,Defeat Zakajz's illusions.,The Aspects of Zakajz
5407,Defeat Zakajz. Witness Tyr's final sacrifice.,Tyr's Fall
5410,The essences of Malygos and Sindragosa have been moved within the Azure Vault. It is time to release them!,Speak to Kalecgos
5411,Withstand the fury of Sindragosa!,Defeat Sindragosa
5412,Sindragosa and Malygos have been soothed.,Speak to Kalecgos
5414,Defeat Han'thul.,Eye of the Storm
5415,Defeat Khirna Cragheart.,Eye of the Storm
5416,Defeat Fael'lin.,Eye of the Storm
5417,Defeat Shukoro Rapidstamer.,Eye of the Storm
5418,Zaralek Cavern is crawling with Primalists!,What's Beneath the Surface
5420,Slay Summitshaper Lorac.,Ants Beneath My Claw
5422,You have proven yourself worthy of being the first to complete the new rite. It is time to begin preparations for the Kosh'harg!,Preparations
5423,Fyrakk is flying to the Suffusion Camp with his disciples. Get ready!,Fyrakk is Coming!
5424,Defeat Fyrakk's Disciple.,The Ire of Fire
5425,The elements begin churning,Prepare
5426,Charge the lightning conduits,Power Up
5427,Defeat the Charged Drake,Threat!
5428,Loot the Chest of Storms,Success
5459,Defeat the Sundered Flame patrols.,Starting With Trouble
5460,Clear out the titan lockdown forces to the southwest.,Cleansing the Lockdown
5463,The Sundered Flame force has been defeated. It is safe to inform Rannan that his researchers can withdraw with the data they gathered.,Getting Out
5464,Defeat earth Primalist forces and Cliffkeeper Bouldani.,Amateurs of Earth
5469,You have arrived in the Maelstrom. Speak to Nozdormu to figure out what is next.,Speak to Nozdormu
5470,Use the forged glove to claim the last of Deathwing's Black Dragon essence,Absorb Deathwing's Essence
5471,An agent of the Old Gods has emerged from Deathwing!,Defeat the Faceless One
5472,Try once more to claim Deathwing's essence.,Claim Deathwing's Essence
5473,"Thousandbite Piranha Collar can be purchased from Junnik, located near the tents south of the pot.",Something Deadly
5474,Throw the Thousandbite Piranha Collar into the pot!,Thousandbite Piranha Collar
5475,"Lunker Bits can be purchased from Patchu, located near the tents south of the pot.",Something Cheap
5476,Throw the Lunker Bits into the pot!,Lunker Bits
5477,"Skrog Liver Oil can be purchased from Arvik, located near the tents west of the pot.",Something Bitter
5478,Pour the Skrog Liver Oil into the pot!,Skrog Liver Oil
5479,"Norukk's ""All-Purpose"" Fish Powder can be purchased from Norukk, located near the tents west of the pot.",Something Mysterious
5480,"Sprinkle Norukk's ""All-Purpose"" Fish Powder into the pot!","Norukk's ""All-Purpose"" Fish Powder"
5481,"Fermented Mackerel Paste can be purchased from Tattukiaka, located near the tents south of the pot, behind the mammoth.",Something Pungent
5482,Squeeze the Fermented Mackerel Paste into the pot!,Fermented Mackerel Paste
5483,"Deepsquid Ink can be purchased from Rokkutuk, located near the docks south of the pot.",Something Dark
5484,Pour the Deepsquid Ink into the pot!,Deepsquid Ink
5485,"Island Crab Jerky can be purchased from Tikukk, located near the docks on the southwestern corner of town.",Something Flavorful
5486,Throw the Island Crab Jerky into the pot!,Island Crab Jerky
5487,"Eye of Bass can be purchased from Hanu, located near the tents west of the pot.",Something Strong
5488,Throw the Eye of Bass into the pot!,Eye of Bass
5489,"Seven Spices Bruffalon can be purchased from Qariin Dotur, who patrols the path south of the pot.",Something Spiced
5490,Throw the Seven Spices Bruffalon into the pot!,Seven Spices Bruffalon
5491,"Dragonflame Argali can be purchased from Qariin Dotur, who patrols the path south of the pot.",Something Hot
5492,Throw the Dragonflame Argali into the pot!,Dragonflame Argali
5493,"Thrice-Charred Mammoth Ribs can be purchased from Qariin Dotur, who patrols the path south of the pot.",Something Blackened
5494,Throw the Thrice-Charred Mammoth Ribs into the pot!,Thrice-Charred Mammoth Ribs
5495,"""Volcano"" Duck can be purchased from Qariin Dotur, who patrols the path south of the pot.",Something Explosive
5496,"Throw the ""Volcano"" Duck into the pot!","""Volcano"" Duck"
5497,"Greenberry can be purchased from Gracus, who patrols the ridge above the pot.",Something Tart
5498,Throw the Greenberry into the pot!,Greenberry
5499,"Fresh Dragon Fruit can be purchased from Gracus, who patrols the ridge above the pot.",Something Sweet
5500,Throw the Fresh Dragon Fruit into the pot!,Fresh Dragon Fruit
5501,"Juicy Bushfruit can be purchased from Gracus, who patrols the ridge above the pot.",Something Juicy
5502,Throw the Juicy Bushfruit into the pot!,Juicy Bushfruit
5503,"Dried Coldsnap Sagittate can be purchased from Gracus, who patrols the ridge above the pot.",Something Green
5504,Throw the Dried Coldsnap Sagittate into the pot!,Dried Coldsnap Sagittate
5505,"An Exquisite Ohn'ahran Potato can be purchased from Erugosa, located right by the pot.",Something Hearty
5506,Throw the Exquisite Ohn'ahran Potato into the pot!,Exquisite Ohn'ahran Potato
5507,"Flaky Pastry Dough can be purchased from Erugosa, located right by the pot.",Something Buttery
5508,Throw the Flaky Pastry Dough into the pot!,Flaky Pastry Dough
5509,"Dark Thaldraszian Cocoa Powder can be purchased from Erugosa, located right by the pot.",Something Decadent
5510,Sprinkle the Dark Thaldraszian Cocoa Powder into the pot!,Dark Thaldraszian Cocoa Powder
5511,"Four-Cheese Blend can be purchased from Erugosa, located right by the pot.",Something Funky
5512,Sprinkle the Four-Cheese Blend into the pot!,Four-Cheese Blend
5513,"Rations: Scorpid Surprise can be purchased from Head Chef Stacks, located by the bridge north of the pot.",Something Questionable
5514,Throw the Rations: Scorpid Surprise into the pot!,Rations: Scorpid Surprise
5515,"Rations: Undermine Clam Chowder can be purchased from Head Chef Stacks, located by the bridge north of the pot.",Something Creamy
5516,Pour the Rations: Undermine Clam Chowder into the pot!,Rations: Undermine Clam Chowder
5517,"Rations: Westfall Stew can be purchased from Head Chef Stacks, located by the bridge north of the pot.",Something Comforting
5518,Pour the Rations: Westfall Stew into the pot!,Rations: Westfall Stew
5519,"Rations: Dragonbreath Chili can be purchased from Head Chef Stacks, located by the bridge north of the pot.",Something Fiery
5520,Pour the Rations: Dragonbreath Chili into the pot!,Rations: Dragonbreath Chili
5521,"Nasz'uro, the Unbound Legacy, is yours!",A New Legacy
5524,"Attack or interact with the Enormous Lionfish, and get as much meat as you can!",Enormous Lionfish
5525,Attack or interact with the Enormous Mantacorn. Get as much meat as you can!,Enormous Mantacorn
5526,Attack or interact with the Enormous Thresher. Get as much meat as you can!,Enormous Thresher
5529,Defeat the bosses of The Vortex Pinnacle,The Vortex Pinnacle
5530,Basic step description 1A,Scenario Start 1A
5532,Clear out Brackenhide Hollow!,Brackenhide Hollow
5533,Investigate Uldaman for the Discs of Tyr!,Uldaman: Legacy of Tyr
5534,Clear out Neltharus.,Neltharus
5535,Investigate the Halls of Infusion.,Halls of Infusion
5536,Basic step description 1B,Scenario Start 1B
5537,Basic step description 2,Scenario 2
5538,Clear the boulders blocking the main console. Gather titan parts for Greta's repairs.,Lockdown Mess
5539,Defeat the titan lockdown forces to allow Greta time to collect her data.,A Titanic Counterattack
5540,The Sundered Flame reinforcements have arrived. Defend the camp long enough for the researchers to withdraw.,A Clear Sign We Are Not Wanted
5541,"The Sundered Flame leader, Captain Reykal, is marching to kill Rannan himself.",Leader to a Flame
5542,Defeat fire Primalist forces and Portalkeeper Cimbra.,Fyrakk and Brimstone
5546,Help Greta to neutralize the contaminant by placing the curious ore samples in the ore processors.,Neutralizing the Contaminant
5547,Our scuffle with the titan forces has riled up the local wildlife.,Hostile Investigators
5548,Break into the cave to find the contaminant.,Cave Cracking
5549,Prevent the contaminated wildlife from escaping the area.,Affected Wildlife
5550,The last traces of the contaminant have coalesced into a hostile elemental that must be destroyed.,A Violent Reaction
5551,Secure the area from the hostile wildlife.,Riled Up
5552,A flayer matriarch descends from the roof of the cavern to destroy the base camp!,Cavern Crasher
5553,The Zaqali ruins have been infested by hostile wildlife. Clear the area to allow the researchers to investigate.,Overtaken Monuments
5554,Help Thaelin restore the ancient Zaqali pillars.,Towering Pillars
5555,Clear the area of magmaclaw while Thaelin prepares for the elemental ritual.,Powering up the Pillars
5556,Protect Thaelin for the Monstrous Magmaclaw Snapper!,Monstrous Magmaclaw
5557,Assist Thaelin in repairing the Zaqali altar.,Altar Service
5558,Defend the researchers from the Zaqali djaradin!,Djaradin Deluge
5559,A Zaqali ritualmaster approaches the altar. Stop them before they unleash their wrath.,Heating Up
5560,"A titan watcher trapped for 10,000 years has been contaminated.",Containment Break
5561,Destroy Neltharion's dangerous incarnations of dracthyr.,Discarded Works
5562,Defeat Rashok before he destroys the crucible.,Fury of Giants
5563,Thwart Neltharion's plot to unleash darkness.,Neltharion's Shadow
5564,Stop Sarkareth before he claims Aberrus.,Edge of the Void
5577,Recover the special candles to unlock the main door,Recover candles to open the door
5578,Slot the candles to open the door,Slot the candles
5579,,Defeat the final boss
5595,test again!!,Step 2
5596,Speak with Soridormi and let her know you're available to help.,Reporting In
5623,,Find a way into the fighting arena
5624,,Coin Collector Challenge
5625,test,Step 1
5632,,Defeat the Arathor Twins
5645,,Investigate the Murder
5647,Test,Test!
5648,Prepare for the journey by consuming Dreamfruit for special powers.,The Tree Rises
5649,Help Rain-Starved Flowers as Sprucecrown makes his way through.,The Dream Gathers
5653,Defeat the primalists who threaten the World Tree.,The Folly of Youth
5654,Deal with the Krrrn Trr murloc mages.,KRRRN TRR!
5655,Deal with the MR-7 murloc assassins.,MR-7!
5656,Deal with the Cenrrrn Cirrgl murloc druids.,CENRRRN CIRRGL!
5657,Deal with the dinosaurs from Ulderoth.,Dinos from Ulderoth
5658,Deal with the plants from Ulderoth.,Ulderoth Plants
5659,Deal with the beasts from Ulderoth.,Ulderoth Beasts
5660,Slay Grrrmrrsh Hrrnglscrrrm.,Group Task: Grrrmrrsh Hrrnglscrrrm
5661,Gather materials to construct a Scareloc.,Scareloc Parts
5662,Enter the Time Rift in the center of the reservoir.,Into the Rift: Azmerloth!
5664,Defeat any creature coming out of time rifts!,Kill Anything!
5665,Slay Gillidan.,Group Task: Gillidan
5666,Slay the Minion of Deathwingurlugull.,Group Task: Minion of Deathwingurlugull
5667,Throw the Frightened Baby Murlocs back to their own dimension.,Group Task: Frightened Murlocs
5668,Toss the Wandering Baby Murlocs back to their own reality.,Group Task: Wandering Baby Murlocs
5672,Tow the Giant Egg back to its portal.,Group Task: Giant Egg
5673,Pop the Azmerloth Bubblemancer's bubbles.,Group Task: Bubbles
5674,Defeat the Azmerloth Bubblemancer.,Group Task: Azmerloth Bubblemancer
5675,Destroy the Stinky Pile of Dead Fish.,Stinky Pile of Dead Fish
5676,Destroy the Stinky Basket of Dead Fish.,Stinky Basket of Dead Fish
5677,Destroy the Stinky Barrel of Dead Fish.,Stinky Barrel of Dead Fish
5678,Heal the murlocs that have been wounded in the field.,Wounded Murlocs
5679,Heal the murlocs that have been injured in the field.,Injured Murlocs
5680,Gather Globs of Azmerloth Slime.,Gather Slime
5681,Build an Azmerloth Slime Pool for you and your allies to use.,Slime Pool Construction
5682,Slay the Pureblooded Cloud Serpent.,Group Task: Pureblooded Cloud Serpent
5683,Slay the Pureblooded Mammoth.,Group Task: Pureblooded Mammoth
5684,Slay the Pureblooded Proto-Drake.,Group Task: Pureblooded Proto-Drake
5685,Slay the Pureblooded Devilsaur.,Group Task: Pureblooded Devilsaur
5686,Destroy the Impurity Cleanser.,Group Task: Impurity Cleanser
5687,Stomp on the pesky beasts assaulting Soridormi's platform.,Group Task: Pesky Beasts
5688,Fly through the Pristine Crystalflies up above.,Group Task: Pristine Crystalflies
5689,Free the Entangled Whelplings.,Entangled Whelplings
5690,Destroy the Unmarred Lasher.,Unmarred Lasher
5691,Find and slay the Apex Raptor.,Apex Raptor
5692,Find and slay the Apex Tiger.,Apex Tiger
5693,Gather materials to build a Purification Forge.,Mutations For All
5694,Knock the Apex Pterrordax from the sky.,Circling Doom
5695,Slay the Apex Pterrordax.,Apex Pterrordax
5696,Repair the Wounded Watchers.,Wounded Watchers
5699,Pull the weeds as Sprucecrown continues his journey.,Invasive Species
5700,Verlann Timbercrush marches on the World Tree to burn Sprucecrown down. Defeat her!,A Fiery End
5701,Dig up mulch as Sprucecrown wanders.,Seeding Chaos
5702,The primalists are swarming the World Tree in droves. Defend it!,Growing Concerns
5703,Shoo the swarms of insects as Sprucecrown continues his walk.,Pest Patrol
5706,Deal with the undead.,Ambling Attackers
5707,Deal with the nerubians.,Pest Control
5708,Deal with the vargul.,In Service to the King
5709,Destroy the Plagued Grain.,The Call to Cull
5710,Dispose of Bloodfeast's Corpse.,Cadaver Clearance
5711,Destroy the Book of Kel'Thuzad.,The Last Librarian
5712,Kick the Frozen Heart into the Time Rift.,The Forgotten Depths
5713,Defeat the Rotted Gladiator.,The Ring of Valor
5714,Send the Rotting Colossus back in time.,Freezer Born
5715,Send the Unborn Val'kyr back in time.,Spirit Sprites
5716,Free Bolvar Fordragon.,Never a King
5717,Investigate the Frozen Time Rift.,Group Task: In Service of the King
5718,Defeat the Shackled Flames of the Betrayer.,Group Task: Court of Bones
5719,Defeat The Banshee Queen.,Group Task: Always a Windrunner
5720,Defeat Uther the Deathbringer.,Group Task: The Last Paladin
5721,Destroy the Phylactery of the Zealot.,Group Task: Assault on the Light
5722,Defeat Lord Thassarian.,Group Task: The Darkener Slayer
5723,Defeat Queen Angerboda.,Group Task: The Awakened Queen
